Well,All Events #Events,All Events %Parent,All Events FSC-A Mean,All Events FSC-A Median,All Events FSC-W Mean,All Events FSC-W Median,All Events SSC-A Mean,All Events SSC-A Median,All Events CD33 640 670/30-A Mean,All Events CD33 640 670/30-A Median,All Events CD45RA 640 730/45-A Mean,All Events CD45RA 640 730/45-A Median,All Events CD34 640 780/60-A Mean,All Events CD34 640 780/60-A Median,All Events CD90 561 582/15-A Mean,All Events CD90 561 582/15-A Median,All Events CD49f 561 670/14-A Mean,All Events CD49f 561 670/14-A Median,All Events CD38 561 780/60-A Mean,All Events CD38 561 780/60-A Median,All Events Lineage 488 530/30-A Mean,All Events Lineage 488 530/30-A Median,All Events CD7_CD10 V405 450/50-A Mean,All Events CD7_CD10 V405 450/50-A Median,All Events Live V405 525/50-A Mean,All Events Live V405 525/50-A Median,All Events CD45 V405 780/60-A Mean,All Events CD45 V405 780/60-A Median,All Events Time Mean,All Events Time Median,Cells #Events,Cells %Parent,Cells FSC-A Mean,Cells FSC-A Median,Cells FSC-W Mean,Cells FSC-W Median,Cells SSC-A Mean,Cells SSC-A Median,Cells CD33 640 670/30-A Mean,Cells CD33 640 670/30-A Median,Cells CD45RA 640 730/45-A Mean,Cells CD45RA 640 730/45-A Median,Cells CD34 640 780/60-A Mean,Cells CD34 640 780/60-A Median,Cells CD90 561 582/15-A Mean,Cells CD90 561 582/15-A Median,Cells CD49f 561 670/14-A Mean,Cells CD49f 561 670/14-A Median,Cells CD38 561 780/60-A Mean,Cells CD38 561 780/60-A Median,Cells Lineage 488 530/30-A Mean,Cells Lineage 488 530/30-A Median,Cells CD7_CD10 V405 450/50-A Mean,Cells CD7_CD10 V405 450/50-A Median,Cells Live V405 525/50-A Mean,Cells Live V405 525/50-A Median,Cells CD45 V405 780/60-A Mean,Cells CD45 V405 780/60-A Median,Cells Time Mean,Cells Time Median,Singlets #Events,Singlets %Parent,Singlets FSC-A Mean,Singlets FSC-A Median,Singlets FSC-W Mean,Singlets FSC-W Median,Singlets SSC-A Mean,Singlets SSC-A Median,Singlets CD33 640 670/30-A Mean,Singlets CD33 640 670/30-A Median,Singlets CD45RA 640 730/45-A Mean,Singlets CD45RA 640 730/45-A Median,Singlets CD34 640 780/60-A Mean,Singlets CD34 640 780/60-A Median,Singlets CD90 561 582/15-A Mean,Singlets CD90 561 582/15-A Median,Singlets CD49f 561 670/14-A Mean,Singlets CD49f 561 670/14-A Median,Singlets CD38 561 780/60-A Mean,Singlets CD38 561 780/60-A Median,Singlets Lineage 488 530/30-A Mean,Singlets Lineage 488 530/30-A Median,Singlets CD7_CD10 V405 450/50-A Mean,Singlets CD7_CD10 V405 450/50-A Median,Singlets Live V405 525/50-A Mean,Singlets Live V405 525/50-A Median,Singlets CD45 V405 780/60-A Mean,Singlets CD45 V405 780/60-A Median,Singlets Time Mean,Singlets Time Median,Live #Events,Live %Parent,Live FSC-A Mean,Live FSC-A Median,Live FSC-W Mean,Live FSC-W Median,Live SSC-A Mean,Live SSC-A Median,Live CD33 640 670/30-A Mean,Live CD33 640 670/30-A Median,Live CD45RA 640 730/45-A Mean,Live CD45RA 640 730/45-A Median,Live CD34 640 780/60-A Mean,Live CD34 640 780/60-A Median,Live CD90 561 582/15-A Mean,Live CD90 561 582/15-A Median,Live CD49f 561 670/14-A Mean,Live CD49f 561 670/14-A Median,Live CD38 561 780/60-A Mean,Live CD38 561 780/60-A Median,Live Lineage 488 530/30-A Mean,Live Lineage 488 530/30-A Median,Live CD7_CD10 V405 450/50-A Mean,Live CD7_CD10 V405 450/50-A Median,Live Live V405 525/50-A Mean,Live Live V405 525/50-A Median,Live CD45 V405 780/60-A Mean,Live CD45 V405 780/60-A Median,Live Time Mean,Live Time Median,Lin- #Events,Lin- %Parent,Lin- FSC-A Mean,Lin- FSC-A Median,Lin- FSC-W Mean,Lin- FSC-W Median,Lin- SSC-A Mean,Lin- SSC-A Median,Lin- CD33 640 670/30-A Mean,Lin- CD33 640 670/30-A Median,Lin- CD45RA 640 730/45-A Mean,Lin- CD45RA 640 730/45-A Median,Lin- CD34 640 780/60-A Mean,Lin- CD34 640 780/60-A Median,Lin- CD90 561 582/15-A Mean,Lin- CD90 561 582/15-A Median,Lin- CD49f 561 670/14-A Mean,Lin- CD49f 561 670/14-A Median,Lin- CD38 561 780/60-A Mean,Lin- CD38 561 780/60-A Median,Lin- Lineage 488 530/30-A Mean,Lin- Lineage 488 530/30-A Median,Lin- CD7_CD10 V405 450/50-A Mean,Lin- CD7_CD10 V405 450/50-A Median,Lin- Live V405 525/50-A Mean,Lin- Live V405 525/50-A Median,Lin- CD45 V405 780/60-A Mean,Lin- CD45 V405 780/60-A Median,Lin- Time Mean,Lin- Time Median,CD33- #Events,CD33- %Parent,CD33- FSC-A Mean,CD33- FSC-A Median,CD33- FSC-W Mean,CD33- FSC-W Median,CD33- SSC-A Mean,CD33- SSC-A Median,CD33- CD33 640 670/30-A Mean,CD33- CD33 640 670/30-A Median,CD33- CD45RA 640 730/45-A Mean,CD33- CD45RA 640 730/45-A Median,CD33- CD34 640 780/60-A Mean,CD33- CD34 640 780/60-A Median,CD33- CD90 561 582/15-A Mean,CD33- CD90 561 582/15-A Median,CD33- CD49f 561 670/14-A Mean,CD33- CD49f 561 670/14-A Median,CD33- CD38 561 780/60-A Mean,CD33- CD38 561 780/60-A Median,CD33- Lineage 488 530/30-A Mean,CD33- Lineage 488 530/30-A Median,CD33- CD7_CD10 V405 450/50-A Mean,CD33- CD7_CD10 V405 450/50-A Median,CD33- Live V405 525/50-A Mean,CD33- Live V405 525/50-A Median,CD33- CD45 V405 780/60-A Mean,CD33- CD45 V405 780/60-A Median,CD33- Time Mean,CD33- Time Median,CD34+/CD45+ #Events,CD34+/CD45+ %Parent,CD34+/CD45+ FSC-A Mean,CD34+/CD45+ FSC-A Median,CD34+/CD45+ FSC-W Mean,CD34+/CD45+ FSC-W Median,CD34+/CD45+ SSC-A Mean,CD34+/CD45+ SSC-A Median,CD34+/CD45+ CD33 640 670/30-A Mean,CD34+/CD45+ CD33 640 670/30-A Median,CD34+/CD45+ CD45RA 640 730/45-A Mean,CD34+/CD45+ CD45RA 640 730/45-A Median,CD34+/CD45+ CD34 640 780/60-A Mean,CD34+/CD45+ CD34 640 780/60-A Median,CD34+/CD45+ CD90 561 582/15-A Mean,CD34+/CD45+ CD90 561 582/15-A Median,CD34+/CD45+ CD49f 561 670/14-A Mean,CD34+/CD45+ CD49f 561 670/14-A Median,CD34+/CD45+ CD38 561 780/60-A Mean,CD34+/CD45+ CD38 561 780/60-A Median,CD34+/CD45+ Lineage 488 530/30-A Mean,CD34+/CD45+ Lineage 488 530/30-A Median,CD34+/CD45+ CD7_CD10 V405 450/50-A Mean,CD34+/CD45+ CD7_CD10 V405 450/50-A Median,CD34+/CD45+ Live V405 525/50-A Mean,CD34+/CD45+ Live V405 525/50-A Median,CD34+/CD45+ CD45 V405 780/60-A Mean,CD34+/CD45+ CD45 V405 780/60-A Median,CD34+/CD45+ Time Mean,CD34+/CD45+ Time Median,CD34+/CD38- #Events,CD34+/CD38- %Parent,CD34+/CD38- FSC-A Mean,CD34+/CD38- FSC-A Median,CD34+/CD38- FSC-W Mean,CD34+/CD38- FSC-W Median,CD34+/CD38- SSC-A Mean,CD34+/CD38- SSC-A Median,CD34+/CD38- CD33 640 670/30-A Mean,CD34+/CD38- CD33 640 670/30-A Median,CD34+/CD38- CD45RA 640 730/45-A Mean,CD34+/CD38- CD45RA 640 730/45-A Median,CD34+/CD38- CD34 640 780/60-A Mean,CD34+/CD38- CD34 640 780/60-A Median,CD34+/CD38- CD90 561 582/15-A Mean,CD34+/CD38- CD90 561 582/15-A Median,CD34+/CD38- CD49f 561 670/14-A Mean,CD34+/CD38- CD49f 561 670/14-A Median,CD34+/CD38- CD38 561 780/60-A Mean,CD34+/CD38- CD38 561 780/60-A Median,CD34+/CD38- Lineage 488 530/30-A Mean,CD34+/CD38- Lineage 488 530/30-A Median,CD34+/CD38- CD7_CD10 V405 450/50-A Mean,CD34+/CD38- CD7_CD10 V405 450/50-A Median,CD34+/CD38- Live V405 525/50-A Mean,CD34+/CD38- Live V405 525/50-A Median,CD34+/CD38- CD45 V405 780/60-A Mean,CD34+/CD38- CD45 V405 780/60-A Median,CD34+/CD38- Time Mean,CD34+/CD38- Time Median,CD90+ HSC #Events,CD90+ HSC %Parent,CD90+ HSC FSC-A Mean,CD90+ HSC FSC-A Median,CD90+ HSC FSC-W Mean,CD90+ HSC FSC-W Median,CD90+ HSC SSC-A Mean,CD90+ HSC SSC-A Median,CD90+ HSC CD33 640 670/30-A Mean,CD90+ HSC CD33 640 670/30-A Median,CD90+ HSC CD45RA 640 730/45-A Mean,CD90+ HSC CD45RA 640 730/45-A Median,CD90+ HSC CD34 640 780/60-A Mean,CD90+ HSC CD34 640 780/60-A Median,CD90+ HSC CD90 561 582/15-A Mean,CD90+ HSC CD90 561 582/15-A Median,CD90+ HSC CD49f 561 670/14-A Mean,CD90+ HSC CD49f 561 670/14-A Median,CD90+ HSC CD38 561 780/60-A Mean,CD90+ HSC CD38 561 780/60-A Median,CD90+ HSC Lineage 488 530/30-A Mean,CD90+ HSC Lineage 488 530/30-A Median,CD90+ HSC CD7_CD10 V405 450/50-A Mean,CD90+ HSC CD7_CD10 V405 450/50-A Median,CD90+ HSC Live V405 525/50-A Mean,CD90+ HSC Live V405 525/50-A Median,CD90+ HSC CD45 V405 780/60-A Mean,CD90+ HSC CD45 V405 780/60-A Median,CD90+ HSC Time Mean,CD90+ HSC Time Median
A1,1,,"148,540","148,540","91,609","91,609","86,320","86,320",-15,-15,190,190,"2,709","2,709","1,784","1,784",847,847,517,517,176,176,56,56,479,479,"1,022","1,022","2,219","2,219",1,100,"148,540","148,540","91,609","91,609","86,320","86,320",-15,-15,190,190,"2,709","2,709","1,784","1,784",847,847,517,517,176,176,56,56,479,479,"1,022","1,022","2,219","2,219",1,100,"148,540","148,540","91,609","91,609","86,320","86,320",-15,-15,190,190,"2,709","2,709","1,784","1,784",847,847,517,517,176,176,56,56,479,479,"1,022","1,022","2,219","2,219",1,100,"148,540","148,540","91,609","91,609","86,320","86,320",-15,-15,190,190,"2,709","2,709","1,784","1,784",847,847,517,517,176,176,56,56,479,479,"1,022","1,022","2,219","2,219",1,100,"148,540","148,540","91,609","91,609","86,320","86,320",-15,-15,190,190,"2,709","2,709","1,784","1,784",847,847,517,517,176,176,56,56,479,479,"1,022","1,022","2,219","2,219",1,100,"148,540","148,540","91,609","91,609","86,320","86,320",-15,-15,190,190,"2,709","2,709","1,784","1,784",847,847,517,517,176,176,56,56,479,479,"1,022","1,022","2,219","2,219",1,100,"148,540","148,540","91,609","91,609","86,320","86,320",-15,-15,190,190,"2,709","2,709","1,784","1,784",847,847,517,517,176,176,56,56,479,479,"1,022","1,022","2,219","2,219",1,100,"148,540","148,540","91,609","91,609","86,320","86,320",-15,-15,190,190,"2,709","2,709","1,784","1,784",847,847,517,517,176,176,56,56,479,479,"1,022","1,022","2,219","2,219",1,100,"148,540","148,540","91,609","91,609","86,320","86,320",-15,-15,190,190,"2,709","2,709","1,784","1,784",847,847,517,517,176,176,56,56,479,479,"1,022","1,022","2,219","2,219"
A2,1,,"164,413","164,413","93,970","93,970","104,104","104,104",101,101,112,112,"2,464","2,464",723,723,491,491,717,717,120,120,32,32,314,314,"1,580","1,580","2,804","2,804",1,100,"164,413","164,413","93,970","93,970","104,104","104,104",101,101,112,112,"2,464","2,464",723,723,491,491,717,717,120,120,32,32,314,314,"1,580","1,580","2,804","2,804",1,100,"164,413","164,413","93,970","93,970","104,104","104,104",101,101,112,112,"2,464","2,464",723,723,491,491,717,717,120,120,32,32,314,314,"1,580","1,580","2,804","2,804",1,100,"164,413","164,413","93,970","93,970","104,104","104,104",101,101,112,112,"2,464","2,464",723,723,491,491,717,717,120,120,32,32,314,314,"1,580","1,580","2,804","2,804",1,100,"164,413","164,413","93,970","93,970","104,104","104,104",101,101,112,112,"2,464","2,464",723,723,491,491,717,717,120,120,32,32,314,314,"1,580","1,580","2,804","2,804",1,100,"164,413","164,413","93,970","93,970","104,104","104,104",101,101,112,112,"2,464","2,464",723,723,491,491,717,717,120,120,32,32,314,314,"1,580","1,580","2,804","2,804",1,100,"164,413","164,413","93,970","93,970","104,104","104,104",101,101,112,112,"2,464","2,464",723,723,491,491,717,717,120,120,32,32,314,314,"1,580","1,580","2,804","2,804",1,100,"164,413","164,413","93,970","93,970","104,104","104,104",101,101,112,112,"2,464","2,464",723,723,491,491,717,717,120,120,32,32,314,314,"1,580","1,580","2,804","2,804",1,100,"164,413","164,413","93,970","93,970","104,104","104,104",101,101,112,112,"2,464","2,464",723,723,491,491,717,717,120,120,32,32,314,314,"1,580","1,580","2,804","2,804"
A3,1,,"161,189","161,189","95,158","95,158","109,035","109,035",208,208,108,108,"4,713","4,713","2,741","2,741",541,541,608,608,89,89,49,49,366,366,"1,590","1,590","4,518","4,518",1,100,"161,189","161,189","95,158","95,158","109,035","109,035",208,208,108,108,"4,713","4,713","2,741","2,741",541,541,608,608,89,89,49,49,366,366,"1,590","1,590","4,518","4,518",1,100,"161,189","161,189","95,158","95,158","109,035","109,035",208,208,108,108,"4,713","4,713","2,741","2,741",541,541,608,608,89,89,49,49,366,366,"1,590","1,590","4,518","4,518",1,100,"161,189","161,189","95,158","95,158","109,035","109,035",208,208,108,108,"4,713","4,713","2,741","2,741",541,541,608,608,89,89,49,49,366,366,"1,590","1,590","4,518","4,518",1,100,"161,189","161,189","95,158","95,158","109,035","109,035",208,208,108,108,"4,713","4,713","2,741","2,741",541,541,608,608,89,89,49,49,366,366,"1,590","1,590","4,518","4,518",1,100,"161,189","161,189","95,158","95,158","109,035","109,035",208,208,108,108,"4,713","4,713","2,741","2,741",541,541,608,608,89,89,49,49,366,366,"1,590","1,590","4,518","4,518",1,100,"161,189","161,189","95,158","95,158","109,035","109,035",208,208,108,108,"4,713","4,713","2,741","2,741",541,541,608,608,89,89,49,49,366,366,"1,590","1,590","4,518","4,518",1,100,"161,189","161,189","95,158","95,158","109,035","109,035",208,208,108,108,"4,713","4,713","2,741","2,741",541,541,608,608,89,89,49,49,366,366,"1,590","1,590","4,518","4,518",1,100,"161,189","161,189","95,158","95,158","109,035","109,035",208,208,108,108,"4,713","4,713","2,741","2,741",541,541,608,608,89,89,49,49,366,366,"1,590","1,590","4,518","4,518"
A4,1,,"148,383","148,383","90,822","90,822","102,725","102,725",303,303,62,62,"6,097","6,097","2,758","2,758","1,081","1,081",552,552,266,266,-12,-12,367,367,"2,302","2,302","4,978","4,978",1,100,"148,383","148,383","90,822","90,822","102,725","102,725",303,303,62,62,"6,097","6,097","2,758","2,758","1,081","1,081",552,552,266,266,-12,-12,367,367,"2,302","2,302","4,978","4,978",1,100,"148,383","148,383","90,822","90,822","102,725","102,725",303,303,62,62,"6,097","6,097","2,758","2,758","1,081","1,081",552,552,266,266,-12,-12,367,367,"2,302","2,302","4,978","4,978",1,100,"148,383","148,383","90,822","90,822","102,725","102,725",303,303,62,62,"6,097","6,097","2,758","2,758","1,081","1,081",552,552,266,266,-12,-12,367,367,"2,302","2,302","4,978","4,978",1,100,"148,383","148,383","90,822","90,822","102,725","102,725",303,303,62,62,"6,097","6,097","2,758","2,758","1,081","1,081",552,552,266,266,-12,-12,367,367,"2,302","2,302","4,978","4,978",1,100,"148,383","148,383","90,822","90,822","102,725","102,725",303,303,62,62,"6,097","6,097","2,758","2,758","1,081","1,081",552,552,266,266,-12,-12,367,367,"2,302","2,302","4,978","4,978",1,100,"148,383","148,383","90,822","90,822","102,725","102,725",303,303,62,62,"6,097","6,097","2,758","2,758","1,081","1,081",552,552,266,266,-12,-12,367,367,"2,302","2,302","4,978","4,978",1,100,"148,383","148,383","90,822","90,822","102,725","102,725",303,303,62,62,"6,097","6,097","2,758","2,758","1,081","1,081",552,552,266,266,-12,-12,367,367,"2,302","2,302","4,978","4,978",1,100,"148,383","148,383","90,822","90,822","102,725","102,725",303,303,62,62,"6,097","6,097","2,758","2,758","1,081","1,081",552,552,266,266,-12,-12,367,367,"2,302","2,302","4,978","4,978"
A5,1,,"102,370","102,370","89,962","89,962","100,769","100,769",232,232,137,137,"6,793","6,793","1,429","1,429","1,332","1,332",486,486,222,222,311,311,402,402,"1,443","1,443","5,248","5,248",1,100,"102,370","102,370","89,962","89,962","100,769","100,769",232,232,137,137,"6,793","6,793","1,429","1,429","1,332","1,332",486,486,222,222,311,311,402,402,"1,443","1,443","5,248","5,248",1,100,"102,370","102,370","89,962","89,962","100,769","100,769",232,232,137,137,"6,793","6,793","1,429","1,429","1,332","1,332",486,486,222,222,311,311,402,402,"1,443","1,443","5,248","5,248",1,100,"102,370","102,370","89,962","89,962","100,769","100,769",232,232,137,137,"6,793","6,793","1,429","1,429","1,332","1,332",486,486,222,222,311,311,402,402,"1,443","1,443","5,248","5,248",1,100,"102,370","102,370","89,962","89,962","100,769","100,769",232,232,137,137,"6,793","6,793","1,429","1,429","1,332","1,332",486,486,222,222,311,311,402,402,"1,443","1,443","5,248","5,248",1,100,"102,370","102,370","89,962","89,962","100,769","100,769",232,232,137,137,"6,793","6,793","1,429","1,429","1,332","1,332",486,486,222,222,311,311,402,402,"1,443","1,443","5,248","5,248",1,100,"102,370","102,370","89,962","89,962","100,769","100,769",232,232,137,137,"6,793","6,793","1,429","1,429","1,332","1,332",486,486,222,222,311,311,402,402,"1,443","1,443","5,248","5,248",1,100,"102,370","102,370","89,962","89,962","100,769","100,769",232,232,137,137,"6,793","6,793","1,429","1,429","1,332","1,332",486,486,222,222,311,311,402,402,"1,443","1,443","5,248","5,248",1,100,"102,370","102,370","89,962","89,962","100,769","100,769",232,232,137,137,"6,793","6,793","1,429","1,429","1,332","1,332",486,486,222,222,311,311,402,402,"1,443","1,443","5,248","5,248"
A6,1,,"149,842","149,842","96,049","96,049","81,230","81,230",-34,-34,37,37,"3,823","3,823","1,416","1,416","3,007","3,007",421,421,163,163,176,176,332,332,"2,149","2,149","5,988","5,988",1,100,"149,842","149,842","96,049","96,049","81,230","81,230",-34,-34,37,37,"3,823","3,823","1,416","1,416","3,007","3,007",421,421,163,163,176,176,332,332,"2,149","2,149","5,988","5,988",1,100,"149,842","149,842","96,049","96,049","81,230","81,230",-34,-34,37,37,"3,823","3,823","1,416","1,416","3,007","3,007",421,421,163,163,176,176,332,332,"2,149","2,149","5,988","5,988",1,100,"149,842","149,842","96,049","96,049","81,230","81,230",-34,-34,37,37,"3,823","3,823","1,416","1,416","3,007","3,007",421,421,163,163,176,176,332,332,"2,149","2,149","5,988","5,988",1,100,"149,842","149,842","96,049","96,049","81,230","81,230",-34,-34,37,37,"3,823","3,823","1,416","1,416","3,007","3,007",421,421,163,163,176,176,332,332,"2,149","2,149","5,988","5,988",1,100,"149,842","149,842","96,049","96,049","81,230","81,230",-34,-34,37,37,"3,823","3,823","1,416","1,416","3,007","3,007",421,421,163,163,176,176,332,332,"2,149","2,149","5,988","5,988",1,100,"149,842","149,842","96,049","96,049","81,230","81,230",-34,-34,37,37,"3,823","3,823","1,416","1,416","3,007","3,007",421,421,163,163,176,176,332,332,"2,149","2,149","5,988","5,988",1,100,"149,842","149,842","96,049","96,049","81,230","81,230",-34,-34,37,37,"3,823","3,823","1,416","1,416","3,007","3,007",421,421,163,163,176,176,332,332,"2,149","2,149","5,988","5,988",1,100,"149,842","149,842","96,049","96,049","81,230","81,230",-34,-34,37,37,"3,823","3,823","1,416","1,416","3,007","3,007",421,421,163,163,176,176,332,332,"2,149","2,149","5,988","5,988"
A7,1,,"133,974","133,974","90,244","90,244","64,227","64,227",141,141,86,86,"2,390","2,390",981,981,"2,258","2,258",195,195,113,113,46,46,346,346,"1,822","1,822","6,511","6,511",1,100,"133,974","133,974","90,244","90,244","64,227","64,227",141,141,86,86,"2,390","2,390",981,981,"2,258","2,258",195,195,113,113,46,46,346,346,"1,822","1,822","6,511","6,511",1,100,"133,974","133,974","90,244","90,244","64,227","64,227",141,141,86,86,"2,390","2,390",981,981,"2,258","2,258",195,195,113,113,46,46,346,346,"1,822","1,822","6,511","6,511",1,100,"133,974","133,974","90,244","90,244","64,227","64,227",141,141,86,86,"2,390","2,390",981,981,"2,258","2,258",195,195,113,113,46,46,346,346,"1,822","1,822","6,511","6,511",1,100,"133,974","133,974","90,244","90,244","64,227","64,227",141,141,86,86,"2,390","2,390",981,981,"2,258","2,258",195,195,113,113,46,46,346,346,"1,822","1,822","6,511","6,511",1,100,"133,974","133,974","90,244","90,244","64,227","64,227",141,141,86,86,"2,390","2,390",981,981,"2,258","2,258",195,195,113,113,46,46,346,346,"1,822","1,822","6,511","6,511",1,100,"133,974","133,974","90,244","90,244","64,227","64,227",141,141,86,86,"2,390","2,390",981,981,"2,258","2,258",195,195,113,113,46,46,346,346,"1,822","1,822","6,511","6,511",1,100,"133,974","133,974","90,244","90,244","64,227","64,227",141,141,86,86,"2,390","2,390",981,981,"2,258","2,258",195,195,113,113,46,46,346,346,"1,822","1,822","6,511","6,511",1,100,"133,974","133,974","90,244","90,244","64,227","64,227",141,141,86,86,"2,390","2,390",981,981,"2,258","2,258",195,195,113,113,46,46,346,346,"1,822","1,822","6,511","6,511"
A8,1,,"126,694","126,694","83,530","83,530","51,107","51,107",182,182,54,54,"3,112","3,112","1,116","1,116",589,589,704,704,72,72,62,62,273,273,"1,109","1,109","6,883","6,883",1,100,"126,694","126,694","83,530","83,530","51,107","51,107",182,182,54,54,"3,112","3,112","1,116","1,116",589,589,704,704,72,72,62,62,273,273,"1,109","1,109","6,883","6,883",1,100,"126,694","126,694","83,530","83,530","51,107","51,107",182,182,54,54,"3,112","3,112","1,116","1,116",589,589,704,704,72,72,62,62,273,273,"1,109","1,109","6,883","6,883",1,100,"126,694","126,694","83,530","83,530","51,107","51,107",182,182,54,54,"3,112","3,112","1,116","1,116",589,589,704,704,72,72,62,62,273,273,"1,109","1,109","6,883","6,883",1,100,"126,694","126,694","83,530","83,530","51,107","51,107",182,182,54,54,"3,112","3,112","1,116","1,116",589,589,704,704,72,72,62,62,273,273,"1,109","1,109","6,883","6,883",1,100,"126,694","126,694","83,530","83,530","51,107","51,107",182,182,54,54,"3,112","3,112","1,116","1,116",589,589,704,704,72,72,62,62,273,273,"1,109","1,109","6,883","6,883",1,100,"126,694","126,694","83,530","83,530","51,107","51,107",182,182,54,54,"3,112","3,112","1,116","1,116",589,589,704,704,72,72,62,62,273,273,"1,109","1,109","6,883","6,883",1,100,"126,694","126,694","83,530","83,530","51,107","51,107",182,182,54,54,"3,112","3,112","1,116","1,116",589,589,704,704,72,72,62,62,273,273,"1,109","1,109","6,883","6,883",1,100,"126,694","126,694","83,530","83,530","51,107","51,107",182,182,54,54,"3,112","3,112","1,116","1,116",589,589,704,704,72,72,62,62,273,273,"1,109","1,109","6,883","6,883"
A9,1,,"144,135","144,135","94,659","94,659","90,561","90,561",103,103,-57,-57,"2,872","2,872","1,163","1,163",383,383,471,471,118,118,99,99,317,317,778,778,"8,012","8,012",1,100,"144,135","144,135","94,659","94,659","90,561","90,561",103,103,-57,-57,"2,872","2,872","1,163","1,163",383,383,471,471,118,118,99,99,317,317,778,778,"8,012","8,012",1,100,"144,135","144,135","94,659","94,659","90,561","90,561",103,103,-57,-57,"2,872","2,872","1,163","1,163",383,383,471,471,118,118,99,99,317,317,778,778,"8,012","8,012",1,100,"144,135","144,135","94,659","94,659","90,561","90,561",103,103,-57,-57,"2,872","2,872","1,163","1,163",383,383,471,471,118,118,99,99,317,317,778,778,"8,012","8,012",1,100,"144,135","144,135","94,659","94,659","90,561","90,561",103,103,-57,-57,"2,872","2,872","1,163","1,163",383,383,471,471,118,118,99,99,317,317,778,778,"8,012","8,012",1,100,"144,135","144,135","94,659","94,659","90,561","90,561",103,103,-57,-57,"2,872","2,872","1,163","1,163",383,383,471,471,118,118,99,99,317,317,778,778,"8,012","8,012",1,100,"144,135","144,135","94,659","94,659","90,561","90,561",103,103,-57,-57,"2,872","2,872","1,163","1,163",383,383,471,471,118,118,99,99,317,317,778,778,"8,012","8,012",1,100,"144,135","144,135","94,659","94,659","90,561","90,561",103,103,-57,-57,"2,872","2,872","1,163","1,163",383,383,471,471,118,118,99,99,317,317,778,778,"8,012","8,012",1,100,"144,135","144,135","94,659","94,659","90,561","90,561",103,103,-57,-57,"2,872","2,872","1,163","1,163",383,383,471,471,118,118,99,99,317,317,778,778,"8,012","8,012"
A10,1,,"124,592","124,592","96,730","96,730","80,497","80,497",131,131,44,44,"2,917","2,917","2,158","2,158",719,719,872,872,249,249,-41,-41,436,436,"1,734","1,734","8,692","8,692",1,100,"124,592","124,592","96,730","96,730","80,497","80,497",131,131,44,44,"2,917","2,917","2,158","2,158",719,719,872,872,249,249,-41,-41,436,436,"1,734","1,734","8,692","8,692",1,100,"124,592","124,592","96,730","96,730","80,497","80,497",131,131,44,44,"2,917","2,917","2,158","2,158",719,719,872,872,249,249,-41,-41,436,436,"1,734","1,734","8,692","8,692",1,100,"124,592","124,592","96,730","96,730","80,497","80,497",131,131,44,44,"2,917","2,917","2,158","2,158",719,719,872,872,249,249,-41,-41,436,436,"1,734","1,734","8,692","8,692",1,100,"124,592","124,592","96,730","96,730","80,497","80,497",131,131,44,44,"2,917","2,917","2,158","2,158",719,719,872,872,249,249,-41,-41,436,436,"1,734","1,734","8,692","8,692",1,100,"124,592","124,592","96,730","96,730","80,497","80,497",131,131,44,44,"2,917","2,917","2,158","2,158",719,719,872,872,249,249,-41,-41,436,436,"1,734","1,734","8,692","8,692",1,100,"124,592","124,592","96,730","96,730","80,497","80,497",131,131,44,44,"2,917","2,917","2,158","2,158",719,719,872,872,249,249,-41,-41,436,436,"1,734","1,734","8,692","8,692",1,100,"124,592","124,592","96,730","96,730","80,497","80,497",131,131,44,44,"2,917","2,917","2,158","2,158",719,719,872,872,249,249,-41,-41,436,436,"1,734","1,734","8,692","8,692",1,100,"124,592","124,592","96,730","96,730","80,497","80,497",131,131,44,44,"2,917","2,917","2,158","2,158",719,719,872,872,249,249,-41,-41,436,436,"1,734","1,734","8,692","8,692"
