Well,All Events #Events,All Events %Parent,All Events FSC-A Mean,All Events FSC-A Median,All Events FSC-W Mean,All Events FSC-W Median,All Events SSC-A Mean,All Events SSC-A Median,All Events CD33 640 670/30-A Mean,All Events CD33 640 670/30-A Median,All Events CD45RA 640 730/45-A Mean,All Events CD45RA 640 730/45-A Median,All Events CD34 640 780/60-A Mean,All Events CD34 640 780/60-A Median,All Events CD90 561 582/15-A Mean,All Events CD90 561 582/15-A Median,All Events CD49f 561 670/14-A Mean,All Events CD49f 561 670/14-A Median,All Events CD38 561 780/60-A Mean,All Events CD38 561 780/60-A Median,All Events Lineage 488 530/30-A Mean,All Events Lineage 488 530/30-A Median,All Events CD7_CD10 V405 450/50-A Mean,All Events CD7_CD10 V405 450/50-A Median,All Events Live V405 525/50-A Mean,All Events Live V405 525/50-A Median,All Events CD45 V405 780/60-A Mean,All Events CD45 V405 780/60-A Median,All Events Time Mean,All Events Time Median,Cells #Events,Cells %Parent,Cells FSC-A Mean,Cells FSC-A Median,Cells FSC-W Mean,Cells FSC-W Median,Cells SSC-A Mean,Cells SSC-A Median,Cells CD33 640 670/30-A Mean,Cells CD33 640 670/30-A Median,Cells CD45RA 640 730/45-A Mean,Cells CD45RA 640 730/45-A Median,Cells CD34 640 780/60-A Mean,Cells CD34 640 780/60-A Median,Cells CD90 561 582/15-A Mean,Cells CD90 561 582/15-A Median,Cells CD49f 561 670/14-A Mean,Cells CD49f 561 670/14-A Median,Cells CD38 561 780/60-A Mean,Cells CD38 561 780/60-A Median,Cells Lineage 488 530/30-A Mean,Cells Lineage 488 530/30-A Median,Cells CD7_CD10 V405 450/50-A Mean,Cells CD7_CD10 V405 450/50-A Median,Cells Live V405 525/50-A Mean,Cells Live V405 525/50-A Median,Cells CD45 V405 780/60-A Mean,Cells CD45 V405 780/60-A Median,Cells Time Mean,Cells Time Median,Singlets #Events,Singlets %Parent,Singlets FSC-A Mean,Singlets FSC-A Median,Singlets FSC-W Mean,Singlets FSC-W Median,Singlets SSC-A Mean,Singlets SSC-A Median,Singlets CD33 640 670/30-A Mean,Singlets CD33 640 670/30-A Median,Singlets CD45RA 640 730/45-A Mean,Singlets CD45RA 640 730/45-A Median,Singlets CD34 640 780/60-A Mean,Singlets CD34 640 780/60-A Median,Singlets CD90 561 582/15-A Mean,Singlets CD90 561 582/15-A Median,Singlets CD49f 561 670/14-A Mean,Singlets CD49f 561 670/14-A Median,Singlets CD38 561 780/60-A Mean,Singlets CD38 561 780/60-A Median,Singlets Lineage 488 530/30-A Mean,Singlets Lineage 488 530/30-A Median,Singlets CD7_CD10 V405 450/50-A Mean,Singlets CD7_CD10 V405 450/50-A Median,Singlets Live V405 525/50-A Mean,Singlets Live V405 525/50-A Median,Singlets CD45 V405 780/60-A Mean,Singlets CD45 V405 780/60-A Median,Singlets Time Mean,Singlets Time Median,Live #Events,Live %Parent,Live FSC-A Mean,Live FSC-A Median,Live FSC-W Mean,Live FSC-W Median,Live SSC-A Mean,Live SSC-A Median,Live CD33 640 670/30-A Mean,Live CD33 640 670/30-A Median,Live CD45RA 640 730/45-A Mean,Live CD45RA 640 730/45-A Median,Live CD34 640 780/60-A Mean,Live CD34 640 780/60-A Median,Live CD90 561 582/15-A Mean,Live CD90 561 582/15-A Median,Live CD49f 561 670/14-A Mean,Live CD49f 561 670/14-A Median,Live CD38 561 780/60-A Mean,Live CD38 561 780/60-A Median,Live Lineage 488 530/30-A Mean,Live Lineage 488 530/30-A Median,Live CD7_CD10 V405 450/50-A Mean,Live CD7_CD10 V405 450/50-A Median,Live Live V405 525/50-A Mean,Live Live V405 525/50-A Median,Live CD45 V405 780/60-A Mean,Live CD45 V405 780/60-A Median,Live Time Mean,Live Time Median,Lin- #Events,Lin- %Parent,Lin- FSC-A Mean,Lin- FSC-A Median,Lin- FSC-W Mean,Lin- FSC-W Median,Lin- SSC-A Mean,Lin- SSC-A Median,Lin- CD33 640 670/30-A Mean,Lin- CD33 640 670/30-A Median,Lin- CD45RA 640 730/45-A Mean,Lin- CD45RA 640 730/45-A Median,Lin- CD34 640 780/60-A Mean,Lin- CD34 640 780/60-A Median,Lin- CD90 561 582/15-A Mean,Lin- CD90 561 582/15-A Median,Lin- CD49f 561 670/14-A Mean,Lin- CD49f 561 670/14-A Median,Lin- CD38 561 780/60-A Mean,Lin- CD38 561 780/60-A Median,Lin- Lineage 488 530/30-A Mean,Lin- Lineage 488 530/30-A Median,Lin- CD7_CD10 V405 450/50-A Mean,Lin- CD7_CD10 V405 450/50-A Median,Lin- Live V405 525/50-A Mean,Lin- Live V405 525/50-A Median,Lin- CD45 V405 780/60-A Mean,Lin- CD45 V405 780/60-A Median,Lin- Time Mean,Lin- Time Median,CD33- #Events,CD33- %Parent,CD33- FSC-A Mean,CD33- FSC-A Median,CD33- FSC-W Mean,CD33- FSC-W Median,CD33- SSC-A Mean,CD33- SSC-A Median,CD33- CD33 640 670/30-A Mean,CD33- CD33 640 670/30-A Median,CD33- CD45RA 640 730/45-A Mean,CD33- CD45RA 640 730/45-A Median,CD33- CD34 640 780/60-A Mean,CD33- CD34 640 780/60-A Median,CD33- CD90 561 582/15-A Mean,CD33- CD90 561 582/15-A Median,CD33- CD49f 561 670/14-A Mean,CD33- CD49f 561 670/14-A Median,CD33- CD38 561 780/60-A Mean,CD33- CD38 561 780/60-A Median,CD33- Lineage 488 530/30-A Mean,CD33- Lineage 488 530/30-A Median,CD33- CD7_CD10 V405 450/50-A Mean,CD33- CD7_CD10 V405 450/50-A Median,CD33- Live V405 525/50-A Mean,CD33- Live V405 525/50-A Median,CD33- CD45 V405 780/60-A Mean,CD33- CD45 V405 780/60-A Median,CD33- Time Mean,CD33- Time Median,CD34+/CD45+ #Events,CD34+/CD45+ %Parent,CD34+/CD45+ FSC-A Mean,CD34+/CD45+ FSC-A Median,CD34+/CD45+ FSC-W Mean,CD34+/CD45+ FSC-W Median,CD34+/CD45+ SSC-A Mean,CD34+/CD45+ SSC-A Median,CD34+/CD45+ CD33 640 670/30-A Mean,CD34+/CD45+ CD33 640 670/30-A Median,CD34+/CD45+ CD45RA 640 730/45-A Mean,CD34+/CD45+ CD45RA 640 730/45-A Median,CD34+/CD45+ CD34 640 780/60-A Mean,CD34+/CD45+ CD34 640 780/60-A Median,CD34+/CD45+ CD90 561 582/15-A Mean,CD34+/CD45+ CD90 561 582/15-A Median,CD34+/CD45+ CD49f 561 670/14-A Mean,CD34+/CD45+ CD49f 561 670/14-A Median,CD34+/CD45+ CD38 561 780/60-A Mean,CD34+/CD45+ CD38 561 780/60-A Median,CD34+/CD45+ Lineage 488 530/30-A Mean,CD34+/CD45+ Lineage 488 530/30-A Median,CD34+/CD45+ CD7_CD10 V405 450/50-A Mean,CD34+/CD45+ CD7_CD10 V405 450/50-A Median,CD34+/CD45+ Live V405 525/50-A Mean,CD34+/CD45+ Live V405 525/50-A Median,CD34+/CD45+ CD45 V405 780/60-A Mean,CD34+/CD45+ CD45 V405 780/60-A Median,CD34+/CD45+ Time Mean,CD34+/CD45+ Time Median,CD34+/CD38- #Events,CD34+/CD38- %Parent,CD34+/CD38- FSC-A Mean,CD34+/CD38- FSC-A Median,CD34+/CD38- FSC-W Mean,CD34+/CD38- FSC-W Median,CD34+/CD38- SSC-A Mean,CD34+/CD38- SSC-A Median,CD34+/CD38- CD33 640 670/30-A Mean,CD34+/CD38- CD33 640 670/30-A Median,CD34+/CD38- CD45RA 640 730/45-A Mean,CD34+/CD38- CD45RA 640 730/45-A Median,CD34+/CD38- CD34 640 780/60-A Mean,CD34+/CD38- CD34 640 780/60-A Median,CD34+/CD38- CD90 561 582/15-A Mean,CD34+/CD38- CD90 561 582/15-A Median,CD34+/CD38- CD49f 561 670/14-A Mean,CD34+/CD38- CD49f 561 670/14-A Median,CD34+/CD38- CD38 561 780/60-A Mean,CD34+/CD38- CD38 561 780/60-A Median,CD34+/CD38- Lineage 488 530/30-A Mean,CD34+/CD38- Lineage 488 530/30-A Median,CD34+/CD38- CD7_CD10 V405 450/50-A Mean,CD34+/CD38- CD7_CD10 V405 450/50-A Median,CD34+/CD38- Live V405 525/50-A Mean,CD34+/CD38- Live V405 525/50-A Median,CD34+/CD38- CD45 V405 780/60-A Mean,CD34+/CD38- CD45 V405 780/60-A Median,CD34+/CD38- Time Mean,CD34+/CD38- Time Median,CD90+ HSC #Events,CD90+ HSC %Parent,CD90+ HSC FSC-A Mean,CD90+ HSC FSC-A Median,CD90+ HSC FSC-W Mean,CD90+ HSC FSC-W Median,CD90+ HSC SSC-A Mean,CD90+ HSC SSC-A Median,CD90+ HSC CD33 640 670/30-A Mean,CD90+ HSC CD33 640 670/30-A Median,CD90+ HSC CD45RA 640 730/45-A Mean,CD90+ HSC CD45RA 640 730/45-A Median,CD90+ HSC CD34 640 780/60-A Mean,CD90+ HSC CD34 640 780/60-A Median,CD90+ HSC CD90 561 582/15-A Mean,CD90+ HSC CD90 561 582/15-A Median,CD90+ HSC CD49f 561 670/14-A Mean,CD90+ HSC CD49f 561 670/14-A Median,CD90+ HSC CD38 561 780/60-A Mean,CD90+ HSC CD38 561 780/60-A Median,CD90+ HSC Lineage 488 530/30-A Mean,CD90+ HSC Lineage 488 530/30-A Median,CD90+ HSC CD7_CD10 V405 450/50-A Mean,CD90+ HSC CD7_CD10 V405 450/50-A Median,CD90+ HSC Live V405 525/50-A Mean,CD90+ HSC Live V405 525/50-A Median,CD90+ HSC CD45 V405 780/60-A Mean,CD90+ HSC CD45 V405 780/60-A Median,CD90+ HSC Time Mean,CD90+ HSC Time Median
A1,1,,"143,175","143,175","90,404","90,404","74,726","74,726",364,364,17,17,"5,904","5,904","3,357","3,357","3,111","3,111",201,201,152,152,84,84,345,345,"1,941","1,941","1,539","1,539",1,100,"143,175","143,175","90,404","90,404","74,726","74,726",364,364,17,17,"5,904","5,904","3,357","3,357","3,111","3,111",201,201,152,152,84,84,345,345,"1,941","1,941","1,539","1,539",1,100,"143,175","143,175","90,404","90,404","74,726","74,726",364,364,17,17,"5,904","5,904","3,357","3,357","3,111","3,111",201,201,152,152,84,84,345,345,"1,941","1,941","1,539","1,539",1,100,"143,175","143,175","90,404","90,404","74,726","74,726",364,364,17,17,"5,904","5,904","3,357","3,357","3,111","3,111",201,201,152,152,84,84,345,345,"1,941","1,941","1,539","1,539",1,100,"143,175","143,175","90,404","90,404","74,726","74,726",364,364,17,17,"5,904","5,904","3,357","3,357","3,111","3,111",201,201,152,152,84,84,345,345,"1,941","1,941","1,539","1,539",1,100,"143,175","143,175","90,404","90,404","74,726","74,726",364,364,17,17,"5,904","5,904","3,357","3,357","3,111","3,111",201,201,152,152,84,84,345,345,"1,941","1,941","1,539","1,539",1,100,"143,175","143,175","90,404","90,404","74,726","74,726",364,364,17,17,"5,904","5,904","3,357","3,357","3,111","3,111",201,201,152,152,84,84,345,345,"1,941","1,941","1,539","1,539",1,100,"143,175","143,175","90,404","90,404","74,726","74,726",364,364,17,17,"5,904","5,904","3,357","3,357","3,111","3,111",201,201,152,152,84,84,345,345,"1,941","1,941","1,539","1,539",1,100,"143,175","143,175","90,404","90,404","74,726","74,726",364,364,17,17,"5,904","5,904","3,357","3,357","3,111","3,111",201,201,152,152,84,84,345,345,"1,941","1,941","1,539","1,539"
A2,1,,"141,601","141,601","94,154","94,154","93,439","93,439",69,69,60,60,"4,508","4,508","2,666","2,666","1,154","1,154",421,421,207,207,3,3,639,639,"2,726","2,726","2,110","2,110",1,100,"141,601","141,601","94,154","94,154","93,439","93,439",69,69,60,60,"4,508","4,508","2,666","2,666","1,154","1,154",421,421,207,207,3,3,639,639,"2,726","2,726","2,110","2,110",1,100,"141,601","141,601","94,154","94,154","93,439","93,439",69,69,60,60,"4,508","4,508","2,666","2,666","1,154","1,154",421,421,207,207,3,3,639,639,"2,726","2,726","2,110","2,110",1,100,"141,601","141,601","94,154","94,154","93,439","93,439",69,69,60,60,"4,508","4,508","2,666","2,666","1,154","1,154",421,421,207,207,3,3,639,639,"2,726","2,726","2,110","2,110",1,100,"141,601","141,601","94,154","94,154","93,439","93,439",69,69,60,60,"4,508","4,508","2,666","2,666","1,154","1,154",421,421,207,207,3,3,639,639,"2,726","2,726","2,110","2,110",1,100,"141,601","141,601","94,154","94,154","93,439","93,439",69,69,60,60,"4,508","4,508","2,666","2,666","1,154","1,154",421,421,207,207,3,3,639,639,"2,726","2,726","2,110","2,110",1,100,"141,601","141,601","94,154","94,154","93,439","93,439",69,69,60,60,"4,508","4,508","2,666","2,666","1,154","1,154",421,421,207,207,3,3,639,639,"2,726","2,726","2,110","2,110",1,100,"141,601","141,601","94,154","94,154","93,439","93,439",69,69,60,60,"4,508","4,508","2,666","2,666","1,154","1,154",421,421,207,207,3,3,639,639,"2,726","2,726","2,110","2,110",1,100,"141,601","141,601","94,154","94,154","93,439","93,439",69,69,60,60,"4,508","4,508","2,666","2,666","1,154","1,154",421,421,207,207,3,3,639,639,"2,726","2,726","2,110","2,110"
A3,1,,"132,541","132,541","87,515","87,515","80,622","80,622",221,221,59,59,"3,178","3,178","3,210","3,210",712,712,492,492,100,100,51,51,358,358,"1,542","1,542","3,273","3,273",1,100,"132,541","132,541","87,515","87,515","80,622","80,622",221,221,59,59,"3,178","3,178","3,210","3,210",712,712,492,492,100,100,51,51,358,358,"1,542","1,542","3,273","3,273",1,100,"132,541","132,541","87,515","87,515","80,622","80,622",221,221,59,59,"3,178","3,178","3,210","3,210",712,712,492,492,100,100,51,51,358,358,"1,542","1,542","3,273","3,273",1,100,"132,541","132,541","87,515","87,515","80,622","80,622",221,221,59,59,"3,178","3,178","3,210","3,210",712,712,492,492,100,100,51,51,358,358,"1,542","1,542","3,273","3,273",1,100,"132,541","132,541","87,515","87,515","80,622","80,622",221,221,59,59,"3,178","3,178","3,210","3,210",712,712,492,492,100,100,51,51,358,358,"1,542","1,542","3,273","3,273",1,100,"132,541","132,541","87,515","87,515","80,622","80,622",221,221,59,59,"3,178","3,178","3,210","3,210",712,712,492,492,100,100,51,51,358,358,"1,542","1,542","3,273","3,273",1,100,"132,541","132,541","87,515","87,515","80,622","80,622",221,221,59,59,"3,178","3,178","3,210","3,210",712,712,492,492,100,100,51,51,358,358,"1,542","1,542","3,273","3,273",1,100,"132,541","132,541","87,515","87,515","80,622","80,622",221,221,59,59,"3,178","3,178","3,210","3,210",712,712,492,492,100,100,51,51,358,358,"1,542","1,542","3,273","3,273",1,100,"132,541","132,541","87,515","87,515","80,622","80,622",221,221,59,59,"3,178","3,178","3,210","3,210",712,712,492,492,100,100,51,51,358,358,"1,542","1,542","3,273","3,273"
A4,1,,"161,821","161,821","104,622","104,622","106,561","106,561",161,161,82,82,"4,949","4,949",134,134,466,466,442,442,183,183,-57,-57,394,394,"1,664","1,664","5,838","5,838",1,100,"161,821","161,821","104,622","104,622","106,561","106,561",161,161,82,82,"4,949","4,949",134,134,466,466,442,442,183,183,-57,-57,394,394,"1,664","1,664","5,838","5,838",1,100,"161,821","161,821","104,622","104,622","106,561","106,561",161,161,82,82,"4,949","4,949",134,134,466,466,442,442,183,183,-57,-57,394,394,"1,664","1,664","5,838","5,838",1,100,"161,821","161,821","104,622","104,622","106,561","106,561",161,161,82,82,"4,949","4,949",134,134,466,466,442,442,183,183,-57,-57,394,394,"1,664","1,664","5,838","5,838",1,100,"161,821","161,821","104,622","104,622","106,561","106,561",161,161,82,82,"4,949","4,949",134,134,466,466,442,442,183,183,-57,-57,394,394,"1,664","1,664","5,838","5,838",1,100,"161,821","161,821","104,622","104,622","106,561","106,561",161,161,82,82,"4,949","4,949",134,134,466,466,442,442,183,183,-57,-57,394,394,"1,664","1,664","5,838","5,838",1,100,"161,821","161,821","104,622","104,622","106,561","106,561",161,161,82,82,"4,949","4,949",134,134,466,466,442,442,183,183,-57,-57,394,394,"1,664","1,664","5,838","5,838",1,100,"161,821","161,821","104,622","104,622","106,561","106,561",161,161,82,82,"4,949","4,949",134,134,466,466,442,442,183,183,-57,-57,394,394,"1,664","1,664","5,838","5,838",1,100,"161,821","161,821","104,622","104,622","106,561","106,561",161,161,82,82,"4,949","4,949",134,134,466,466,442,442,183,183,-57,-57,394,394,"1,664","1,664","5,838","5,838"
A5,1,,"154,290","154,290","92,505","92,505","124,825","124,825",94,94,1,1,"2,630","2,630","1,409","1,409",788,788,670,670,141,141,58,58,443,443,"1,477","1,477","7,194","7,194",1,100,"154,290","154,290","92,505","92,505","124,825","124,825",94,94,1,1,"2,630","2,630","1,409","1,409",788,788,670,670,141,141,58,58,443,443,"1,477","1,477","7,194","7,194",1,100,"154,290","154,290","92,505","92,505","124,825","124,825",94,94,1,1,"2,630","2,630","1,409","1,409",788,788,670,670,141,141,58,58,443,443,"1,477","1,477","7,194","7,194",1,100,"154,290","154,290","92,505","92,505","124,825","124,825",94,94,1,1,"2,630","2,630","1,409","1,409",788,788,670,670,141,141,58,58,443,443,"1,477","1,477","7,194","7,194",1,100,"154,290","154,290","92,505","92,505","124,825","124,825",94,94,1,1,"2,630","2,630","1,409","1,409",788,788,670,670,141,141,58,58,443,443,"1,477","1,477","7,194","7,194",1,100,"154,290","154,290","92,505","92,505","124,825","124,825",94,94,1,1,"2,630","2,630","1,409","1,409",788,788,670,670,141,141,58,58,443,443,"1,477","1,477","7,194","7,194",1,100,"154,290","154,290","92,505","92,505","124,825","124,825",94,94,1,1,"2,630","2,630","1,409","1,409",788,788,670,670,141,141,58,58,443,443,"1,477","1,477","7,194","7,194",1,100,"154,290","154,290","92,505","92,505","124,825","124,825",94,94,1,1,"2,630","2,630","1,409","1,409",788,788,670,670,141,141,58,58,443,443,"1,477","1,477","7,194","7,194",1,100,"154,290","154,290","92,505","92,505","124,825","124,825",94,94,1,1,"2,630","2,630","1,409","1,409",788,788,670,670,141,141,58,58,443,443,"1,477","1,477","7,194","7,194"
A6,1,,"141,917","141,917","86,689","86,689","96,997","96,997",125,125,91,91,"3,548","3,548","2,167","2,167","1,004","1,004",48,48,229,229,86,86,519,519,"1,758","1,758","7,557","7,557",1,100,"141,917","141,917","86,689","86,689","96,997","96,997",125,125,91,91,"3,548","3,548","2,167","2,167","1,004","1,004",48,48,229,229,86,86,519,519,"1,758","1,758","7,557","7,557",1,100,"141,917","141,917","86,689","86,689","96,997","96,997",125,125,91,91,"3,548","3,548","2,167","2,167","1,004","1,004",48,48,229,229,86,86,519,519,"1,758","1,758","7,557","7,557",1,100,"141,917","141,917","86,689","86,689","96,997","96,997",125,125,91,91,"3,548","3,548","2,167","2,167","1,004","1,004",48,48,229,229,86,86,519,519,"1,758","1,758","7,557","7,557",1,100,"141,917","141,917","86,689","86,689","96,997","96,997",125,125,91,91,"3,548","3,548","2,167","2,167","1,004","1,004",48,48,229,229,86,86,519,519,"1,758","1,758","7,557","7,557",1,100,"141,917","141,917","86,689","86,689","96,997","96,997",125,125,91,91,"3,548","3,548","2,167","2,167","1,004","1,004",48,48,229,229,86,86,519,519,"1,758","1,758","7,557","7,557",1,100,"141,917","141,917","86,689","86,689","96,997","96,997",125,125,91,91,"3,548","3,548","2,167","2,167","1,004","1,004",48,48,229,229,86,86,519,519,"1,758","1,758","7,557","7,557",1,100,"141,917","141,917","86,689","86,689","96,997","96,997",125,125,91,91,"3,548","3,548","2,167","2,167","1,004","1,004",48,48,229,229,86,86,519,519,"1,758","1,758","7,557","7,557",1,100,"141,917","141,917","86,689","86,689","96,997","96,997",125,125,91,91,"3,548","3,548","2,167","2,167","1,004","1,004",48,48,229,229,86,86,519,519,"1,758","1,758","7,557","7,557"
A7,1,,"143,446","143,446","88,795","88,795","85,276","85,276",106,106,75,75,"3,984","3,984",690,690,740,740,566,566,140,140,177,177,414,414,"1,569","1,569","7,868","7,868",1,100,"143,446","143,446","88,795","88,795","85,276","85,276",106,106,75,75,"3,984","3,984",690,690,740,740,566,566,140,140,177,177,414,414,"1,569","1,569","7,868","7,868",1,100,"143,446","143,446","88,795","88,795","85,276","85,276",106,106,75,75,"3,984","3,984",690,690,740,740,566,566,140,140,177,177,414,414,"1,569","1,569","7,868","7,868",1,100,"143,446","143,446","88,795","88,795","85,276","85,276",106,106,75,75,"3,984","3,984",690,690,740,740,566,566,140,140,177,177,414,414,"1,569","1,569","7,868","7,868",1,100,"143,446","143,446","88,795","88,795","85,276","85,276",106,106,75,75,"3,984","3,984",690,690,740,740,566,566,140,140,177,177,414,414,"1,569","1,569","7,868","7,868",1,100,"143,446","143,446","88,795","88,795","85,276","85,276",106,106,75,75,"3,984","3,984",690,690,740,740,566,566,140,140,177,177,414,414,"1,569","1,569","7,868","7,868",1,100,"143,446","143,446","88,795","88,795","85,276","85,276",106,106,75,75,"3,984","3,984",690,690,740,740,566,566,140,140,177,177,414,414,"1,569","1,569","7,868","7,868",1,100,"143,446","143,446","88,795","88,795","85,276","85,276",106,106,75,75,"3,984","3,984",690,690,740,740,566,566,140,140,177,177,414,414,"1,569","1,569","7,868","7,868",1,100,"143,446","143,446","88,795","88,795","85,276","85,276",106,106,75,75,"3,984","3,984",690,690,740,740,566,566,140,140,177,177,414,414,"1,569","1,569","7,868","7,868"
A8,1,,"170,605","170,605","96,192","96,192","74,566","74,566",54,54,133,133,"3,981","3,981","2,156","2,156","1,087","1,087",542,542,136,136,70,70,358,358,"1,479","1,479","8,178","8,178",1,100,"170,605","170,605","96,192","96,192","74,566","74,566",54,54,133,133,"3,981","3,981","2,156","2,156","1,087","1,087",542,542,136,136,70,70,358,358,"1,479","1,479","8,178","8,178",1,100,"170,605","170,605","96,192","96,192","74,566","74,566",54,54,133,133,"3,981","3,981","2,156","2,156","1,087","1,087",542,542,136,136,70,70,358,358,"1,479","1,479","8,178","8,178",1,100,"170,605","170,605","96,192","96,192","74,566","74,566",54,54,133,133,"3,981","3,981","2,156","2,156","1,087","1,087",542,542,136,136,70,70,358,358,"1,479","1,479","8,178","8,178",1,100,"170,605","170,605","96,192","96,192","74,566","74,566",54,54,133,133,"3,981","3,981","2,156","2,156","1,087","1,087",542,542,136,136,70,70,358,358,"1,479","1,479","8,178","8,178",1,100,"170,605","170,605","96,192","96,192","74,566","74,566",54,54,133,133,"3,981","3,981","2,156","2,156","1,087","1,087",542,542,136,136,70,70,358,358,"1,479","1,479","8,178","8,178",1,100,"170,605","170,605","96,192","96,192","74,566","74,566",54,54,133,133,"3,981","3,981","2,156","2,156","1,087","1,087",542,542,136,136,70,70,358,358,"1,479","1,479","8,178","8,178",1,100,"170,605","170,605","96,192","96,192","74,566","74,566",54,54,133,133,"3,981","3,981","2,156","2,156","1,087","1,087",542,542,136,136,70,70,358,358,"1,479","1,479","8,178","8,178",1,100,"170,605","170,605","96,192","96,192","74,566","74,566",54,54,133,133,"3,981","3,981","2,156","2,156","1,087","1,087",542,542,136,136,70,70,358,358,"1,479","1,479","8,178","8,178"
A9,1,,"151,314","151,314","91,584","91,584","94,048","94,048",335,335,214,214,"4,867","4,867",733,733,609,609,524,524,164,164,150,150,478,478,455,455,"10,284","10,284",1,100,"151,314","151,314","91,584","91,584","94,048","94,048",335,335,214,214,"4,867","4,867",733,733,609,609,524,524,164,164,150,150,478,478,455,455,"10,284","10,284",1,100,"151,314","151,314","91,584","91,584","94,048","94,048",335,335,214,214,"4,867","4,867",733,733,609,609,524,524,164,164,150,150,478,478,455,455,"10,284","10,284",1,100,"151,314","151,314","91,584","91,584","94,048","94,048",335,335,214,214,"4,867","4,867",733,733,609,609,524,524,164,164,150,150,478,478,455,455,"10,284","10,284",1,100,"151,314","151,314","91,584","91,584","94,048","94,048",335,335,214,214,"4,867","4,867",733,733,609,609,524,524,164,164,150,150,478,478,455,455,"10,284","10,284",1,100,"151,314","151,314","91,584","91,584","94,048","94,048",335,335,214,214,"4,867","4,867",733,733,609,609,524,524,164,164,150,150,478,478,455,455,"10,284","10,284",1,100,"151,314","151,314","91,584","91,584","94,048","94,048",335,335,214,214,"4,867","4,867",733,733,609,609,524,524,164,164,150,150,478,478,455,455,"10,284","10,284",1,100,"151,314","151,314","91,584","91,584","94,048","94,048",335,335,214,214,"4,867","4,867",733,733,609,609,524,524,164,164,150,150,478,478,455,455,"10,284","10,284",1,100,"151,314","151,314","91,584","91,584","94,048","94,048",335,335,214,214,"4,867","4,867",733,733,609,609,524,524,164,164,150,150,478,478,455,455,"10,284","10,284"
A10,1,,"162,509","162,509","93,028","93,028","114,614","114,614",245,245,93,93,"3,526","3,526",497,497,514,514,697,697,226,226,37,37,508,508,"2,221","2,221","11,275","11,275",1,100,"162,509","162,509","93,028","93,028","114,614","114,614",245,245,93,93,"3,526","3,526",497,497,514,514,697,697,226,226,37,37,508,508,"2,221","2,221","11,275","11,275",1,100,"162,509","162,509","93,028","93,028","114,614","114,614",245,245,93,93,"3,526","3,526",497,497,514,514,697,697,226,226,37,37,508,508,"2,221","2,221","11,275","11,275",1,100,"162,509","162,509","93,028","93,028","114,614","114,614",245,245,93,93,"3,526","3,526",497,497,514,514,697,697,226,226,37,37,508,508,"2,221","2,221","11,275","11,275",1,100,"162,509","162,509","93,028","93,028","114,614","114,614",245,245,93,93,"3,526","3,526",497,497,514,514,697,697,226,226,37,37,508,508,"2,221","2,221","11,275","11,275",1,100,"162,509","162,509","93,028","93,028","114,614","114,614",245,245,93,93,"3,526","3,526",497,497,514,514,697,697,226,226,37,37,508,508,"2,221","2,221","11,275","11,275",1,100,"162,509","162,509","93,028","93,028","114,614","114,614",245,245,93,93,"3,526","3,526",497,497,514,514,697,697,226,226,37,37,508,508,"2,221","2,221","11,275","11,275",1,100,"162,509","162,509","93,028","93,028","114,614","114,614",245,245,93,93,"3,526","3,526",497,497,514,514,697,697,226,226,37,37,508,508,"2,221","2,221","11,275","11,275",1,100,"162,509","162,509","93,028","93,028","114,614","114,614",245,245,93,93,"3,526","3,526",497,497,514,514,697,697,226,226,37,37,508,508,"2,221","2,221","11,275","11,275"
