Well,All Events #Events,All Events %Parent,All Events FSC-A Mean,All Events FSC-A Median,All Events FSC-W Mean,All Events FSC-W Median,All Events SSC-A Mean,All Events SSC-A Median,All Events CD33 640 670/30-A Mean,All Events CD33 640 670/30-A Median,All Events CD45RA 640 730/45-A Mean,All Events CD45RA 640 730/45-A Median,All Events CD34 640 780/60-A Mean,All Events CD34 640 780/60-A Median,All Events CD90 561 582/15-A Mean,All Events CD90 561 582/15-A Median,All Events CD49f 561 670/14-A Mean,All Events CD49f 561 670/14-A Median,All Events CD38 561 780/60-A Mean,All Events CD38 561 780/60-A Median,All Events Lineage 488 530/30-A Mean,All Events Lineage 488 530/30-A Median,All Events CD7_CD10 V405 450/50-A Mean,All Events CD7_CD10 V405 450/50-A Median,All Events Live V405 525/50-A Mean,All Events Live V405 525/50-A Median,All Events CD45 V405 780/60-A Mean,All Events CD45 V405 780/60-A Median,All Events Time Mean,All Events Time Median,Cells #Events,Cells %Parent,Cells FSC-A Mean,Cells FSC-A Median,Cells FSC-W Mean,Cells FSC-W Median,Cells SSC-A Mean,Cells SSC-A Median,Cells CD33 640 670/30-A Mean,Cells CD33 640 670/30-A Median,Cells CD45RA 640 730/45-A Mean,Cells CD45RA 640 730/45-A Median,Cells CD34 640 780/60-A Mean,Cells CD34 640 780/60-A Median,Cells CD90 561 582/15-A Mean,Cells CD90 561 582/15-A Median,Cells CD49f 561 670/14-A Mean,Cells CD49f 561 670/14-A Median,Cells CD38 561 780/60-A Mean,Cells CD38 561 780/60-A Median,Cells Lineage 488 530/30-A Mean,Cells Lineage 488 530/30-A Median,Cells CD7_CD10 V405 450/50-A Mean,Cells CD7_CD10 V405 450/50-A Median,Cells Live V405 525/50-A Mean,Cells Live V405 525/50-A Median,Cells CD45 V405 780/60-A Mean,Cells CD45 V405 780/60-A Median,Cells Time Mean,Cells Time Median,Singlets #Events,Singlets %Parent,Singlets FSC-A Mean,Singlets FSC-A Median,Singlets FSC-W Mean,Singlets FSC-W Median,Singlets SSC-A Mean,Singlets SSC-A Median,Singlets CD33 640 670/30-A Mean,Singlets CD33 640 670/30-A Median,Singlets CD45RA 640 730/45-A Mean,Singlets CD45RA 640 730/45-A Median,Singlets CD34 640 780/60-A Mean,Singlets CD34 640 780/60-A Median,Singlets CD90 561 582/15-A Mean,Singlets CD90 561 582/15-A Median,Singlets CD49f 561 670/14-A Mean,Singlets CD49f 561 670/14-A Median,Singlets CD38 561 780/60-A Mean,Singlets CD38 561 780/60-A Median,Singlets Lineage 488 530/30-A Mean,Singlets Lineage 488 530/30-A Median,Singlets CD7_CD10 V405 450/50-A Mean,Singlets CD7_CD10 V405 450/50-A Median,Singlets Live V405 525/50-A Mean,Singlets Live V405 525/50-A Median,Singlets CD45 V405 780/60-A Mean,Singlets CD45 V405 780/60-A Median,Singlets Time Mean,Singlets Time Median,Live #Events,Live %Parent,Live FSC-A Mean,Live FSC-A Median,Live FSC-W Mean,Live FSC-W Median,Live SSC-A Mean,Live SSC-A Median,Live CD33 640 670/30-A Mean,Live CD33 640 670/30-A Median,Live CD45RA 640 730/45-A Mean,Live CD45RA 640 730/45-A Median,Live CD34 640 780/60-A Mean,Live CD34 640 780/60-A Median,Live CD90 561 582/15-A Mean,Live CD90 561 582/15-A Median,Live CD49f 561 670/14-A Mean,Live CD49f 561 670/14-A Median,Live CD38 561 780/60-A Mean,Live CD38 561 780/60-A Median,Live Lineage 488 530/30-A Mean,Live Lineage 488 530/30-A Median,Live CD7_CD10 V405 450/50-A Mean,Live CD7_CD10 V405 450/50-A Median,Live Live V405 525/50-A Mean,Live Live V405 525/50-A Median,Live CD45 V405 780/60-A Mean,Live CD45 V405 780/60-A Median,Live Time Mean,Live Time Median,Lin- #Events,Lin- %Parent,Lin- FSC-A Mean,Lin- FSC-A Median,Lin- FSC-W Mean,Lin- FSC-W Median,Lin- SSC-A Mean,Lin- SSC-A Median,Lin- CD33 640 670/30-A Mean,Lin- CD33 640 670/30-A Median,Lin- CD45RA 640 730/45-A Mean,Lin- CD45RA 640 730/45-A Median,Lin- CD34 640 780/60-A Mean,Lin- CD34 640 780/60-A Median,Lin- CD90 561 582/15-A Mean,Lin- CD90 561 582/15-A Median,Lin- CD49f 561 670/14-A Mean,Lin- CD49f 561 670/14-A Median,Lin- CD38 561 780/60-A Mean,Lin- CD38 561 780/60-A Median,Lin- Lineage 488 530/30-A Mean,Lin- Lineage 488 530/30-A Median,Lin- CD7_CD10 V405 450/50-A Mean,Lin- CD7_CD10 V405 450/50-A Median,Lin- Live V405 525/50-A Mean,Lin- Live V405 525/50-A Median,Lin- CD45 V405 780/60-A Mean,Lin- CD45 V405 780/60-A Median,Lin- Time Mean,Lin- Time Median,CD33- #Events,CD33- %Parent,CD33- FSC-A Mean,CD33- FSC-A Median,CD33- FSC-W Mean,CD33- FSC-W Median,CD33- SSC-A Mean,CD33- SSC-A Median,CD33- CD33 640 670/30-A Mean,CD33- CD33 640 670/30-A Median,CD33- CD45RA 640 730/45-A Mean,CD33- CD45RA 640 730/45-A Median,CD33- CD34 640 780/60-A Mean,CD33- CD34 640 780/60-A Median,CD33- CD90 561 582/15-A Mean,CD33- CD90 561 582/15-A Median,CD33- CD49f 561 670/14-A Mean,CD33- CD49f 561 670/14-A Median,CD33- CD38 561 780/60-A Mean,CD33- CD38 561 780/60-A Median,CD33- Lineage 488 530/30-A Mean,CD33- Lineage 488 530/30-A Median,CD33- CD7_CD10 V405 450/50-A Mean,CD33- CD7_CD10 V405 450/50-A Median,CD33- Live V405 525/50-A Mean,CD33- Live V405 525/50-A Median,CD33- CD45 V405 780/60-A Mean,CD33- CD45 V405 780/60-A Median,CD33- Time Mean,CD33- Time Median,CD34+/CD45+ #Events,CD34+/CD45+ %Parent,CD34+/CD45+ FSC-A Mean,CD34+/CD45+ FSC-A Median,CD34+/CD45+ FSC-W Mean,CD34+/CD45+ FSC-W Median,CD34+/CD45+ SSC-A Mean,CD34+/CD45+ SSC-A Median,CD34+/CD45+ CD33 640 670/30-A Mean,CD34+/CD45+ CD33 640 670/30-A Median,CD34+/CD45+ CD45RA 640 730/45-A Mean,CD34+/CD45+ CD45RA 640 730/45-A Median,CD34+/CD45+ CD34 640 780/60-A Mean,CD34+/CD45+ CD34 640 780/60-A Median,CD34+/CD45+ CD90 561 582/15-A Mean,CD34+/CD45+ CD90 561 582/15-A Median,CD34+/CD45+ CD49f 561 670/14-A Mean,CD34+/CD45+ CD49f 561 670/14-A Median,CD34+/CD45+ CD38 561 780/60-A Mean,CD34+/CD45+ CD38 561 780/60-A Median,CD34+/CD45+ Lineage 488 530/30-A Mean,CD34+/CD45+ Lineage 488 530/30-A Median,CD34+/CD45+ CD7_CD10 V405 450/50-A Mean,CD34+/CD45+ CD7_CD10 V405 450/50-A Median,CD34+/CD45+ Live V405 525/50-A Mean,CD34+/CD45+ Live V405 525/50-A Median,CD34+/CD45+ CD45 V405 780/60-A Mean,CD34+/CD45+ CD45 V405 780/60-A Median,CD34+/CD45+ Time Mean,CD34+/CD45+ Time Median,CD34+/CD38- #Events,CD34+/CD38- %Parent,CD34+/CD38- FSC-A Mean,CD34+/CD38- FSC-A Median,CD34+/CD38- FSC-W Mean,CD34+/CD38- FSC-W Median,CD34+/CD38- SSC-A Mean,CD34+/CD38- SSC-A Median,CD34+/CD38- CD33 640 670/30-A Mean,CD34+/CD38- CD33 640 670/30-A Median,CD34+/CD38- CD45RA 640 730/45-A Mean,CD34+/CD38- CD45RA 640 730/45-A Median,CD34+/CD38- CD34 640 780/60-A Mean,CD34+/CD38- CD34 640 780/60-A Median,CD34+/CD38- CD90 561 582/15-A Mean,CD34+/CD38- CD90 561 582/15-A Median,CD34+/CD38- CD49f 561 670/14-A Mean,CD34+/CD38- CD49f 561 670/14-A Median,CD34+/CD38- CD38 561 780/60-A Mean,CD34+/CD38- CD38 561 780/60-A Median,CD34+/CD38- Lineage 488 530/30-A Mean,CD34+/CD38- Lineage 488 530/30-A Median,CD34+/CD38- CD7_CD10 V405 450/50-A Mean,CD34+/CD38- CD7_CD10 V405 450/50-A Median,CD34+/CD38- Live V405 525/50-A Mean,CD34+/CD38- Live V405 525/50-A Median,CD34+/CD38- CD45 V405 780/60-A Mean,CD34+/CD38- CD45 V405 780/60-A Median,CD34+/CD38- Time Mean,CD34+/CD38- Time Median,CD90+ HSC #Events,CD90+ HSC %Parent,CD90+ HSC FSC-A Mean,CD90+ HSC FSC-A Median,CD90+ HSC FSC-W Mean,CD90+ HSC FSC-W Median,CD90+ HSC SSC-A Mean,CD90+ HSC SSC-A Median,CD90+ HSC CD33 640 670/30-A Mean,CD90+ HSC CD33 640 670/30-A Median,CD90+ HSC CD45RA 640 730/45-A Mean,CD90+ HSC CD45RA 640 730/45-A Median,CD90+ HSC CD34 640 780/60-A Mean,CD90+ HSC CD34 640 780/60-A Median,CD90+ HSC CD90 561 582/15-A Mean,CD90+ HSC CD90 561 582/15-A Median,CD90+ HSC CD49f 561 670/14-A Mean,CD90+ HSC CD49f 561 670/14-A Median,CD90+ HSC CD38 561 780/60-A Mean,CD90+ HSC CD38 561 780/60-A Median,CD90+ HSC Lineage 488 530/30-A Mean,CD90+ HSC Lineage 488 530/30-A Median,CD90+ HSC CD7_CD10 V405 450/50-A Mean,CD90+ HSC CD7_CD10 V405 450/50-A Median,CD90+ HSC Live V405 525/50-A Mean,CD90+ HSC Live V405 525/50-A Median,CD90+ HSC CD45 V405 780/60-A Mean,CD90+ HSC CD45 V405 780/60-A Median,CD90+ HSC Time Mean,CD90+ HSC Time Median
A1,1,,"116,128","116,128","86,315","86,315","60,371","60,371",155,155,0,0,"2,241","2,241",877,877,289,289,514,514,41,41,58,58,159,159,"1,146","1,146","2,447","2,447",1,100,"116,128","116,128","86,315","86,315","60,371","60,371",155,155,0,0,"2,241","2,241",877,877,289,289,514,514,41,41,58,58,159,159,"1,146","1,146","2,447","2,447",1,100,"116,128","116,128","86,315","86,315","60,371","60,371",155,155,0,0,"2,241","2,241",877,877,289,289,514,514,41,41,58,58,159,159,"1,146","1,146","2,447","2,447",1,100,"116,128","116,128","86,315","86,315","60,371","60,371",155,155,0,0,"2,241","2,241",877,877,289,289,514,514,41,41,58,58,159,159,"1,146","1,146","2,447","2,447",1,100,"116,128","116,128","86,315","86,315","60,371","60,371",155,155,0,0,"2,241","2,241",877,877,289,289,514,514,41,41,58,58,159,159,"1,146","1,146","2,447","2,447",1,100,"116,128","116,128","86,315","86,315","60,371","60,371",155,155,0,0,"2,241","2,241",877,877,289,289,514,514,41,41,58,58,159,159,"1,146","1,146","2,447","2,447",1,100,"116,128","116,128","86,315","86,315","60,371","60,371",155,155,0,0,"2,241","2,241",877,877,289,289,514,514,41,41,58,58,159,159,"1,146","1,146","2,447","2,447",1,100,"116,128","116,128","86,315","86,315","60,371","60,371",155,155,0,0,"2,241","2,241",877,877,289,289,514,514,41,41,58,58,159,159,"1,146","1,146","2,447","2,447",1,100,"116,128","116,128","86,315","86,315","60,371","60,371",155,155,0,0,"2,241","2,241",877,877,289,289,514,514,41,41,58,58,159,159,"1,146","1,146","2,447","2,447"
A2,1,,"96,537","96,537","89,727","89,727","148,447","148,447",112,112,22,22,"2,771","2,771","2,373","2,373",452,452,569,569,101,101,85,85,317,317,"1,593","1,593","2,711","2,711",1,100,"96,537","96,537","89,727","89,727","148,447","148,447",112,112,22,22,"2,771","2,771","2,373","2,373",452,452,569,569,101,101,85,85,317,317,"1,593","1,593","2,711","2,711",1,100,"96,537","96,537","89,727","89,727","148,447","148,447",112,112,22,22,"2,771","2,771","2,373","2,373",452,452,569,569,101,101,85,85,317,317,"1,593","1,593","2,711","2,711",1,100,"96,537","96,537","89,727","89,727","148,447","148,447",112,112,22,22,"2,771","2,771","2,373","2,373",452,452,569,569,101,101,85,85,317,317,"1,593","1,593","2,711","2,711",1,100,"96,537","96,537","89,727","89,727","148,447","148,447",112,112,22,22,"2,771","2,771","2,373","2,373",452,452,569,569,101,101,85,85,317,317,"1,593","1,593","2,711","2,711",1,100,"96,537","96,537","89,727","89,727","148,447","148,447",112,112,22,22,"2,771","2,771","2,373","2,373",452,452,569,569,101,101,85,85,317,317,"1,593","1,593","2,711","2,711",1,100,"96,537","96,537","89,727","89,727","148,447","148,447",112,112,22,22,"2,771","2,771","2,373","2,373",452,452,569,569,101,101,85,85,317,317,"1,593","1,593","2,711","2,711",1,100,"96,537","96,537","89,727","89,727","148,447","148,447",112,112,22,22,"2,771","2,771","2,373","2,373",452,452,569,569,101,101,85,85,317,317,"1,593","1,593","2,711","2,711",1,100,"96,537","96,537","89,727","89,727","148,447","148,447",112,112,22,22,"2,771","2,771","2,373","2,373",452,452,569,569,101,101,85,85,317,317,"1,593","1,593","2,711","2,711"
A3,1,,"77,681","77,681","79,379","79,379","72,574","72,574",155,155,62,62,"2,254","2,254","4,242","4,242",656,656,417,417,56,56,-2,-2,347,347,"1,289","1,289","4,036","4,036",1,100,"77,681","77,681","79,379","79,379","72,574","72,574",155,155,62,62,"2,254","2,254","4,242","4,242",656,656,417,417,56,56,-2,-2,347,347,"1,289","1,289","4,036","4,036",1,100,"77,681","77,681","79,379","79,379","72,574","72,574",155,155,62,62,"2,254","2,254","4,242","4,242",656,656,417,417,56,56,-2,-2,347,347,"1,289","1,289","4,036","4,036",1,100,"77,681","77,681","79,379","79,379","72,574","72,574",155,155,62,62,"2,254","2,254","4,242","4,242",656,656,417,417,56,56,-2,-2,347,347,"1,289","1,289","4,036","4,036",1,100,"77,681","77,681","79,379","79,379","72,574","72,574",155,155,62,62,"2,254","2,254","4,242","4,242",656,656,417,417,56,56,-2,-2,347,347,"1,289","1,289","4,036","4,036",1,100,"77,681","77,681","79,379","79,379","72,574","72,574",155,155,62,62,"2,254","2,254","4,242","4,242",656,656,417,417,56,56,-2,-2,347,347,"1,289","1,289","4,036","4,036",1,100,"77,681","77,681","79,379","79,379","72,574","72,574",155,155,62,62,"2,254","2,254","4,242","4,242",656,656,417,417,56,56,-2,-2,347,347,"1,289","1,289","4,036","4,036",1,100,"77,681","77,681","79,379","79,379","72,574","72,574",155,155,62,62,"2,254","2,254","4,242","4,242",656,656,417,417,56,56,-2,-2,347,347,"1,289","1,289","4,036","4,036",1,100,"77,681","77,681","79,379","79,379","72,574","72,574",155,155,62,62,"2,254","2,254","4,242","4,242",656,656,417,417,56,56,-2,-2,347,347,"1,289","1,289","4,036","4,036"
A4,1,,"114,073","114,073","88,288","88,288","99,589","99,589",139,139,154,154,"8,238","8,238","4,598","4,598",883,883,"1,006","1,006",303,303,49,49,369,369,"1,105","1,105","4,849","4,849",1,100,"114,073","114,073","88,288","88,288","99,589","99,589",139,139,154,154,"8,238","8,238","4,598","4,598",883,883,"1,006","1,006",303,303,49,49,369,369,"1,105","1,105","4,849","4,849",1,100,"114,073","114,073","88,288","88,288","99,589","99,589",139,139,154,154,"8,238","8,238","4,598","4,598",883,883,"1,006","1,006",303,303,49,49,369,369,"1,105","1,105","4,849","4,849",1,100,"114,073","114,073","88,288","88,288","99,589","99,589",139,139,154,154,"8,238","8,238","4,598","4,598",883,883,"1,006","1,006",303,303,49,49,369,369,"1,105","1,105","4,849","4,849",1,100,"114,073","114,073","88,288","88,288","99,589","99,589",139,139,154,154,"8,238","8,238","4,598","4,598",883,883,"1,006","1,006",303,303,49,49,369,369,"1,105","1,105","4,849","4,849",1,100,"114,073","114,073","88,288","88,288","99,589","99,589",139,139,154,154,"8,238","8,238","4,598","4,598",883,883,"1,006","1,006",303,303,49,49,369,369,"1,105","1,105","4,849","4,849",1,100,"114,073","114,073","88,288","88,288","99,589","99,589",139,139,154,154,"8,238","8,238","4,598","4,598",883,883,"1,006","1,006",303,303,49,49,369,369,"1,105","1,105","4,849","4,849",1,100,"114,073","114,073","88,288","88,288","99,589","99,589",139,139,154,154,"8,238","8,238","4,598","4,598",883,883,"1,006","1,006",303,303,49,49,369,369,"1,105","1,105","4,849","4,849",1,100,"114,073","114,073","88,288","88,288","99,589","99,589",139,139,154,154,"8,238","8,238","4,598","4,598",883,883,"1,006","1,006",303,303,49,49,369,369,"1,105","1,105","4,849","4,849"
A5,1,,"158,025","158,025","94,086","94,086","77,463","77,463",161,161,132,132,"4,135","4,135","4,695","4,695","1,905","1,905",383,383,255,255,70,70,404,404,"2,061","2,061","5,591","5,591",1,100,"158,025","158,025","94,086","94,086","77,463","77,463",161,161,132,132,"4,135","4,135","4,695","4,695","1,905","1,905",383,383,255,255,70,70,404,404,"2,061","2,061","5,591","5,591",1,100,"158,025","158,025","94,086","94,086","77,463","77,463",161,161,132,132,"4,135","4,135","4,695","4,695","1,905","1,905",383,383,255,255,70,70,404,404,"2,061","2,061","5,591","5,591",1,100,"158,025","158,025","94,086","94,086","77,463","77,463",161,161,132,132,"4,135","4,135","4,695","4,695","1,905","1,905",383,383,255,255,70,70,404,404,"2,061","2,061","5,591","5,591",1,100,"158,025","158,025","94,086","94,086","77,463","77,463",161,161,132,132,"4,135","4,135","4,695","4,695","1,905","1,905",383,383,255,255,70,70,404,404,"2,061","2,061","5,591","5,591",1,100,"158,025","158,025","94,086","94,086","77,463","77,463",161,161,132,132,"4,135","4,135","4,695","4,695","1,905","1,905",383,383,255,255,70,70,404,404,"2,061","2,061","5,591","5,591",1,100,"158,025","158,025","94,086","94,086","77,463","77,463",161,161,132,132,"4,135","4,135","4,695","4,695","1,905","1,905",383,383,255,255,70,70,404,404,"2,061","2,061","5,591","5,591",1,100,"158,025","158,025","94,086","94,086","77,463","77,463",161,161,132,132,"4,135","4,135","4,695","4,695","1,905","1,905",383,383,255,255,70,70,404,404,"2,061","2,061","5,591","5,591",1,100,"158,025","158,025","94,086","94,086","77,463","77,463",161,161,132,132,"4,135","4,135","4,695","4,695","1,905","1,905",383,383,255,255,70,70,404,404,"2,061","2,061","5,591","5,591"
A6,1,,"138,404","138,404","93,596","93,596","88,580","88,580",7,7,95,95,"2,617","2,617",288,288,547,547,522,522,201,201,40,40,300,300,"1,050","1,050","6,508","6,508",1,100,"138,404","138,404","93,596","93,596","88,580","88,580",7,7,95,95,"2,617","2,617",288,288,547,547,522,522,201,201,40,40,300,300,"1,050","1,050","6,508","6,508",1,100,"138,404","138,404","93,596","93,596","88,580","88,580",7,7,95,95,"2,617","2,617",288,288,547,547,522,522,201,201,40,40,300,300,"1,050","1,050","6,508","6,508",1,100,"138,404","138,404","93,596","93,596","88,580","88,580",7,7,95,95,"2,617","2,617",288,288,547,547,522,522,201,201,40,40,300,300,"1,050","1,050","6,508","6,508",1,100,"138,404","138,404","93,596","93,596","88,580","88,580",7,7,95,95,"2,617","2,617",288,288,547,547,522,522,201,201,40,40,300,300,"1,050","1,050","6,508","6,508",1,100,"138,404","138,404","93,596","93,596","88,580","88,580",7,7,95,95,"2,617","2,617",288,288,547,547,522,522,201,201,40,40,300,300,"1,050","1,050","6,508","6,508",1,100,"138,404","138,404","93,596","93,596","88,580","88,580",7,7,95,95,"2,617","2,617",288,288,547,547,522,522,201,201,40,40,300,300,"1,050","1,050","6,508","6,508",1,100,"138,404","138,404","93,596","93,596","88,580","88,580",7,7,95,95,"2,617","2,617",288,288,547,547,522,522,201,201,40,40,300,300,"1,050","1,050","6,508","6,508",1,100,"138,404","138,404","93,596","93,596","88,580","88,580",7,7,95,95,"2,617","2,617",288,288,547,547,522,522,201,201,40,40,300,300,"1,050","1,050","6,508","6,508"
A7,1,,"138,938","138,938","87,439","87,439","66,403","66,403",196,196,85,85,"3,865","3,865",499,499,"2,169","2,169",93,93,147,147,27,27,355,355,"1,937","1,937","7,875","7,875",1,100,"138,938","138,938","87,439","87,439","66,403","66,403",196,196,85,85,"3,865","3,865",499,499,"2,169","2,169",93,93,147,147,27,27,355,355,"1,937","1,937","7,875","7,875",1,100,"138,938","138,938","87,439","87,439","66,403","66,403",196,196,85,85,"3,865","3,865",499,499,"2,169","2,169",93,93,147,147,27,27,355,355,"1,937","1,937","7,875","7,875",1,100,"138,938","138,938","87,439","87,439","66,403","66,403",196,196,85,85,"3,865","3,865",499,499,"2,169","2,169",93,93,147,147,27,27,355,355,"1,937","1,937","7,875","7,875",1,100,"138,938","138,938","87,439","87,439","66,403","66,403",196,196,85,85,"3,865","3,865",499,499,"2,169","2,169",93,93,147,147,27,27,355,355,"1,937","1,937","7,875","7,875",1,100,"138,938","138,938","87,439","87,439","66,403","66,403",196,196,85,85,"3,865","3,865",499,499,"2,169","2,169",93,93,147,147,27,27,355,355,"1,937","1,937","7,875","7,875",1,100,"138,938","138,938","87,439","87,439","66,403","66,403",196,196,85,85,"3,865","3,865",499,499,"2,169","2,169",93,93,147,147,27,27,355,355,"1,937","1,937","7,875","7,875",1,100,"138,938","138,938","87,439","87,439","66,403","66,403",196,196,85,85,"3,865","3,865",499,499,"2,169","2,169",93,93,147,147,27,27,355,355,"1,937","1,937","7,875","7,875",1,100,"138,938","138,938","87,439","87,439","66,403","66,403",196,196,85,85,"3,865","3,865",499,499,"2,169","2,169",93,93,147,147,27,27,355,355,"1,937","1,937","7,875","7,875"
A8,1,,"125,641","125,641","89,913","89,913","120,283","120,283",147,147,143,143,"5,801","5,801","8,219","8,219","1,017","1,017",943,943,129,129,164,164,406,406,"1,747","1,747","8,208","8,208",1,100,"125,641","125,641","89,913","89,913","120,283","120,283",147,147,143,143,"5,801","5,801","8,219","8,219","1,017","1,017",943,943,129,129,164,164,406,406,"1,747","1,747","8,208","8,208",1,100,"125,641","125,641","89,913","89,913","120,283","120,283",147,147,143,143,"5,801","5,801","8,219","8,219","1,017","1,017",943,943,129,129,164,164,406,406,"1,747","1,747","8,208","8,208",1,100,"125,641","125,641","89,913","89,913","120,283","120,283",147,147,143,143,"5,801","5,801","8,219","8,219","1,017","1,017",943,943,129,129,164,164,406,406,"1,747","1,747","8,208","8,208",1,100,"125,641","125,641","89,913","89,913","120,283","120,283",147,147,143,143,"5,801","5,801","8,219","8,219","1,017","1,017",943,943,129,129,164,164,406,406,"1,747","1,747","8,208","8,208",1,100,"125,641","125,641","89,913","89,913","120,283","120,283",147,147,143,143,"5,801","5,801","8,219","8,219","1,017","1,017",943,943,129,129,164,164,406,406,"1,747","1,747","8,208","8,208",1,100,"125,641","125,641","89,913","89,913","120,283","120,283",147,147,143,143,"5,801","5,801","8,219","8,219","1,017","1,017",943,943,129,129,164,164,406,406,"1,747","1,747","8,208","8,208",1,100,"125,641","125,641","89,913","89,913","120,283","120,283",147,147,143,143,"5,801","5,801","8,219","8,219","1,017","1,017",943,943,129,129,164,164,406,406,"1,747","1,747","8,208","8,208",1,100,"125,641","125,641","89,913","89,913","120,283","120,283",147,147,143,143,"5,801","5,801","8,219","8,219","1,017","1,017",943,943,129,129,164,164,406,406,"1,747","1,747","8,208","8,208"
A9,1,,"133,804","133,804","95,744","95,744","107,662","107,662",154,154,45,45,"3,001","3,001","2,163","2,163",525,525,92,92,160,160,145,145,513,513,979,979,"11,528","11,528",1,100,"133,804","133,804","95,744","95,744","107,662","107,662",154,154,45,45,"3,001","3,001","2,163","2,163",525,525,92,92,160,160,145,145,513,513,979,979,"11,528","11,528",1,100,"133,804","133,804","95,744","95,744","107,662","107,662",154,154,45,45,"3,001","3,001","2,163","2,163",525,525,92,92,160,160,145,145,513,513,979,979,"11,528","11,528",1,100,"133,804","133,804","95,744","95,744","107,662","107,662",154,154,45,45,"3,001","3,001","2,163","2,163",525,525,92,92,160,160,145,145,513,513,979,979,"11,528","11,528",1,100,"133,804","133,804","95,744","95,744","107,662","107,662",154,154,45,45,"3,001","3,001","2,163","2,163",525,525,92,92,160,160,145,145,513,513,979,979,"11,528","11,528",1,100,"133,804","133,804","95,744","95,744","107,662","107,662",154,154,45,45,"3,001","3,001","2,163","2,163",525,525,92,92,160,160,145,145,513,513,979,979,"11,528","11,528",1,100,"133,804","133,804","95,744","95,744","107,662","107,662",154,154,45,45,"3,001","3,001","2,163","2,163",525,525,92,92,160,160,145,145,513,513,979,979,"11,528","11,528",1,100,"133,804","133,804","95,744","95,744","107,662","107,662",154,154,45,45,"3,001","3,001","2,163","2,163",525,525,92,92,160,160,145,145,513,513,979,979,"11,528","11,528",1,100,"133,804","133,804","95,744","95,744","107,662","107,662",154,154,45,45,"3,001","3,001","2,163","2,163",525,525,92,92,160,160,145,145,513,513,979,979,"11,528","11,528"
A10,1,,"147,948","147,948","91,949","91,949","73,898","73,898",53,53,141,141,"4,400","4,400",749,749,"1,050","1,050",187,187,157,157,10,10,518,518,"1,916","1,916","13,447","13,447",1,100,"147,948","147,948","91,949","91,949","73,898","73,898",53,53,141,141,"4,400","4,400",749,749,"1,050","1,050",187,187,157,157,10,10,518,518,"1,916","1,916","13,447","13,447",1,100,"147,948","147,948","91,949","91,949","73,898","73,898",53,53,141,141,"4,400","4,400",749,749,"1,050","1,050",187,187,157,157,10,10,518,518,"1,916","1,916","13,447","13,447",1,100,"147,948","147,948","91,949","91,949","73,898","73,898",53,53,141,141,"4,400","4,400",749,749,"1,050","1,050",187,187,157,157,10,10,518,518,"1,916","1,916","13,447","13,447",1,100,"147,948","147,948","91,949","91,949","73,898","73,898",53,53,141,141,"4,400","4,400",749,749,"1,050","1,050",187,187,157,157,10,10,518,518,"1,916","1,916","13,447","13,447",1,100,"147,948","147,948","91,949","91,949","73,898","73,898",53,53,141,141,"4,400","4,400",749,749,"1,050","1,050",187,187,157,157,10,10,518,518,"1,916","1,916","13,447","13,447",1,100,"147,948","147,948","91,949","91,949","73,898","73,898",53,53,141,141,"4,400","4,400",749,749,"1,050","1,050",187,187,157,157,10,10,518,518,"1,916","1,916","13,447","13,447",1,100,"147,948","147,948","91,949","91,949","73,898","73,898",53,53,141,141,"4,400","4,400",749,749,"1,050","1,050",187,187,157,157,10,10,518,518,"1,916","1,916","13,447","13,447",1,100,"147,948","147,948","91,949","91,949","73,898","73,898",53,53,141,141,"4,400","4,400",749,749,"1,050","1,050",187,187,157,157,10,10,518,518,"1,916","1,916","13,447","13,447"
