Well,All Events #Events,All Events %Parent,All Events FSC-A Mean,All Events FSC-A Median,All Events FSC-W Mean,All Events FSC-W Median,All Events SSC-A Mean,All Events SSC-A Median,All Events CD33 640 670/30-A Mean,All Events CD33 640 670/30-A Median,All Events CD45RA 640 730/45-A Mean,All Events CD45RA 640 730/45-A Median,All Events CD34 640 780/60-A Mean,All Events CD34 640 780/60-A Median,All Events CD90 561 582/15-A Mean,All Events CD90 561 582/15-A Median,All Events CD49f 561 670/14-A Mean,All Events CD49f 561 670/14-A Median,All Events CD38 561 780/60-A Mean,All Events CD38 561 780/60-A Median,All Events Lineage 488 530/30-A Mean,All Events Lineage 488 530/30-A Median,All Events CD7_CD10 V405 450/50-A Mean,All Events CD7_CD10 V405 450/50-A Median,All Events Live V405 525/50-A Mean,All Events Live V405 525/50-A Median,All Events CD45 V405 780/60-A Mean,All Events CD45 V405 780/60-A Median,All Events Time Mean,All Events Time Median,Cells #Events,Cells %Parent,Cells FSC-A Mean,Cells FSC-A Median,Cells FSC-W Mean,Cells FSC-W Median,Cells SSC-A Mean,Cells SSC-A Median,Cells CD33 640 670/30-A Mean,Cells CD33 640 670/30-A Median,Cells CD45RA 640 730/45-A Mean,Cells CD45RA 640 730/45-A Median,Cells CD34 640 780/60-A Mean,Cells CD34 640 780/60-A Median,Cells CD90 561 582/15-A Mean,Cells CD90 561 582/15-A Median,Cells CD49f 561 670/14-A Mean,Cells CD49f 561 670/14-A Median,Cells CD38 561 780/60-A Mean,Cells CD38 561 780/60-A Median,Cells Lineage 488 530/30-A Mean,Cells Lineage 488 530/30-A Median,Cells CD7_CD10 V405 450/50-A Mean,Cells CD7_CD10 V405 450/50-A Median,Cells Live V405 525/50-A Mean,Cells Live V405 525/50-A Median,Cells CD45 V405 780/60-A Mean,Cells CD45 V405 780/60-A Median,Cells Time Mean,Cells Time Median,Singlets #Events,Singlets %Parent,Singlets FSC-A Mean,Singlets FSC-A Median,Singlets FSC-W Mean,Singlets FSC-W Median,Singlets SSC-A Mean,Singlets SSC-A Median,Singlets CD33 640 670/30-A Mean,Singlets CD33 640 670/30-A Median,Singlets CD45RA 640 730/45-A Mean,Singlets CD45RA 640 730/45-A Median,Singlets CD34 640 780/60-A Mean,Singlets CD34 640 780/60-A Median,Singlets CD90 561 582/15-A Mean,Singlets CD90 561 582/15-A Median,Singlets CD49f 561 670/14-A Mean,Singlets CD49f 561 670/14-A Median,Singlets CD38 561 780/60-A Mean,Singlets CD38 561 780/60-A Median,Singlets Lineage 488 530/30-A Mean,Singlets Lineage 488 530/30-A Median,Singlets CD7_CD10 V405 450/50-A Mean,Singlets CD7_CD10 V405 450/50-A Median,Singlets Live V405 525/50-A Mean,Singlets Live V405 525/50-A Median,Singlets CD45 V405 780/60-A Mean,Singlets CD45 V405 780/60-A Median,Singlets Time Mean,Singlets Time Median,Live #Events,Live %Parent,Live FSC-A Mean,Live FSC-A Median,Live FSC-W Mean,Live FSC-W Median,Live SSC-A Mean,Live SSC-A Median,Live CD33 640 670/30-A Mean,Live CD33 640 670/30-A Median,Live CD45RA 640 730/45-A Mean,Live CD45RA 640 730/45-A Median,Live CD34 640 780/60-A Mean,Live CD34 640 780/60-A Median,Live CD90 561 582/15-A Mean,Live CD90 561 582/15-A Median,Live CD49f 561 670/14-A Mean,Live CD49f 561 670/14-A Median,Live CD38 561 780/60-A Mean,Live CD38 561 780/60-A Median,Live Lineage 488 530/30-A Mean,Live Lineage 488 530/30-A Median,Live CD7_CD10 V405 450/50-A Mean,Live CD7_CD10 V405 450/50-A Median,Live Live V405 525/50-A Mean,Live Live V405 525/50-A Median,Live CD45 V405 780/60-A Mean,Live CD45 V405 780/60-A Median,Live Time Mean,Live Time Median,Lin- #Events,Lin- %Parent,Lin- FSC-A Mean,Lin- FSC-A Median,Lin- FSC-W Mean,Lin- FSC-W Median,Lin- SSC-A Mean,Lin- SSC-A Median,Lin- CD33 640 670/30-A Mean,Lin- CD33 640 670/30-A Median,Lin- CD45RA 640 730/45-A Mean,Lin- CD45RA 640 730/45-A Median,Lin- CD34 640 780/60-A Mean,Lin- CD34 640 780/60-A Median,Lin- CD90 561 582/15-A Mean,Lin- CD90 561 582/15-A Median,Lin- CD49f 561 670/14-A Mean,Lin- CD49f 561 670/14-A Median,Lin- CD38 561 780/60-A Mean,Lin- CD38 561 780/60-A Median,Lin- Lineage 488 530/30-A Mean,Lin- Lineage 488 530/30-A Median,Lin- CD7_CD10 V405 450/50-A Mean,Lin- CD7_CD10 V405 450/50-A Median,Lin- Live V405 525/50-A Mean,Lin- Live V405 525/50-A Median,Lin- CD45 V405 780/60-A Mean,Lin- CD45 V405 780/60-A Median,Lin- Time Mean,Lin- Time Median,CD33- #Events,CD33- %Parent,CD33- FSC-A Mean,CD33- FSC-A Median,CD33- FSC-W Mean,CD33- FSC-W Median,CD33- SSC-A Mean,CD33- SSC-A Median,CD33- CD33 640 670/30-A Mean,CD33- CD33 640 670/30-A Median,CD33- CD45RA 640 730/45-A Mean,CD33- CD45RA 640 730/45-A Median,CD33- CD34 640 780/60-A Mean,CD33- CD34 640 780/60-A Median,CD33- CD90 561 582/15-A Mean,CD33- CD90 561 582/15-A Median,CD33- CD49f 561 670/14-A Mean,CD33- CD49f 561 670/14-A Median,CD33- CD38 561 780/60-A Mean,CD33- CD38 561 780/60-A Median,CD33- Lineage 488 530/30-A Mean,CD33- Lineage 488 530/30-A Median,CD33- CD7_CD10 V405 450/50-A Mean,CD33- CD7_CD10 V405 450/50-A Median,CD33- Live V405 525/50-A Mean,CD33- Live V405 525/50-A Median,CD33- CD45 V405 780/60-A Mean,CD33- CD45 V405 780/60-A Median,CD33- Time Mean,CD33- Time Median,CD34+/CD45+ #Events,CD34+/CD45+ %Parent,CD34+/CD45+ FSC-A Mean,CD34+/CD45+ FSC-A Median,CD34+/CD45+ FSC-W Mean,CD34+/CD45+ FSC-W Median,CD34+/CD45+ SSC-A Mean,CD34+/CD45+ SSC-A Median,CD34+/CD45+ CD33 640 670/30-A Mean,CD34+/CD45+ CD33 640 670/30-A Median,CD34+/CD45+ CD45RA 640 730/45-A Mean,CD34+/CD45+ CD45RA 640 730/45-A Median,CD34+/CD45+ CD34 640 780/60-A Mean,CD34+/CD45+ CD34 640 780/60-A Median,CD34+/CD45+ CD90 561 582/15-A Mean,CD34+/CD45+ CD90 561 582/15-A Median,CD34+/CD45+ CD49f 561 670/14-A Mean,CD34+/CD45+ CD49f 561 670/14-A Median,CD34+/CD45+ CD38 561 780/60-A Mean,CD34+/CD45+ CD38 561 780/60-A Median,CD34+/CD45+ Lineage 488 530/30-A Mean,CD34+/CD45+ Lineage 488 530/30-A Median,CD34+/CD45+ CD7_CD10 V405 450/50-A Mean,CD34+/CD45+ CD7_CD10 V405 450/50-A Median,CD34+/CD45+ Live V405 525/50-A Mean,CD34+/CD45+ Live V405 525/50-A Median,CD34+/CD45+ CD45 V405 780/60-A Mean,CD34+/CD45+ CD45 V405 780/60-A Median,CD34+/CD45+ Time Mean,CD34+/CD45+ Time Median,CD34+/CD38- #Events,CD34+/CD38- %Parent,CD34+/CD38- FSC-A Mean,CD34+/CD38- FSC-A Median,CD34+/CD38- FSC-W Mean,CD34+/CD38- FSC-W Median,CD34+/CD38- SSC-A Mean,CD34+/CD38- SSC-A Median,CD34+/CD38- CD33 640 670/30-A Mean,CD34+/CD38- CD33 640 670/30-A Median,CD34+/CD38- CD45RA 640 730/45-A Mean,CD34+/CD38- CD45RA 640 730/45-A Median,CD34+/CD38- CD34 640 780/60-A Mean,CD34+/CD38- CD34 640 780/60-A Median,CD34+/CD38- CD90 561 582/15-A Mean,CD34+/CD38- CD90 561 582/15-A Median,CD34+/CD38- CD49f 561 670/14-A Mean,CD34+/CD38- CD49f 561 670/14-A Median,CD34+/CD38- CD38 561 780/60-A Mean,CD34+/CD38- CD38 561 780/60-A Median,CD34+/CD38- Lineage 488 530/30-A Mean,CD34+/CD38- Lineage 488 530/30-A Median,CD34+/CD38- CD7_CD10 V405 450/50-A Mean,CD34+/CD38- CD7_CD10 V405 450/50-A Median,CD34+/CD38- Live V405 525/50-A Mean,CD34+/CD38- Live V405 525/50-A Median,CD34+/CD38- CD45 V405 780/60-A Mean,CD34+/CD38- CD45 V405 780/60-A Median,CD34+/CD38- Time Mean,CD34+/CD38- Time Median,CD90+ HSC #Events,CD90+ HSC %Parent,CD90+ HSC FSC-A Mean,CD90+ HSC FSC-A Median,CD90+ HSC FSC-W Mean,CD90+ HSC FSC-W Median,CD90+ HSC SSC-A Mean,CD90+ HSC SSC-A Median,CD90+ HSC CD33 640 670/30-A Mean,CD90+ HSC CD33 640 670/30-A Median,CD90+ HSC CD45RA 640 730/45-A Mean,CD90+ HSC CD45RA 640 730/45-A Median,CD90+ HSC CD34 640 780/60-A Mean,CD90+ HSC CD34 640 780/60-A Median,CD90+ HSC CD90 561 582/15-A Mean,CD90+ HSC CD90 561 582/15-A Median,CD90+ HSC CD49f 561 670/14-A Mean,CD90+ HSC CD49f 561 670/14-A Median,CD90+ HSC CD38 561 780/60-A Mean,CD90+ HSC CD38 561 780/60-A Median,CD90+ HSC Lineage 488 530/30-A Mean,CD90+ HSC Lineage 488 530/30-A Median,CD90+ HSC CD7_CD10 V405 450/50-A Mean,CD90+ HSC CD7_CD10 V405 450/50-A Median,CD90+ HSC Live V405 525/50-A Mean,CD90+ HSC Live V405 525/50-A Median,CD90+ HSC CD45 V405 780/60-A Mean,CD90+ HSC CD45 V405 780/60-A Median,CD90+ HSC Time Mean,CD90+ HSC Time Median
A1,1,,"124,587","124,587","84,043","84,043","80,583","80,583",21,21,-48,-48,"5,347","5,347","2,198","2,198","2,040","2,040",469,469,231,231,28,28,380,380,"2,016","2,016","1,687","1,687",1,100,"124,587","124,587","84,043","84,043","80,583","80,583",21,21,-48,-48,"5,347","5,347","2,198","2,198","2,040","2,040",469,469,231,231,28,28,380,380,"2,016","2,016","1,687","1,687",1,100,"124,587","124,587","84,043","84,043","80,583","80,583",21,21,-48,-48,"5,347","5,347","2,198","2,198","2,040","2,040",469,469,231,231,28,28,380,380,"2,016","2,016","1,687","1,687",1,100,"124,587","124,587","84,043","84,043","80,583","80,583",21,21,-48,-48,"5,347","5,347","2,198","2,198","2,040","2,040",469,469,231,231,28,28,380,380,"2,016","2,016","1,687","1,687",1,100,"124,587","124,587","84,043","84,043","80,583","80,583",21,21,-48,-48,"5,347","5,347","2,198","2,198","2,040","2,040",469,469,231,231,28,28,380,380,"2,016","2,016","1,687","1,687",1,100,"124,587","124,587","84,043","84,043","80,583","80,583",21,21,-48,-48,"5,347","5,347","2,198","2,198","2,040","2,040",469,469,231,231,28,28,380,380,"2,016","2,016","1,687","1,687",1,100,"124,587","124,587","84,043","84,043","80,583","80,583",21,21,-48,-48,"5,347","5,347","2,198","2,198","2,040","2,040",469,469,231,231,28,28,380,380,"2,016","2,016","1,687","1,687",1,100,"124,587","124,587","84,043","84,043","80,583","80,583",21,21,-48,-48,"5,347","5,347","2,198","2,198","2,040","2,040",469,469,231,231,28,28,380,380,"2,016","2,016","1,687","1,687",1,100,"124,587","124,587","84,043","84,043","80,583","80,583",21,21,-48,-48,"5,347","5,347","2,198","2,198","2,040","2,040",469,469,231,231,28,28,380,380,"2,016","2,016","1,687","1,687"
A2,1,,"125,001","125,001","91,441","91,441","74,721","74,721",179,179,45,45,"2,663","2,663","1,310","1,310",508,508,746,746,38,38,13,13,547,547,"1,634","1,634","3,034","3,034",1,100,"125,001","125,001","91,441","91,441","74,721","74,721",179,179,45,45,"2,663","2,663","1,310","1,310",508,508,746,746,38,38,13,13,547,547,"1,634","1,634","3,034","3,034",1,100,"125,001","125,001","91,441","91,441","74,721","74,721",179,179,45,45,"2,663","2,663","1,310","1,310",508,508,746,746,38,38,13,13,547,547,"1,634","1,634","3,034","3,034",1,100,"125,001","125,001","91,441","91,441","74,721","74,721",179,179,45,45,"2,663","2,663","1,310","1,310",508,508,746,746,38,38,13,13,547,547,"1,634","1,634","3,034","3,034",1,100,"125,001","125,001","91,441","91,441","74,721","74,721",179,179,45,45,"2,663","2,663","1,310","1,310",508,508,746,746,38,38,13,13,547,547,"1,634","1,634","3,034","3,034",1,100,"125,001","125,001","91,441","91,441","74,721","74,721",179,179,45,45,"2,663","2,663","1,310","1,310",508,508,746,746,38,38,13,13,547,547,"1,634","1,634","3,034","3,034",1,100,"125,001","125,001","91,441","91,441","74,721","74,721",179,179,45,45,"2,663","2,663","1,310","1,310",508,508,746,746,38,38,13,13,547,547,"1,634","1,634","3,034","3,034",1,100,"125,001","125,001","91,441","91,441","74,721","74,721",179,179,45,45,"2,663","2,663","1,310","1,310",508,508,746,746,38,38,13,13,547,547,"1,634","1,634","3,034","3,034",1,100,"125,001","125,001","91,441","91,441","74,721","74,721",179,179,45,45,"2,663","2,663","1,310","1,310",508,508,746,746,38,38,13,13,547,547,"1,634","1,634","3,034","3,034"
A3,1,,"95,362","95,362","91,848","91,848","139,139","139,139",304,304,191,191,"5,481","5,481","7,102","7,102","1,882","1,882",744,744,165,165,-12,-12,454,454,"2,061","2,061","3,664","3,664",1,100,"95,362","95,362","91,848","91,848","139,139","139,139",304,304,191,191,"5,481","5,481","7,102","7,102","1,882","1,882",744,744,165,165,-12,-12,454,454,"2,061","2,061","3,664","3,664",1,100,"95,362","95,362","91,848","91,848","139,139","139,139",304,304,191,191,"5,481","5,481","7,102","7,102","1,882","1,882",744,744,165,165,-12,-12,454,454,"2,061","2,061","3,664","3,664",1,100,"95,362","95,362","91,848","91,848","139,139","139,139",304,304,191,191,"5,481","5,481","7,102","7,102","1,882","1,882",744,744,165,165,-12,-12,454,454,"2,061","2,061","3,664","3,664",1,100,"95,362","95,362","91,848","91,848","139,139","139,139",304,304,191,191,"5,481","5,481","7,102","7,102","1,882","1,882",744,744,165,165,-12,-12,454,454,"2,061","2,061","3,664","3,664",1,100,"95,362","95,362","91,848","91,848","139,139","139,139",304,304,191,191,"5,481","5,481","7,102","7,102","1,882","1,882",744,744,165,165,-12,-12,454,454,"2,061","2,061","3,664","3,664",1,100,"95,362","95,362","91,848","91,848","139,139","139,139",304,304,191,191,"5,481","5,481","7,102","7,102","1,882","1,882",744,744,165,165,-12,-12,454,454,"2,061","2,061","3,664","3,664",1,100,"95,362","95,362","91,848","91,848","139,139","139,139",304,304,191,191,"5,481","5,481","7,102","7,102","1,882","1,882",744,744,165,165,-12,-12,454,454,"2,061","2,061","3,664","3,664",1,100,"95,362","95,362","91,848","91,848","139,139","139,139",304,304,191,191,"5,481","5,481","7,102","7,102","1,882","1,882",744,744,165,165,-12,-12,454,454,"2,061","2,061","3,664","3,664"
A4,1,,"68,885","68,885","83,170","83,170","110,042","110,042",-58,-58,112,112,"2,680","2,680","3,073","3,073","1,230","1,230",732,732,225,225,55,55,501,501,"2,047","2,047","3,850","3,850",1,100,"68,885","68,885","83,170","83,170","110,042","110,042",-58,-58,112,112,"2,680","2,680","3,073","3,073","1,230","1,230",732,732,225,225,55,55,501,501,"2,047","2,047","3,850","3,850",1,100,"68,885","68,885","83,170","83,170","110,042","110,042",-58,-58,112,112,"2,680","2,680","3,073","3,073","1,230","1,230",732,732,225,225,55,55,501,501,"2,047","2,047","3,850","3,850",1,100,"68,885","68,885","83,170","83,170","110,042","110,042",-58,-58,112,112,"2,680","2,680","3,073","3,073","1,230","1,230",732,732,225,225,55,55,501,501,"2,047","2,047","3,850","3,850",1,100,"68,885","68,885","83,170","83,170","110,042","110,042",-58,-58,112,112,"2,680","2,680","3,073","3,073","1,230","1,230",732,732,225,225,55,55,501,501,"2,047","2,047","3,850","3,850",1,100,"68,885","68,885","83,170","83,170","110,042","110,042",-58,-58,112,112,"2,680","2,680","3,073","3,073","1,230","1,230",732,732,225,225,55,55,501,501,"2,047","2,047","3,850","3,850",1,100,"68,885","68,885","83,170","83,170","110,042","110,042",-58,-58,112,112,"2,680","2,680","3,073","3,073","1,230","1,230",732,732,225,225,55,55,501,501,"2,047","2,047","3,850","3,850",1,100,"68,885","68,885","83,170","83,170","110,042","110,042",-58,-58,112,112,"2,680","2,680","3,073","3,073","1,230","1,230",732,732,225,225,55,55,501,501,"2,047","2,047","3,850","3,850",1,100,"68,885","68,885","83,170","83,170","110,042","110,042",-58,-58,112,112,"2,680","2,680","3,073","3,073","1,230","1,230",732,732,225,225,55,55,501,501,"2,047","2,047","3,850","3,850"
A5,1,,"145,367","145,367","92,550","92,550","71,053","71,053",136,136,-12,-12,"2,725","2,725",546,546,"1,264","1,264",716,716,193,193,14,14,316,316,"1,285","1,285","4,812","4,812",1,100,"145,367","145,367","92,550","92,550","71,053","71,053",136,136,-12,-12,"2,725","2,725",546,546,"1,264","1,264",716,716,193,193,14,14,316,316,"1,285","1,285","4,812","4,812",1,100,"145,367","145,367","92,550","92,550","71,053","71,053",136,136,-12,-12,"2,725","2,725",546,546,"1,264","1,264",716,716,193,193,14,14,316,316,"1,285","1,285","4,812","4,812",1,100,"145,367","145,367","92,550","92,550","71,053","71,053",136,136,-12,-12,"2,725","2,725",546,546,"1,264","1,264",716,716,193,193,14,14,316,316,"1,285","1,285","4,812","4,812",1,100,"145,367","145,367","92,550","92,550","71,053","71,053",136,136,-12,-12,"2,725","2,725",546,546,"1,264","1,264",716,716,193,193,14,14,316,316,"1,285","1,285","4,812","4,812",1,100,"145,367","145,367","92,550","92,550","71,053","71,053",136,136,-12,-12,"2,725","2,725",546,546,"1,264","1,264",716,716,193,193,14,14,316,316,"1,285","1,285","4,812","4,812",1,100,"145,367","145,367","92,550","92,550","71,053","71,053",136,136,-12,-12,"2,725","2,725",546,546,"1,264","1,264",716,716,193,193,14,14,316,316,"1,285","1,285","4,812","4,812",1,100,"145,367","145,367","92,550","92,550","71,053","71,053",136,136,-12,-12,"2,725","2,725",546,546,"1,264","1,264",716,716,193,193,14,14,316,316,"1,285","1,285","4,812","4,812",1,100,"145,367","145,367","92,550","92,550","71,053","71,053",136,136,-12,-12,"2,725","2,725",546,546,"1,264","1,264",716,716,193,193,14,14,316,316,"1,285","1,285","4,812","4,812"
A6,1,,"123,113","123,113","88,202","88,202","92,089","92,089",35,35,100,100,"4,643","4,643","1,023","1,023","1,218","1,218",200,200,125,125,138,138,408,408,"1,306","1,306","5,351","5,351",1,100,"123,113","123,113","88,202","88,202","92,089","92,089",35,35,100,100,"4,643","4,643","1,023","1,023","1,218","1,218",200,200,125,125,138,138,408,408,"1,306","1,306","5,351","5,351",1,100,"123,113","123,113","88,202","88,202","92,089","92,089",35,35,100,100,"4,643","4,643","1,023","1,023","1,218","1,218",200,200,125,125,138,138,408,408,"1,306","1,306","5,351","5,351",1,100,"123,113","123,113","88,202","88,202","92,089","92,089",35,35,100,100,"4,643","4,643","1,023","1,023","1,218","1,218",200,200,125,125,138,138,408,408,"1,306","1,306","5,351","5,351",1,100,"123,113","123,113","88,202","88,202","92,089","92,089",35,35,100,100,"4,643","4,643","1,023","1,023","1,218","1,218",200,200,125,125,138,138,408,408,"1,306","1,306","5,351","5,351",1,100,"123,113","123,113","88,202","88,202","92,089","92,089",35,35,100,100,"4,643","4,643","1,023","1,023","1,218","1,218",200,200,125,125,138,138,408,408,"1,306","1,306","5,351","5,351",1,100,"123,113","123,113","88,202","88,202","92,089","92,089",35,35,100,100,"4,643","4,643","1,023","1,023","1,218","1,218",200,200,125,125,138,138,408,408,"1,306","1,306","5,351","5,351",1,100,"123,113","123,113","88,202","88,202","92,089","92,089",35,35,100,100,"4,643","4,643","1,023","1,023","1,218","1,218",200,200,125,125,138,138,408,408,"1,306","1,306","5,351","5,351",1,100,"123,113","123,113","88,202","88,202","92,089","92,089",35,35,100,100,"4,643","4,643","1,023","1,023","1,218","1,218",200,200,125,125,138,138,408,408,"1,306","1,306","5,351","5,351"
A7,1,,"148,014","148,014","90,865","90,865","126,692","126,692",-6,-6,174,174,"4,279","4,279","1,015","1,015",475,475,531,531,208,208,53,53,240,240,"1,087","1,087","5,566","5,566",1,100,"148,014","148,014","90,865","90,865","126,692","126,692",-6,-6,174,174,"4,279","4,279","1,015","1,015",475,475,531,531,208,208,53,53,240,240,"1,087","1,087","5,566","5,566",1,100,"148,014","148,014","90,865","90,865","126,692","126,692",-6,-6,174,174,"4,279","4,279","1,015","1,015",475,475,531,531,208,208,53,53,240,240,"1,087","1,087","5,566","5,566",1,100,"148,014","148,014","90,865","90,865","126,692","126,692",-6,-6,174,174,"4,279","4,279","1,015","1,015",475,475,531,531,208,208,53,53,240,240,"1,087","1,087","5,566","5,566",1,100,"148,014","148,014","90,865","90,865","126,692","126,692",-6,-6,174,174,"4,279","4,279","1,015","1,015",475,475,531,531,208,208,53,53,240,240,"1,087","1,087","5,566","5,566",1,100,"148,014","148,014","90,865","90,865","126,692","126,692",-6,-6,174,174,"4,279","4,279","1,015","1,015",475,475,531,531,208,208,53,53,240,240,"1,087","1,087","5,566","5,566",1,100,"148,014","148,014","90,865","90,865","126,692","126,692",-6,-6,174,174,"4,279","4,279","1,015","1,015",475,475,531,531,208,208,53,53,240,240,"1,087","1,087","5,566","5,566",1,100,"148,014","148,014","90,865","90,865","126,692","126,692",-6,-6,174,174,"4,279","4,279","1,015","1,015",475,475,531,531,208,208,53,53,240,240,"1,087","1,087","5,566","5,566",1,100,"148,014","148,014","90,865","90,865","126,692","126,692",-6,-6,174,174,"4,279","4,279","1,015","1,015",475,475,531,531,208,208,53,53,240,240,"1,087","1,087","5,566","5,566"
A8,1,,"148,958","148,958","93,058","93,058","101,717","101,717",120,120,114,114,"5,026","5,026","1,999","1,999",780,780,514,514,299,299,67,67,561,561,"1,155","1,155","5,831","5,831",1,100,"148,958","148,958","93,058","93,058","101,717","101,717",120,120,114,114,"5,026","5,026","1,999","1,999",780,780,514,514,299,299,67,67,561,561,"1,155","1,155","5,831","5,831",1,100,"148,958","148,958","93,058","93,058","101,717","101,717",120,120,114,114,"5,026","5,026","1,999","1,999",780,780,514,514,299,299,67,67,561,561,"1,155","1,155","5,831","5,831",1,100,"148,958","148,958","93,058","93,058","101,717","101,717",120,120,114,114,"5,026","5,026","1,999","1,999",780,780,514,514,299,299,67,67,561,561,"1,155","1,155","5,831","5,831",1,100,"148,958","148,958","93,058","93,058","101,717","101,717",120,120,114,114,"5,026","5,026","1,999","1,999",780,780,514,514,299,299,67,67,561,561,"1,155","1,155","5,831","5,831",1,100,"148,958","148,958","93,058","93,058","101,717","101,717",120,120,114,114,"5,026","5,026","1,999","1,999",780,780,514,514,299,299,67,67,561,561,"1,155","1,155","5,831","5,831",1,100,"148,958","148,958","93,058","93,058","101,717","101,717",120,120,114,114,"5,026","5,026","1,999","1,999",780,780,514,514,299,299,67,67,561,561,"1,155","1,155","5,831","5,831",1,100,"148,958","148,958","93,058","93,058","101,717","101,717",120,120,114,114,"5,026","5,026","1,999","1,999",780,780,514,514,299,299,67,67,561,561,"1,155","1,155","5,831","5,831",1,100,"148,958","148,958","93,058","93,058","101,717","101,717",120,120,114,114,"5,026","5,026","1,999","1,999",780,780,514,514,299,299,67,67,561,561,"1,155","1,155","5,831","5,831"
A9,1,,"149,536","149,536","96,892","96,892","109,207","109,207",153,153,60,60,"3,622","3,622",404,404,"1,417","1,417",737,737,118,118,134,134,313,313,"1,623","1,623","6,056","6,056",1,100,"149,536","149,536","96,892","96,892","109,207","109,207",153,153,60,60,"3,622","3,622",404,404,"1,417","1,417",737,737,118,118,134,134,313,313,"1,623","1,623","6,056","6,056",1,100,"149,536","149,536","96,892","96,892","109,207","109,207",153,153,60,60,"3,622","3,622",404,404,"1,417","1,417",737,737,118,118,134,134,313,313,"1,623","1,623","6,056","6,056",1,100,"149,536","149,536","96,892","96,892","109,207","109,207",153,153,60,60,"3,622","3,622",404,404,"1,417","1,417",737,737,118,118,134,134,313,313,"1,623","1,623","6,056","6,056",1,100,"149,536","149,536","96,892","96,892","109,207","109,207",153,153,60,60,"3,622","3,622",404,404,"1,417","1,417",737,737,118,118,134,134,313,313,"1,623","1,623","6,056","6,056",1,100,"149,536","149,536","96,892","96,892","109,207","109,207",153,153,60,60,"3,622","3,622",404,404,"1,417","1,417",737,737,118,118,134,134,313,313,"1,623","1,623","6,056","6,056",1,100,"149,536","149,536","96,892","96,892","109,207","109,207",153,153,60,60,"3,622","3,622",404,404,"1,417","1,417",737,737,118,118,134,134,313,313,"1,623","1,623","6,056","6,056",1,100,"149,536","149,536","96,892","96,892","109,207","109,207",153,153,60,60,"3,622","3,622",404,404,"1,417","1,417",737,737,118,118,134,134,313,313,"1,623","1,623","6,056","6,056",1,100,"149,536","149,536","96,892","96,892","109,207","109,207",153,153,60,60,"3,622","3,622",404,404,"1,417","1,417",737,737,118,118,134,134,313,313,"1,623","1,623","6,056","6,056"
A10,1,,"143,453","143,453","88,981","88,981","61,483","61,483",115,115,76,76,"5,388","5,388","1,510","1,510","3,342","3,342",245,245,126,126,-8,-8,449,449,"2,659","2,659","6,241","6,241",1,100,"143,453","143,453","88,981","88,981","61,483","61,483",115,115,76,76,"5,388","5,388","1,510","1,510","3,342","3,342",245,245,126,126,-8,-8,449,449,"2,659","2,659","6,241","6,241",1,100,"143,453","143,453","88,981","88,981","61,483","61,483",115,115,76,76,"5,388","5,388","1,510","1,510","3,342","3,342",245,245,126,126,-8,-8,449,449,"2,659","2,659","6,241","6,241",1,100,"143,453","143,453","88,981","88,981","61,483","61,483",115,115,76,76,"5,388","5,388","1,510","1,510","3,342","3,342",245,245,126,126,-8,-8,449,449,"2,659","2,659","6,241","6,241",1,100,"143,453","143,453","88,981","88,981","61,483","61,483",115,115,76,76,"5,388","5,388","1,510","1,510","3,342","3,342",245,245,126,126,-8,-8,449,449,"2,659","2,659","6,241","6,241",1,100,"143,453","143,453","88,981","88,981","61,483","61,483",115,115,76,76,"5,388","5,388","1,510","1,510","3,342","3,342",245,245,126,126,-8,-8,449,449,"2,659","2,659","6,241","6,241",1,100,"143,453","143,453","88,981","88,981","61,483","61,483",115,115,76,76,"5,388","5,388","1,510","1,510","3,342","3,342",245,245,126,126,-8,-8,449,449,"2,659","2,659","6,241","6,241",1,100,"143,453","143,453","88,981","88,981","61,483","61,483",115,115,76,76,"5,388","5,388","1,510","1,510","3,342","3,342",245,245,126,126,-8,-8,449,449,"2,659","2,659","6,241","6,241",1,100,"143,453","143,453","88,981","88,981","61,483","61,483",115,115,76,76,"5,388","5,388","1,510","1,510","3,342","3,342",245,245,126,126,-8,-8,449,449,"2,659","2,659","6,241","6,241"
