Well,All Events #Events,All Events %Parent,All Events FSC-A Mean,All Events FSC-A Median,All Events FSC-W Mean,All Events FSC-W Median,All Events SSC-A Mean,All Events SSC-A Median,All Events CD33 640 670/30-A Mean,All Events CD33 640 670/30-A Median,All Events CD45RA 640 730/45-A Mean,All Events CD45RA 640 730/45-A Median,All Events CD34 640 780/60-A Mean,All Events CD34 640 780/60-A Median,All Events CD90 561 582/15-A Mean,All Events CD90 561 582/15-A Median,All Events CD49f 561 670/14-A Mean,All Events CD49f 561 670/14-A Median,All Events CD38 561 780/60-A Mean,All Events CD38 561 780/60-A Median,All Events Lineage 488 530/30-A Mean,All Events Lineage 488 530/30-A Median,All Events CD7_CD10 V405 450/50-A Mean,All Events CD7_CD10 V405 450/50-A Median,All Events Live V405 525/50-A Mean,All Events Live V405 525/50-A Median,All Events CD45 V405 780/60-A Mean,All Events CD45 V405 780/60-A Median,All Events Time Mean,All Events Time Median,Cells #Events,Cells %Parent,Cells FSC-A Mean,Cells FSC-A Median,Cells FSC-W Mean,Cells FSC-W Median,Cells SSC-A Mean,Cells SSC-A Median,Cells CD33 640 670/30-A Mean,Cells CD33 640 670/30-A Median,Cells CD45RA 640 730/45-A Mean,Cells CD45RA 640 730/45-A Median,Cells CD34 640 780/60-A Mean,Cells CD34 640 780/60-A Median,Cells CD90 561 582/15-A Mean,Cells CD90 561 582/15-A Median,Cells CD49f 561 670/14-A Mean,Cells CD49f 561 670/14-A Median,Cells CD38 561 780/60-A Mean,Cells CD38 561 780/60-A Median,Cells Lineage 488 530/30-A Mean,Cells Lineage 488 530/30-A Median,Cells CD7_CD10 V405 450/50-A Mean,Cells CD7_CD10 V405 450/50-A Median,Cells Live V405 525/50-A Mean,Cells Live V405 525/50-A Median,Cells CD45 V405 780/60-A Mean,Cells CD45 V405 780/60-A Median,Cells Time Mean,Cells Time Median,Singlets #Events,Singlets %Parent,Singlets FSC-A Mean,Singlets FSC-A Median,Singlets FSC-W Mean,Singlets FSC-W Median,Singlets SSC-A Mean,Singlets SSC-A Median,Singlets CD33 640 670/30-A Mean,Singlets CD33 640 670/30-A Median,Singlets CD45RA 640 730/45-A Mean,Singlets CD45RA 640 730/45-A Median,Singlets CD34 640 780/60-A Mean,Singlets CD34 640 780/60-A Median,Singlets CD90 561 582/15-A Mean,Singlets CD90 561 582/15-A Median,Singlets CD49f 561 670/14-A Mean,Singlets CD49f 561 670/14-A Median,Singlets CD38 561 780/60-A Mean,Singlets CD38 561 780/60-A Median,Singlets Lineage 488 530/30-A Mean,Singlets Lineage 488 530/30-A Median,Singlets CD7_CD10 V405 450/50-A Mean,Singlets CD7_CD10 V405 450/50-A Median,Singlets Live V405 525/50-A Mean,Singlets Live V405 525/50-A Median,Singlets CD45 V405 780/60-A Mean,Singlets CD45 V405 780/60-A Median,Singlets Time Mean,Singlets Time Median,Live #Events,Live %Parent,Live FSC-A Mean,Live FSC-A Median,Live FSC-W Mean,Live FSC-W Median,Live SSC-A Mean,Live SSC-A Median,Live CD33 640 670/30-A Mean,Live CD33 640 670/30-A Median,Live CD45RA 640 730/45-A Mean,Live CD45RA 640 730/45-A Median,Live CD34 640 780/60-A Mean,Live CD34 640 780/60-A Median,Live CD90 561 582/15-A Mean,Live CD90 561 582/15-A Median,Live CD49f 561 670/14-A Mean,Live CD49f 561 670/14-A Median,Live CD38 561 780/60-A Mean,Live CD38 561 780/60-A Median,Live Lineage 488 530/30-A Mean,Live Lineage 488 530/30-A Median,Live CD7_CD10 V405 450/50-A Mean,Live CD7_CD10 V405 450/50-A Median,Live Live V405 525/50-A Mean,Live Live V405 525/50-A Median,Live CD45 V405 780/60-A Mean,Live CD45 V405 780/60-A Median,Live Time Mean,Live Time Median,Lin- #Events,Lin- %Parent,Lin- FSC-A Mean,Lin- FSC-A Median,Lin- FSC-W Mean,Lin- FSC-W Median,Lin- SSC-A Mean,Lin- SSC-A Median,Lin- CD33 640 670/30-A Mean,Lin- CD33 640 670/30-A Median,Lin- CD45RA 640 730/45-A Mean,Lin- CD45RA 640 730/45-A Median,Lin- CD34 640 780/60-A Mean,Lin- CD34 640 780/60-A Median,Lin- CD90 561 582/15-A Mean,Lin- CD90 561 582/15-A Median,Lin- CD49f 561 670/14-A Mean,Lin- CD49f 561 670/14-A Median,Lin- CD38 561 780/60-A Mean,Lin- CD38 561 780/60-A Median,Lin- Lineage 488 530/30-A Mean,Lin- Lineage 488 530/30-A Median,Lin- CD7_CD10 V405 450/50-A Mean,Lin- CD7_CD10 V405 450/50-A Median,Lin- Live V405 525/50-A Mean,Lin- Live V405 525/50-A Median,Lin- CD45 V405 780/60-A Mean,Lin- CD45 V405 780/60-A Median,Lin- Time Mean,Lin- Time Median,CD33- #Events,CD33- %Parent,CD33- FSC-A Mean,CD33- FSC-A Median,CD33- FSC-W Mean,CD33- FSC-W Median,CD33- SSC-A Mean,CD33- SSC-A Median,CD33- CD33 640 670/30-A Mean,CD33- CD33 640 670/30-A Median,CD33- CD45RA 640 730/45-A Mean,CD33- CD45RA 640 730/45-A Median,CD33- CD34 640 780/60-A Mean,CD33- CD34 640 780/60-A Median,CD33- CD90 561 582/15-A Mean,CD33- CD90 561 582/15-A Median,CD33- CD49f 561 670/14-A Mean,CD33- CD49f 561 670/14-A Median,CD33- CD38 561 780/60-A Mean,CD33- CD38 561 780/60-A Median,CD33- Lineage 488 530/30-A Mean,CD33- Lineage 488 530/30-A Median,CD33- CD7_CD10 V405 450/50-A Mean,CD33- CD7_CD10 V405 450/50-A Median,CD33- Live V405 525/50-A Mean,CD33- Live V405 525/50-A Median,CD33- CD45 V405 780/60-A Mean,CD33- CD45 V405 780/60-A Median,CD33- Time Mean,CD33- Time Median,CD34+/CD45+ #Events,CD34+/CD45+ %Parent,CD34+/CD45+ FSC-A Mean,CD34+/CD45+ FSC-A Median,CD34+/CD45+ FSC-W Mean,CD34+/CD45+ FSC-W Median,CD34+/CD45+ SSC-A Mean,CD34+/CD45+ SSC-A Median,CD34+/CD45+ CD33 640 670/30-A Mean,CD34+/CD45+ CD33 640 670/30-A Median,CD34+/CD45+ CD45RA 640 730/45-A Mean,CD34+/CD45+ CD45RA 640 730/45-A Median,CD34+/CD45+ CD34 640 780/60-A Mean,CD34+/CD45+ CD34 640 780/60-A Median,CD34+/CD45+ CD90 561 582/15-A Mean,CD34+/CD45+ CD90 561 582/15-A Median,CD34+/CD45+ CD49f 561 670/14-A Mean,CD34+/CD45+ CD49f 561 670/14-A Median,CD34+/CD45+ CD38 561 780/60-A Mean,CD34+/CD45+ CD38 561 780/60-A Median,CD34+/CD45+ Lineage 488 530/30-A Mean,CD34+/CD45+ Lineage 488 530/30-A Median,CD34+/CD45+ CD7_CD10 V405 450/50-A Mean,CD34+/CD45+ CD7_CD10 V405 450/50-A Median,CD34+/CD45+ Live V405 525/50-A Mean,CD34+/CD45+ Live V405 525/50-A Median,CD34+/CD45+ CD45 V405 780/60-A Mean,CD34+/CD45+ CD45 V405 780/60-A Median,CD34+/CD45+ Time Mean,CD34+/CD45+ Time Median,CD34+/CD38- #Events,CD34+/CD38- %Parent,CD34+/CD38- FSC-A Mean,CD34+/CD38- FSC-A Median,CD34+/CD38- FSC-W Mean,CD34+/CD38- FSC-W Median,CD34+/CD38- SSC-A Mean,CD34+/CD38- SSC-A Median,CD34+/CD38- CD33 640 670/30-A Mean,CD34+/CD38- CD33 640 670/30-A Median,CD34+/CD38- CD45RA 640 730/45-A Mean,CD34+/CD38- CD45RA 640 730/45-A Median,CD34+/CD38- CD34 640 780/60-A Mean,CD34+/CD38- CD34 640 780/60-A Median,CD34+/CD38- CD90 561 582/15-A Mean,CD34+/CD38- CD90 561 582/15-A Median,CD34+/CD38- CD49f 561 670/14-A Mean,CD34+/CD38- CD49f 561 670/14-A Median,CD34+/CD38- CD38 561 780/60-A Mean,CD34+/CD38- CD38 561 780/60-A Median,CD34+/CD38- Lineage 488 530/30-A Mean,CD34+/CD38- Lineage 488 530/30-A Median,CD34+/CD38- CD7_CD10 V405 450/50-A Mean,CD34+/CD38- CD7_CD10 V405 450/50-A Median,CD34+/CD38- Live V405 525/50-A Mean,CD34+/CD38- Live V405 525/50-A Median,CD34+/CD38- CD45 V405 780/60-A Mean,CD34+/CD38- CD45 V405 780/60-A Median,CD34+/CD38- Time Mean,CD34+/CD38- Time Median,CD90+ HSC #Events,CD90+ HSC %Parent,CD90+ HSC FSC-A Mean,CD90+ HSC FSC-A Median,CD90+ HSC FSC-W Mean,CD90+ HSC FSC-W Median,CD90+ HSC SSC-A Mean,CD90+ HSC SSC-A Median,CD90+ HSC CD33 640 670/30-A Mean,CD90+ HSC CD33 640 670/30-A Median,CD90+ HSC CD45RA 640 730/45-A Mean,CD90+ HSC CD45RA 640 730/45-A Median,CD90+ HSC CD34 640 780/60-A Mean,CD90+ HSC CD34 640 780/60-A Median,CD90+ HSC CD90 561 582/15-A Mean,CD90+ HSC CD90 561 582/15-A Median,CD90+ HSC CD49f 561 670/14-A Mean,CD90+ HSC CD49f 561 670/14-A Median,CD90+ HSC CD38 561 780/60-A Mean,CD90+ HSC CD38 561 780/60-A Median,CD90+ HSC Lineage 488 530/30-A Mean,CD90+ HSC Lineage 488 530/30-A Median,CD90+ HSC CD7_CD10 V405 450/50-A Mean,CD90+ HSC CD7_CD10 V405 450/50-A Median,CD90+ HSC Live V405 525/50-A Mean,CD90+ HSC Live V405 525/50-A Median,CD90+ HSC CD45 V405 780/60-A Mean,CD90+ HSC CD45 V405 780/60-A Median,CD90+ HSC Time Mean,CD90+ HSC Time Median
A1,1,,"149,210","149,210","89,382","89,382","88,201","88,201",239,239,120,120,"4,240","4,240",999,999,693,693,417,417,134,134,43,43,222,222,"1,139","1,139","2,935","2,935",1,100,"149,210","149,210","89,382","89,382","88,201","88,201",239,239,120,120,"4,240","4,240",999,999,693,693,417,417,134,134,43,43,222,222,"1,139","1,139","2,935","2,935",1,100,"149,210","149,210","89,382","89,382","88,201","88,201",239,239,120,120,"4,240","4,240",999,999,693,693,417,417,134,134,43,43,222,222,"1,139","1,139","2,935","2,935",1,100,"149,210","149,210","89,382","89,382","88,201","88,201",239,239,120,120,"4,240","4,240",999,999,693,693,417,417,134,134,43,43,222,222,"1,139","1,139","2,935","2,935",1,100,"149,210","149,210","89,382","89,382","88,201","88,201",239,239,120,120,"4,240","4,240",999,999,693,693,417,417,134,134,43,43,222,222,"1,139","1,139","2,935","2,935",1,100,"149,210","149,210","89,382","89,382","88,201","88,201",239,239,120,120,"4,240","4,240",999,999,693,693,417,417,134,134,43,43,222,222,"1,139","1,139","2,935","2,935",1,100,"149,210","149,210","89,382","89,382","88,201","88,201",239,239,120,120,"4,240","4,240",999,999,693,693,417,417,134,134,43,43,222,222,"1,139","1,139","2,935","2,935",1,100,"149,210","149,210","89,382","89,382","88,201","88,201",239,239,120,120,"4,240","4,240",999,999,693,693,417,417,134,134,43,43,222,222,"1,139","1,139","2,935","2,935",1,100,"149,210","149,210","89,382","89,382","88,201","88,201",239,239,120,120,"4,240","4,240",999,999,693,693,417,417,134,134,43,43,222,222,"1,139","1,139","2,935","2,935"
A2,1,,"145,418","145,418","92,971","92,971","100,255","100,255",180,180,75,75,"3,744","3,744",867,867,"2,140","2,140",100,100,113,113,14,14,276,276,"1,664","1,664","3,207","3,207",1,100,"145,418","145,418","92,971","92,971","100,255","100,255",180,180,75,75,"3,744","3,744",867,867,"2,140","2,140",100,100,113,113,14,14,276,276,"1,664","1,664","3,207","3,207",1,100,"145,418","145,418","92,971","92,971","100,255","100,255",180,180,75,75,"3,744","3,744",867,867,"2,140","2,140",100,100,113,113,14,14,276,276,"1,664","1,664","3,207","3,207",1,100,"145,418","145,418","92,971","92,971","100,255","100,255",180,180,75,75,"3,744","3,744",867,867,"2,140","2,140",100,100,113,113,14,14,276,276,"1,664","1,664","3,207","3,207",1,100,"145,418","145,418","92,971","92,971","100,255","100,255",180,180,75,75,"3,744","3,744",867,867,"2,140","2,140",100,100,113,113,14,14,276,276,"1,664","1,664","3,207","3,207",1,100,"145,418","145,418","92,971","92,971","100,255","100,255",180,180,75,75,"3,744","3,744",867,867,"2,140","2,140",100,100,113,113,14,14,276,276,"1,664","1,664","3,207","3,207",1,100,"145,418","145,418","92,971","92,971","100,255","100,255",180,180,75,75,"3,744","3,744",867,867,"2,140","2,140",100,100,113,113,14,14,276,276,"1,664","1,664","3,207","3,207",1,100,"145,418","145,418","92,971","92,971","100,255","100,255",180,180,75,75,"3,744","3,744",867,867,"2,140","2,140",100,100,113,113,14,14,276,276,"1,664","1,664","3,207","3,207",1,100,"145,418","145,418","92,971","92,971","100,255","100,255",180,180,75,75,"3,744","3,744",867,867,"2,140","2,140",100,100,113,113,14,14,276,276,"1,664","1,664","3,207","3,207"
A3,1,,"161,435","161,435","92,295","92,295","105,040","105,040",60,60,151,151,"3,628","3,628","1,350","1,350","1,284","1,284",598,598,220,220,73,73,546,546,"2,386","2,386","3,644","3,644",1,100,"161,435","161,435","92,295","92,295","105,040","105,040",60,60,151,151,"3,628","3,628","1,350","1,350","1,284","1,284",598,598,220,220,73,73,546,546,"2,386","2,386","3,644","3,644",1,100,"161,435","161,435","92,295","92,295","105,040","105,040",60,60,151,151,"3,628","3,628","1,350","1,350","1,284","1,284",598,598,220,220,73,73,546,546,"2,386","2,386","3,644","3,644",1,100,"161,435","161,435","92,295","92,295","105,040","105,040",60,60,151,151,"3,628","3,628","1,350","1,350","1,284","1,284",598,598,220,220,73,73,546,546,"2,386","2,386","3,644","3,644",1,100,"161,435","161,435","92,295","92,295","105,040","105,040",60,60,151,151,"3,628","3,628","1,350","1,350","1,284","1,284",598,598,220,220,73,73,546,546,"2,386","2,386","3,644","3,644",1,100,"161,435","161,435","92,295","92,295","105,040","105,040",60,60,151,151,"3,628","3,628","1,350","1,350","1,284","1,284",598,598,220,220,73,73,546,546,"2,386","2,386","3,644","3,644",1,100,"161,435","161,435","92,295","92,295","105,040","105,040",60,60,151,151,"3,628","3,628","1,350","1,350","1,284","1,284",598,598,220,220,73,73,546,546,"2,386","2,386","3,644","3,644",1,100,"161,435","161,435","92,295","92,295","105,040","105,040",60,60,151,151,"3,628","3,628","1,350","1,350","1,284","1,284",598,598,220,220,73,73,546,546,"2,386","2,386","3,644","3,644",1,100,"161,435","161,435","92,295","92,295","105,040","105,040",60,60,151,151,"3,628","3,628","1,350","1,350","1,284","1,284",598,598,220,220,73,73,546,546,"2,386","2,386","3,644","3,644"
A4,1,,"158,452","158,452","89,609","89,609","105,134","105,134",295,295,47,47,"4,255","4,255","1,503","1,503",780,780,820,820,153,153,66,66,460,460,"1,436","1,436","4,836","4,836",1,100,"158,452","158,452","89,609","89,609","105,134","105,134",295,295,47,47,"4,255","4,255","1,503","1,503",780,780,820,820,153,153,66,66,460,460,"1,436","1,436","4,836","4,836",1,100,"158,452","158,452","89,609","89,609","105,134","105,134",295,295,47,47,"4,255","4,255","1,503","1,503",780,780,820,820,153,153,66,66,460,460,"1,436","1,436","4,836","4,836",1,100,"158,452","158,452","89,609","89,609","105,134","105,134",295,295,47,47,"4,255","4,255","1,503","1,503",780,780,820,820,153,153,66,66,460,460,"1,436","1,436","4,836","4,836",1,100,"158,452","158,452","89,609","89,609","105,134","105,134",295,295,47,47,"4,255","4,255","1,503","1,503",780,780,820,820,153,153,66,66,460,460,"1,436","1,436","4,836","4,836",1,100,"158,452","158,452","89,609","89,609","105,134","105,134",295,295,47,47,"4,255","4,255","1,503","1,503",780,780,820,820,153,153,66,66,460,460,"1,436","1,436","4,836","4,836",1,100,"158,452","158,452","89,609","89,609","105,134","105,134",295,295,47,47,"4,255","4,255","1,503","1,503",780,780,820,820,153,153,66,66,460,460,"1,436","1,436","4,836","4,836",1,100,"158,452","158,452","89,609","89,609","105,134","105,134",295,295,47,47,"4,255","4,255","1,503","1,503",780,780,820,820,153,153,66,66,460,460,"1,436","1,436","4,836","4,836",1,100,"158,452","158,452","89,609","89,609","105,134","105,134",295,295,47,47,"4,255","4,255","1,503","1,503",780,780,820,820,153,153,66,66,460,460,"1,436","1,436","4,836","4,836"
A5,1,,"155,024","155,024","90,476","90,476","86,998","86,998",148,148,150,150,"5,686","5,686",825,825,"1,614","1,614",342,342,117,117,119,119,411,411,"1,479","1,479","5,174","5,174",1,100,"155,024","155,024","90,476","90,476","86,998","86,998",148,148,150,150,"5,686","5,686",825,825,"1,614","1,614",342,342,117,117,119,119,411,411,"1,479","1,479","5,174","5,174",1,100,"155,024","155,024","90,476","90,476","86,998","86,998",148,148,150,150,"5,686","5,686",825,825,"1,614","1,614",342,342,117,117,119,119,411,411,"1,479","1,479","5,174","5,174",1,100,"155,024","155,024","90,476","90,476","86,998","86,998",148,148,150,150,"5,686","5,686",825,825,"1,614","1,614",342,342,117,117,119,119,411,411,"1,479","1,479","5,174","5,174",1,100,"155,024","155,024","90,476","90,476","86,998","86,998",148,148,150,150,"5,686","5,686",825,825,"1,614","1,614",342,342,117,117,119,119,411,411,"1,479","1,479","5,174","5,174",1,100,"155,024","155,024","90,476","90,476","86,998","86,998",148,148,150,150,"5,686","5,686",825,825,"1,614","1,614",342,342,117,117,119,119,411,411,"1,479","1,479","5,174","5,174",1,100,"155,024","155,024","90,476","90,476","86,998","86,998",148,148,150,150,"5,686","5,686",825,825,"1,614","1,614",342,342,117,117,119,119,411,411,"1,479","1,479","5,174","5,174",1,100,"155,024","155,024","90,476","90,476","86,998","86,998",148,148,150,150,"5,686","5,686",825,825,"1,614","1,614",342,342,117,117,119,119,411,411,"1,479","1,479","5,174","5,174",1,100,"155,024","155,024","90,476","90,476","86,998","86,998",148,148,150,150,"5,686","5,686",825,825,"1,614","1,614",342,342,117,117,119,119,411,411,"1,479","1,479","5,174","5,174"
A6,1,,"157,049","157,049","92,173","92,173","82,742","82,742",141,141,147,147,"3,959","3,959",414,414,"2,819","2,819",364,364,149,149,119,119,460,460,"2,190","2,190","5,394","5,394",1,100,"157,049","157,049","92,173","92,173","82,742","82,742",141,141,147,147,"3,959","3,959",414,414,"2,819","2,819",364,364,149,149,119,119,460,460,"2,190","2,190","5,394","5,394",1,100,"157,049","157,049","92,173","92,173","82,742","82,742",141,141,147,147,"3,959","3,959",414,414,"2,819","2,819",364,364,149,149,119,119,460,460,"2,190","2,190","5,394","5,394",1,100,"157,049","157,049","92,173","92,173","82,742","82,742",141,141,147,147,"3,959","3,959",414,414,"2,819","2,819",364,364,149,149,119,119,460,460,"2,190","2,190","5,394","5,394",1,100,"157,049","157,049","92,173","92,173","82,742","82,742",141,141,147,147,"3,959","3,959",414,414,"2,819","2,819",364,364,149,149,119,119,460,460,"2,190","2,190","5,394","5,394",1,100,"157,049","157,049","92,173","92,173","82,742","82,742",141,141,147,147,"3,959","3,959",414,414,"2,819","2,819",364,364,149,149,119,119,460,460,"2,190","2,190","5,394","5,394",1,100,"157,049","157,049","92,173","92,173","82,742","82,742",141,141,147,147,"3,959","3,959",414,414,"2,819","2,819",364,364,149,149,119,119,460,460,"2,190","2,190","5,394","5,394",1,100,"157,049","157,049","92,173","92,173","82,742","82,742",141,141,147,147,"3,959","3,959",414,414,"2,819","2,819",364,364,149,149,119,119,460,460,"2,190","2,190","5,394","5,394",1,100,"157,049","157,049","92,173","92,173","82,742","82,742",141,141,147,147,"3,959","3,959",414,414,"2,819","2,819",364,364,149,149,119,119,460,460,"2,190","2,190","5,394","5,394"
A7,1,,"128,448","128,448","94,916","94,916","102,886","102,886",231,231,83,83,"2,577","2,577","5,163","5,163",696,696,664,664,114,114,25,25,608,608,"2,238","2,238","7,587","7,587",1,100,"128,448","128,448","94,916","94,916","102,886","102,886",231,231,83,83,"2,577","2,577","5,163","5,163",696,696,664,664,114,114,25,25,608,608,"2,238","2,238","7,587","7,587",1,100,"128,448","128,448","94,916","94,916","102,886","102,886",231,231,83,83,"2,577","2,577","5,163","5,163",696,696,664,664,114,114,25,25,608,608,"2,238","2,238","7,587","7,587",1,100,"128,448","128,448","94,916","94,916","102,886","102,886",231,231,83,83,"2,577","2,577","5,163","5,163",696,696,664,664,114,114,25,25,608,608,"2,238","2,238","7,587","7,587",1,100,"128,448","128,448","94,916","94,916","102,886","102,886",231,231,83,83,"2,577","2,577","5,163","5,163",696,696,664,664,114,114,25,25,608,608,"2,238","2,238","7,587","7,587",1,100,"128,448","128,448","94,916","94,916","102,886","102,886",231,231,83,83,"2,577","2,577","5,163","5,163",696,696,664,664,114,114,25,25,608,608,"2,238","2,238","7,587","7,587",1,100,"128,448","128,448","94,916","94,916","102,886","102,886",231,231,83,83,"2,577","2,577","5,163","5,163",696,696,664,664,114,114,25,25,608,608,"2,238","2,238","7,587","7,587",1,100,"128,448","128,448","94,916","94,916","102,886","102,886",231,231,83,83,"2,577","2,577","5,163","5,163",696,696,664,664,114,114,25,25,608,608,"2,238","2,238","7,587","7,587",1,100,"128,448","128,448","94,916","94,916","102,886","102,886",231,231,83,83,"2,577","2,577","5,163","5,163",696,696,664,664,114,114,25,25,608,608,"2,238","2,238","7,587","7,587"
A8,1,,"109,884","109,884","88,015","88,015","55,986","55,986",68,68,94,94,"4,268","4,268","14,038","14,038","1,092","1,092",96,96,304,304,109,109,432,432,"1,006","1,006","9,455","9,455",1,100,"109,884","109,884","88,015","88,015","55,986","55,986",68,68,94,94,"4,268","4,268","14,038","14,038","1,092","1,092",96,96,304,304,109,109,432,432,"1,006","1,006","9,455","9,455",1,100,"109,884","109,884","88,015","88,015","55,986","55,986",68,68,94,94,"4,268","4,268","14,038","14,038","1,092","1,092",96,96,304,304,109,109,432,432,"1,006","1,006","9,455","9,455",1,100,"109,884","109,884","88,015","88,015","55,986","55,986",68,68,94,94,"4,268","4,268","14,038","14,038","1,092","1,092",96,96,304,304,109,109,432,432,"1,006","1,006","9,455","9,455",1,100,"109,884","109,884","88,015","88,015","55,986","55,986",68,68,94,94,"4,268","4,268","14,038","14,038","1,092","1,092",96,96,304,304,109,109,432,432,"1,006","1,006","9,455","9,455",1,100,"109,884","109,884","88,015","88,015","55,986","55,986",68,68,94,94,"4,268","4,268","14,038","14,038","1,092","1,092",96,96,304,304,109,109,432,432,"1,006","1,006","9,455","9,455",1,100,"109,884","109,884","88,015","88,015","55,986","55,986",68,68,94,94,"4,268","4,268","14,038","14,038","1,092","1,092",96,96,304,304,109,109,432,432,"1,006","1,006","9,455","9,455",1,100,"109,884","109,884","88,015","88,015","55,986","55,986",68,68,94,94,"4,268","4,268","14,038","14,038","1,092","1,092",96,96,304,304,109,109,432,432,"1,006","1,006","9,455","9,455",1,100,"109,884","109,884","88,015","88,015","55,986","55,986",68,68,94,94,"4,268","4,268","14,038","14,038","1,092","1,092",96,96,304,304,109,109,432,432,"1,006","1,006","9,455","9,455"
A9,1,,"128,792","128,792","83,821","83,821","72,629","72,629",123,123,121,121,"3,515","3,515","1,259","1,259",913,913,865,865,255,255,15,15,347,347,"1,655","1,655","10,793","10,793",1,100,"128,792","128,792","83,821","83,821","72,629","72,629",123,123,121,121,"3,515","3,515","1,259","1,259",913,913,865,865,255,255,15,15,347,347,"1,655","1,655","10,793","10,793",1,100,"128,792","128,792","83,821","83,821","72,629","72,629",123,123,121,121,"3,515","3,515","1,259","1,259",913,913,865,865,255,255,15,15,347,347,"1,655","1,655","10,793","10,793",1,100,"128,792","128,792","83,821","83,821","72,629","72,629",123,123,121,121,"3,515","3,515","1,259","1,259",913,913,865,865,255,255,15,15,347,347,"1,655","1,655","10,793","10,793",1,100,"128,792","128,792","83,821","83,821","72,629","72,629",123,123,121,121,"3,515","3,515","1,259","1,259",913,913,865,865,255,255,15,15,347,347,"1,655","1,655","10,793","10,793",1,100,"128,792","128,792","83,821","83,821","72,629","72,629",123,123,121,121,"3,515","3,515","1,259","1,259",913,913,865,865,255,255,15,15,347,347,"1,655","1,655","10,793","10,793",1,100,"128,792","128,792","83,821","83,821","72,629","72,629",123,123,121,121,"3,515","3,515","1,259","1,259",913,913,865,865,255,255,15,15,347,347,"1,655","1,655","10,793","10,793",1,100,"128,792","128,792","83,821","83,821","72,629","72,629",123,123,121,121,"3,515","3,515","1,259","1,259",913,913,865,865,255,255,15,15,347,347,"1,655","1,655","10,793","10,793",1,100,"128,792","128,792","83,821","83,821","72,629","72,629",123,123,121,121,"3,515","3,515","1,259","1,259",913,913,865,865,255,255,15,15,347,347,"1,655","1,655","10,793","10,793"
A10,1,,"144,136","144,136","88,715","88,715","86,315","86,315",96,96,6,6,"3,894","3,894","2,578","2,578","1,030","1,030",291,291,138,138,60,60,415,415,"1,558","1,558","11,408","11,408",1,100,"144,136","144,136","88,715","88,715","86,315","86,315",96,96,6,6,"3,894","3,894","2,578","2,578","1,030","1,030",291,291,138,138,60,60,415,415,"1,558","1,558","11,408","11,408",1,100,"144,136","144,136","88,715","88,715","86,315","86,315",96,96,6,6,"3,894","3,894","2,578","2,578","1,030","1,030",291,291,138,138,60,60,415,415,"1,558","1,558","11,408","11,408",1,100,"144,136","144,136","88,715","88,715","86,315","86,315",96,96,6,6,"3,894","3,894","2,578","2,578","1,030","1,030",291,291,138,138,60,60,415,415,"1,558","1,558","11,408","11,408",1,100,"144,136","144,136","88,715","88,715","86,315","86,315",96,96,6,6,"3,894","3,894","2,578","2,578","1,030","1,030",291,291,138,138,60,60,415,415,"1,558","1,558","11,408","11,408",1,100,"144,136","144,136","88,715","88,715","86,315","86,315",96,96,6,6,"3,894","3,894","2,578","2,578","1,030","1,030",291,291,138,138,60,60,415,415,"1,558","1,558","11,408","11,408",1,100,"144,136","144,136","88,715","88,715","86,315","86,315",96,96,6,6,"3,894","3,894","2,578","2,578","1,030","1,030",291,291,138,138,60,60,415,415,"1,558","1,558","11,408","11,408",1,100,"144,136","144,136","88,715","88,715","86,315","86,315",96,96,6,6,"3,894","3,894","2,578","2,578","1,030","1,030",291,291,138,138,60,60,415,415,"1,558","1,558","11,408","11,408",1,100,"144,136","144,136","88,715","88,715","86,315","86,315",96,96,6,6,"3,894","3,894","2,578","2,578","1,030","1,030",291,291,138,138,60,60,415,415,"1,558","1,558","11,408","11,408"
