Well,All Events #Events,All Events %Parent,All Events FSC-A Mean,All Events FSC-A Median,All Events FSC-W Mean,All Events FSC-W Median,All Events SSC-A Mean,All Events SSC-A Median,All Events CD33 640 670/30-A Mean,All Events CD33 640 670/30-A Median,All Events CD45RA 640 730/45-A Mean,All Events CD45RA 640 730/45-A Median,All Events CD34 640 780/60-A Mean,All Events CD34 640 780/60-A Median,All Events CD90 561 582/15-A Mean,All Events CD90 561 582/15-A Median,All Events CD49f 561 670/14-A Mean,All Events CD49f 561 670/14-A Median,All Events CD38 561 780/60-A Mean,All Events CD38 561 780/60-A Median,All Events Lineage 488 530/30-A Mean,All Events Lineage 488 530/30-A Median,All Events CD7_CD10 V405 450/50-A Mean,All Events CD7_CD10 V405 450/50-A Median,All Events Live V405 525/50-A Mean,All Events Live V405 525/50-A Median,All Events CD45 V405 780/60-A Mean,All Events CD45 V405 780/60-A Median,All Events Time Mean,All Events Time Median,Cells #Events,Cells %Parent,Cells FSC-A Mean,Cells FSC-A Median,Cells FSC-W Mean,Cells FSC-W Median,Cells SSC-A Mean,Cells SSC-A Median,Cells CD33 640 670/30-A Mean,Cells CD33 640 670/30-A Median,Cells CD45RA 640 730/45-A Mean,Cells CD45RA 640 730/45-A Median,Cells CD34 640 780/60-A Mean,Cells CD34 640 780/60-A Median,Cells CD90 561 582/15-A Mean,Cells CD90 561 582/15-A Median,Cells CD49f 561 670/14-A Mean,Cells CD49f 561 670/14-A Median,Cells CD38 561 780/60-A Mean,Cells CD38 561 780/60-A Median,Cells Lineage 488 530/30-A Mean,Cells Lineage 488 530/30-A Median,Cells CD7_CD10 V405 450/50-A Mean,Cells CD7_CD10 V405 450/50-A Median,Cells Live V405 525/50-A Mean,Cells Live V405 525/50-A Median,Cells CD45 V405 780/60-A Mean,Cells CD45 V405 780/60-A Median,Cells Time Mean,Cells Time Median,Singlets #Events,Singlets %Parent,Singlets FSC-A Mean,Singlets FSC-A Median,Singlets FSC-W Mean,Singlets FSC-W Median,Singlets SSC-A Mean,Singlets SSC-A Median,Singlets CD33 640 670/30-A Mean,Singlets CD33 640 670/30-A Median,Singlets CD45RA 640 730/45-A Mean,Singlets CD45RA 640 730/45-A Median,Singlets CD34 640 780/60-A Mean,Singlets CD34 640 780/60-A Median,Singlets CD90 561 582/15-A Mean,Singlets CD90 561 582/15-A Median,Singlets CD49f 561 670/14-A Mean,Singlets CD49f 561 670/14-A Median,Singlets CD38 561 780/60-A Mean,Singlets CD38 561 780/60-A Median,Singlets Lineage 488 530/30-A Mean,Singlets Lineage 488 530/30-A Median,Singlets CD7_CD10 V405 450/50-A Mean,Singlets CD7_CD10 V405 450/50-A Median,Singlets Live V405 525/50-A Mean,Singlets Live V405 525/50-A Median,Singlets CD45 V405 780/60-A Mean,Singlets CD45 V405 780/60-A Median,Singlets Time Mean,Singlets Time Median,Live #Events,Live %Parent,Live FSC-A Mean,Live FSC-A Median,Live FSC-W Mean,Live FSC-W Median,Live SSC-A Mean,Live SSC-A Median,Live CD33 640 670/30-A Mean,Live CD33 640 670/30-A Median,Live CD45RA 640 730/45-A Mean,Live CD45RA 640 730/45-A Median,Live CD34 640 780/60-A Mean,Live CD34 640 780/60-A Median,Live CD90 561 582/15-A Mean,Live CD90 561 582/15-A Median,Live CD49f 561 670/14-A Mean,Live CD49f 561 670/14-A Median,Live CD38 561 780/60-A Mean,Live CD38 561 780/60-A Median,Live Lineage 488 530/30-A Mean,Live Lineage 488 530/30-A Median,Live CD7_CD10 V405 450/50-A Mean,Live CD7_CD10 V405 450/50-A Median,Live Live V405 525/50-A Mean,Live Live V405 525/50-A Median,Live CD45 V405 780/60-A Mean,Live CD45 V405 780/60-A Median,Live Time Mean,Live Time Median,Lin- #Events,Lin- %Parent,Lin- FSC-A Mean,Lin- FSC-A Median,Lin- FSC-W Mean,Lin- FSC-W Median,Lin- SSC-A Mean,Lin- SSC-A Median,Lin- CD33 640 670/30-A Mean,Lin- CD33 640 670/30-A Median,Lin- CD45RA 640 730/45-A Mean,Lin- CD45RA 640 730/45-A Median,Lin- CD34 640 780/60-A Mean,Lin- CD34 640 780/60-A Median,Lin- CD90 561 582/15-A Mean,Lin- CD90 561 582/15-A Median,Lin- CD49f 561 670/14-A Mean,Lin- CD49f 561 670/14-A Median,Lin- CD38 561 780/60-A Mean,Lin- CD38 561 780/60-A Median,Lin- Lineage 488 530/30-A Mean,Lin- Lineage 488 530/30-A Median,Lin- CD7_CD10 V405 450/50-A Mean,Lin- CD7_CD10 V405 450/50-A Median,Lin- Live V405 525/50-A Mean,Lin- Live V405 525/50-A Median,Lin- CD45 V405 780/60-A Mean,Lin- CD45 V405 780/60-A Median,Lin- Time Mean,Lin- Time Median,CD33- #Events,CD33- %Parent,CD33- FSC-A Mean,CD33- FSC-A Median,CD33- FSC-W Mean,CD33- FSC-W Median,CD33- SSC-A Mean,CD33- SSC-A Median,CD33- CD33 640 670/30-A Mean,CD33- CD33 640 670/30-A Median,CD33- CD45RA 640 730/45-A Mean,CD33- CD45RA 640 730/45-A Median,CD33- CD34 640 780/60-A Mean,CD33- CD34 640 780/60-A Median,CD33- CD90 561 582/15-A Mean,CD33- CD90 561 582/15-A Median,CD33- CD49f 561 670/14-A Mean,CD33- CD49f 561 670/14-A Median,CD33- CD38 561 780/60-A Mean,CD33- CD38 561 780/60-A Median,CD33- Lineage 488 530/30-A Mean,CD33- Lineage 488 530/30-A Median,CD33- CD7_CD10 V405 450/50-A Mean,CD33- CD7_CD10 V405 450/50-A Median,CD33- Live V405 525/50-A Mean,CD33- Live V405 525/50-A Median,CD33- CD45 V405 780/60-A Mean,CD33- CD45 V405 780/60-A Median,CD33- Time Mean,CD33- Time Median,CD34+/CD45+ #Events,CD34+/CD45+ %Parent,CD34+/CD45+ FSC-A Mean,CD34+/CD45+ FSC-A Median,CD34+/CD45+ FSC-W Mean,CD34+/CD45+ FSC-W Median,CD34+/CD45+ SSC-A Mean,CD34+/CD45+ SSC-A Median,CD34+/CD45+ CD33 640 670/30-A Mean,CD34+/CD45+ CD33 640 670/30-A Median,CD34+/CD45+ CD45RA 640 730/45-A Mean,CD34+/CD45+ CD45RA 640 730/45-A Median,CD34+/CD45+ CD34 640 780/60-A Mean,CD34+/CD45+ CD34 640 780/60-A Median,CD34+/CD45+ CD90 561 582/15-A Mean,CD34+/CD45+ CD90 561 582/15-A Median,CD34+/CD45+ CD49f 561 670/14-A Mean,CD34+/CD45+ CD49f 561 670/14-A Median,CD34+/CD45+ CD38 561 780/60-A Mean,CD34+/CD45+ CD38 561 780/60-A Median,CD34+/CD45+ Lineage 488 530/30-A Mean,CD34+/CD45+ Lineage 488 530/30-A Median,CD34+/CD45+ CD7_CD10 V405 450/50-A Mean,CD34+/CD45+ CD7_CD10 V405 450/50-A Median,CD34+/CD45+ Live V405 525/50-A Mean,CD34+/CD45+ Live V405 525/50-A Median,CD34+/CD45+ CD45 V405 780/60-A Mean,CD34+/CD45+ CD45 V405 780/60-A Median,CD34+/CD45+ Time Mean,CD34+/CD45+ Time Median,CD34+/CD38- #Events,CD34+/CD38- %Parent,CD34+/CD38- FSC-A Mean,CD34+/CD38- FSC-A Median,CD34+/CD38- FSC-W Mean,CD34+/CD38- FSC-W Median,CD34+/CD38- SSC-A Mean,CD34+/CD38- SSC-A Median,CD34+/CD38- CD33 640 670/30-A Mean,CD34+/CD38- CD33 640 670/30-A Median,CD34+/CD38- CD45RA 640 730/45-A Mean,CD34+/CD38- CD45RA 640 730/45-A Median,CD34+/CD38- CD34 640 780/60-A Mean,CD34+/CD38- CD34 640 780/60-A Median,CD34+/CD38- CD90 561 582/15-A Mean,CD34+/CD38- CD90 561 582/15-A Median,CD34+/CD38- CD49f 561 670/14-A Mean,CD34+/CD38- CD49f 561 670/14-A Median,CD34+/CD38- CD38 561 780/60-A Mean,CD34+/CD38- CD38 561 780/60-A Median,CD34+/CD38- Lineage 488 530/30-A Mean,CD34+/CD38- Lineage 488 530/30-A Median,CD34+/CD38- CD7_CD10 V405 450/50-A Mean,CD34+/CD38- CD7_CD10 V405 450/50-A Median,CD34+/CD38- Live V405 525/50-A Mean,CD34+/CD38- Live V405 525/50-A Median,CD34+/CD38- CD45 V405 780/60-A Mean,CD34+/CD38- CD45 V405 780/60-A Median,CD34+/CD38- Time Mean,CD34+/CD38- Time Median,CD90+ HSC #Events,CD90+ HSC %Parent,CD90+ HSC FSC-A Mean,CD90+ HSC FSC-A Median,CD90+ HSC FSC-W Mean,CD90+ HSC FSC-W Median,CD90+ HSC SSC-A Mean,CD90+ HSC SSC-A Median,CD90+ HSC CD33 640 670/30-A Mean,CD90+ HSC CD33 640 670/30-A Median,CD90+ HSC CD45RA 640 730/45-A Mean,CD90+ HSC CD45RA 640 730/45-A Median,CD90+ HSC CD34 640 780/60-A Mean,CD90+ HSC CD34 640 780/60-A Median,CD90+ HSC CD90 561 582/15-A Mean,CD90+ HSC CD90 561 582/15-A Median,CD90+ HSC CD49f 561 670/14-A Mean,CD90+ HSC CD49f 561 670/14-A Median,CD90+ HSC CD38 561 780/60-A Mean,CD90+ HSC CD38 561 780/60-A Median,CD90+ HSC Lineage 488 530/30-A Mean,CD90+ HSC Lineage 488 530/30-A Median,CD90+ HSC CD7_CD10 V405 450/50-A Mean,CD90+ HSC CD7_CD10 V405 450/50-A Median,CD90+ HSC Live V405 525/50-A Mean,CD90+ HSC Live V405 525/50-A Median,CD90+ HSC CD45 V405 780/60-A Mean,CD90+ HSC CD45 V405 780/60-A Median,CD90+ HSC Time Mean,CD90+ HSC Time Median
A1,1,,"144,746","144,746","91,151","91,151","97,883","97,883",111,111,82,82,"6,720","6,720","3,369","3,369","2,602","2,602",385,385,143,143,194,194,439,439,"2,099","2,099","1,702","1,702",1,100,"144,746","144,746","91,151","91,151","97,883","97,883",111,111,82,82,"6,720","6,720","3,369","3,369","2,602","2,602",385,385,143,143,194,194,439,439,"2,099","2,099","1,702","1,702",1,100,"144,746","144,746","91,151","91,151","97,883","97,883",111,111,82,82,"6,720","6,720","3,369","3,369","2,602","2,602",385,385,143,143,194,194,439,439,"2,099","2,099","1,702","1,702",1,100,"144,746","144,746","91,151","91,151","97,883","97,883",111,111,82,82,"6,720","6,720","3,369","3,369","2,602","2,602",385,385,143,143,194,194,439,439,"2,099","2,099","1,702","1,702",1,100,"144,746","144,746","91,151","91,151","97,883","97,883",111,111,82,82,"6,720","6,720","3,369","3,369","2,602","2,602",385,385,143,143,194,194,439,439,"2,099","2,099","1,702","1,702",1,100,"144,746","144,746","91,151","91,151","97,883","97,883",111,111,82,82,"6,720","6,720","3,369","3,369","2,602","2,602",385,385,143,143,194,194,439,439,"2,099","2,099","1,702","1,702",1,100,"144,746","144,746","91,151","91,151","97,883","97,883",111,111,82,82,"6,720","6,720","3,369","3,369","2,602","2,602",385,385,143,143,194,194,439,439,"2,099","2,099","1,702","1,702",1,100,"144,746","144,746","91,151","91,151","97,883","97,883",111,111,82,82,"6,720","6,720","3,369","3,369","2,602","2,602",385,385,143,143,194,194,439,439,"2,099","2,099","1,702","1,702",1,100,"144,746","144,746","91,151","91,151","97,883","97,883",111,111,82,82,"6,720","6,720","3,369","3,369","2,602","2,602",385,385,143,143,194,194,439,439,"2,099","2,099","1,702","1,702"
A2,1,,"104,355","104,355","88,715","88,715","71,354","71,354",38,38,58,58,"3,099","3,099","1,095","1,095","1,029","1,029",177,177,103,103,1,1,470,470,"1,741","1,741","3,352","3,352",1,100,"104,355","104,355","88,715","88,715","71,354","71,354",38,38,58,58,"3,099","3,099","1,095","1,095","1,029","1,029",177,177,103,103,1,1,470,470,"1,741","1,741","3,352","3,352",1,100,"104,355","104,355","88,715","88,715","71,354","71,354",38,38,58,58,"3,099","3,099","1,095","1,095","1,029","1,029",177,177,103,103,1,1,470,470,"1,741","1,741","3,352","3,352",1,100,"104,355","104,355","88,715","88,715","71,354","71,354",38,38,58,58,"3,099","3,099","1,095","1,095","1,029","1,029",177,177,103,103,1,1,470,470,"1,741","1,741","3,352","3,352",1,100,"104,355","104,355","88,715","88,715","71,354","71,354",38,38,58,58,"3,099","3,099","1,095","1,095","1,029","1,029",177,177,103,103,1,1,470,470,"1,741","1,741","3,352","3,352",1,100,"104,355","104,355","88,715","88,715","71,354","71,354",38,38,58,58,"3,099","3,099","1,095","1,095","1,029","1,029",177,177,103,103,1,1,470,470,"1,741","1,741","3,352","3,352",1,100,"104,355","104,355","88,715","88,715","71,354","71,354",38,38,58,58,"3,099","3,099","1,095","1,095","1,029","1,029",177,177,103,103,1,1,470,470,"1,741","1,741","3,352","3,352",1,100,"104,355","104,355","88,715","88,715","71,354","71,354",38,38,58,58,"3,099","3,099","1,095","1,095","1,029","1,029",177,177,103,103,1,1,470,470,"1,741","1,741","3,352","3,352",1,100,"104,355","104,355","88,715","88,715","71,354","71,354",38,38,58,58,"3,099","3,099","1,095","1,095","1,029","1,029",177,177,103,103,1,1,470,470,"1,741","1,741","3,352","3,352"
A3,1,,"155,092","155,092","92,412","92,412","96,797","96,797",35,35,50,50,"4,966","4,966","8,332","8,332","3,083","3,083",291,291,54,54,12,12,359,359,"2,037","2,037","5,086","5,086",1,100,"155,092","155,092","92,412","92,412","96,797","96,797",35,35,50,50,"4,966","4,966","8,332","8,332","3,083","3,083",291,291,54,54,12,12,359,359,"2,037","2,037","5,086","5,086",1,100,"155,092","155,092","92,412","92,412","96,797","96,797",35,35,50,50,"4,966","4,966","8,332","8,332","3,083","3,083",291,291,54,54,12,12,359,359,"2,037","2,037","5,086","5,086",1,100,"155,092","155,092","92,412","92,412","96,797","96,797",35,35,50,50,"4,966","4,966","8,332","8,332","3,083","3,083",291,291,54,54,12,12,359,359,"2,037","2,037","5,086","5,086",1,100,"155,092","155,092","92,412","92,412","96,797","96,797",35,35,50,50,"4,966","4,966","8,332","8,332","3,083","3,083",291,291,54,54,12,12,359,359,"2,037","2,037","5,086","5,086",1,100,"155,092","155,092","92,412","92,412","96,797","96,797",35,35,50,50,"4,966","4,966","8,332","8,332","3,083","3,083",291,291,54,54,12,12,359,359,"2,037","2,037","5,086","5,086",1,100,"155,092","155,092","92,412","92,412","96,797","96,797",35,35,50,50,"4,966","4,966","8,332","8,332","3,083","3,083",291,291,54,54,12,12,359,359,"2,037","2,037","5,086","5,086",1,100,"155,092","155,092","92,412","92,412","96,797","96,797",35,35,50,50,"4,966","4,966","8,332","8,332","3,083","3,083",291,291,54,54,12,12,359,359,"2,037","2,037","5,086","5,086",1,100,"155,092","155,092","92,412","92,412","96,797","96,797",35,35,50,50,"4,966","4,966","8,332","8,332","3,083","3,083",291,291,54,54,12,12,359,359,"2,037","2,037","5,086","5,086"
A4,1,,"131,106","131,106","88,599","88,599","94,966","94,966",51,51,129,129,"3,929","3,929","1,483","1,483","1,409","1,409",892,892,294,294,275,275,632,632,"1,437","1,437","5,420","5,420",1,100,"131,106","131,106","88,599","88,599","94,966","94,966",51,51,129,129,"3,929","3,929","1,483","1,483","1,409","1,409",892,892,294,294,275,275,632,632,"1,437","1,437","5,420","5,420",1,100,"131,106","131,106","88,599","88,599","94,966","94,966",51,51,129,129,"3,929","3,929","1,483","1,483","1,409","1,409",892,892,294,294,275,275,632,632,"1,437","1,437","5,420","5,420",1,100,"131,106","131,106","88,599","88,599","94,966","94,966",51,51,129,129,"3,929","3,929","1,483","1,483","1,409","1,409",892,892,294,294,275,275,632,632,"1,437","1,437","5,420","5,420",1,100,"131,106","131,106","88,599","88,599","94,966","94,966",51,51,129,129,"3,929","3,929","1,483","1,483","1,409","1,409",892,892,294,294,275,275,632,632,"1,437","1,437","5,420","5,420",1,100,"131,106","131,106","88,599","88,599","94,966","94,966",51,51,129,129,"3,929","3,929","1,483","1,483","1,409","1,409",892,892,294,294,275,275,632,632,"1,437","1,437","5,420","5,420",1,100,"131,106","131,106","88,599","88,599","94,966","94,966",51,51,129,129,"3,929","3,929","1,483","1,483","1,409","1,409",892,892,294,294,275,275,632,632,"1,437","1,437","5,420","5,420",1,100,"131,106","131,106","88,599","88,599","94,966","94,966",51,51,129,129,"3,929","3,929","1,483","1,483","1,409","1,409",892,892,294,294,275,275,632,632,"1,437","1,437","5,420","5,420",1,100,"131,106","131,106","88,599","88,599","94,966","94,966",51,51,129,129,"3,929","3,929","1,483","1,483","1,409","1,409",892,892,294,294,275,275,632,632,"1,437","1,437","5,420","5,420"
A5,1,,"144,885","144,885","94,113","94,113","115,455","115,455",250,250,160,160,"5,622","5,622","4,261","4,261","2,207","2,207",887,887,165,165,-32,-32,463,463,"2,302","2,302","5,878","5,878",1,100,"144,885","144,885","94,113","94,113","115,455","115,455",250,250,160,160,"5,622","5,622","4,261","4,261","2,207","2,207",887,887,165,165,-32,-32,463,463,"2,302","2,302","5,878","5,878",1,100,"144,885","144,885","94,113","94,113","115,455","115,455",250,250,160,160,"5,622","5,622","4,261","4,261","2,207","2,207",887,887,165,165,-32,-32,463,463,"2,302","2,302","5,878","5,878",1,100,"144,885","144,885","94,113","94,113","115,455","115,455",250,250,160,160,"5,622","5,622","4,261","4,261","2,207","2,207",887,887,165,165,-32,-32,463,463,"2,302","2,302","5,878","5,878",1,100,"144,885","144,885","94,113","94,113","115,455","115,455",250,250,160,160,"5,622","5,622","4,261","4,261","2,207","2,207",887,887,165,165,-32,-32,463,463,"2,302","2,302","5,878","5,878",1,100,"144,885","144,885","94,113","94,113","115,455","115,455",250,250,160,160,"5,622","5,622","4,261","4,261","2,207","2,207",887,887,165,165,-32,-32,463,463,"2,302","2,302","5,878","5,878",1,100,"144,885","144,885","94,113","94,113","115,455","115,455",250,250,160,160,"5,622","5,622","4,261","4,261","2,207","2,207",887,887,165,165,-32,-32,463,463,"2,302","2,302","5,878","5,878",1,100,"144,885","144,885","94,113","94,113","115,455","115,455",250,250,160,160,"5,622","5,622","4,261","4,261","2,207","2,207",887,887,165,165,-32,-32,463,463,"2,302","2,302","5,878","5,878",1,100,"144,885","144,885","94,113","94,113","115,455","115,455",250,250,160,160,"5,622","5,622","4,261","4,261","2,207","2,207",887,887,165,165,-32,-32,463,463,"2,302","2,302","5,878","5,878"
A6,1,,"73,718","73,718","83,050","83,050","91,987","91,987",170,170,168,168,"3,160","3,160","4,470","4,470",689,689,114,114,297,297,4,4,441,441,"1,887","1,887","6,679","6,679",1,100,"73,718","73,718","83,050","83,050","91,987","91,987",170,170,168,168,"3,160","3,160","4,470","4,470",689,689,114,114,297,297,4,4,441,441,"1,887","1,887","6,679","6,679",1,100,"73,718","73,718","83,050","83,050","91,987","91,987",170,170,168,168,"3,160","3,160","4,470","4,470",689,689,114,114,297,297,4,4,441,441,"1,887","1,887","6,679","6,679",1,100,"73,718","73,718","83,050","83,050","91,987","91,987",170,170,168,168,"3,160","3,160","4,470","4,470",689,689,114,114,297,297,4,4,441,441,"1,887","1,887","6,679","6,679",1,100,"73,718","73,718","83,050","83,050","91,987","91,987",170,170,168,168,"3,160","3,160","4,470","4,470",689,689,114,114,297,297,4,4,441,441,"1,887","1,887","6,679","6,679",1,100,"73,718","73,718","83,050","83,050","91,987","91,987",170,170,168,168,"3,160","3,160","4,470","4,470",689,689,114,114,297,297,4,4,441,441,"1,887","1,887","6,679","6,679",1,100,"73,718","73,718","83,050","83,050","91,987","91,987",170,170,168,168,"3,160","3,160","4,470","4,470",689,689,114,114,297,297,4,4,441,441,"1,887","1,887","6,679","6,679",1,100,"73,718","73,718","83,050","83,050","91,987","91,987",170,170,168,168,"3,160","3,160","4,470","4,470",689,689,114,114,297,297,4,4,441,441,"1,887","1,887","6,679","6,679",1,100,"73,718","73,718","83,050","83,050","91,987","91,987",170,170,168,168,"3,160","3,160","4,470","4,470",689,689,114,114,297,297,4,4,441,441,"1,887","1,887","6,679","6,679"
A7,1,,"141,506","141,506","90,721","90,721","65,790","65,790",160,160,-22,-22,"3,994","3,994",293,293,"2,250","2,250",135,135,148,148,62,62,326,326,"2,698","2,698","9,507","9,507",1,100,"141,506","141,506","90,721","90,721","65,790","65,790",160,160,-22,-22,"3,994","3,994",293,293,"2,250","2,250",135,135,148,148,62,62,326,326,"2,698","2,698","9,507","9,507",1,100,"141,506","141,506","90,721","90,721","65,790","65,790",160,160,-22,-22,"3,994","3,994",293,293,"2,250","2,250",135,135,148,148,62,62,326,326,"2,698","2,698","9,507","9,507",1,100,"141,506","141,506","90,721","90,721","65,790","65,790",160,160,-22,-22,"3,994","3,994",293,293,"2,250","2,250",135,135,148,148,62,62,326,326,"2,698","2,698","9,507","9,507",1,100,"141,506","141,506","90,721","90,721","65,790","65,790",160,160,-22,-22,"3,994","3,994",293,293,"2,250","2,250",135,135,148,148,62,62,326,326,"2,698","2,698","9,507","9,507",1,100,"141,506","141,506","90,721","90,721","65,790","65,790",160,160,-22,-22,"3,994","3,994",293,293,"2,250","2,250",135,135,148,148,62,62,326,326,"2,698","2,698","9,507","9,507",1,100,"141,506","141,506","90,721","90,721","65,790","65,790",160,160,-22,-22,"3,994","3,994",293,293,"2,250","2,250",135,135,148,148,62,62,326,326,"2,698","2,698","9,507","9,507",1,100,"141,506","141,506","90,721","90,721","65,790","65,790",160,160,-22,-22,"3,994","3,994",293,293,"2,250","2,250",135,135,148,148,62,62,326,326,"2,698","2,698","9,507","9,507",1,100,"141,506","141,506","90,721","90,721","65,790","65,790",160,160,-22,-22,"3,994","3,994",293,293,"2,250","2,250",135,135,148,148,62,62,326,326,"2,698","2,698","9,507","9,507"
A8,1,,"147,503","147,503","88,146","88,146","70,347","70,347",105,105,-57,-57,"2,723","2,723","1,494","1,494",756,756,619,619,102,102,145,145,255,255,"2,181","2,181","10,386","10,386",1,100,"147,503","147,503","88,146","88,146","70,347","70,347",105,105,-57,-57,"2,723","2,723","1,494","1,494",756,756,619,619,102,102,145,145,255,255,"2,181","2,181","10,386","10,386",1,100,"147,503","147,503","88,146","88,146","70,347","70,347",105,105,-57,-57,"2,723","2,723","1,494","1,494",756,756,619,619,102,102,145,145,255,255,"2,181","2,181","10,386","10,386",1,100,"147,503","147,503","88,146","88,146","70,347","70,347",105,105,-57,-57,"2,723","2,723","1,494","1,494",756,756,619,619,102,102,145,145,255,255,"2,181","2,181","10,386","10,386",1,100,"147,503","147,503","88,146","88,146","70,347","70,347",105,105,-57,-57,"2,723","2,723","1,494","1,494",756,756,619,619,102,102,145,145,255,255,"2,181","2,181","10,386","10,386",1,100,"147,503","147,503","88,146","88,146","70,347","70,347",105,105,-57,-57,"2,723","2,723","1,494","1,494",756,756,619,619,102,102,145,145,255,255,"2,181","2,181","10,386","10,386",1,100,"147,503","147,503","88,146","88,146","70,347","70,347",105,105,-57,-57,"2,723","2,723","1,494","1,494",756,756,619,619,102,102,145,145,255,255,"2,181","2,181","10,386","10,386",1,100,"147,503","147,503","88,146","88,146","70,347","70,347",105,105,-57,-57,"2,723","2,723","1,494","1,494",756,756,619,619,102,102,145,145,255,255,"2,181","2,181","10,386","10,386",1,100,"147,503","147,503","88,146","88,146","70,347","70,347",105,105,-57,-57,"2,723","2,723","1,494","1,494",756,756,619,619,102,102,145,145,255,255,"2,181","2,181","10,386","10,386"
A9,1,,"125,754","125,754","89,509","89,509","93,621","93,621",58,58,29,29,"4,847","4,847","4,548","4,548",747,747,767,767,29,29,79,79,294,294,"1,987","1,987","10,589","10,589",1,100,"125,754","125,754","89,509","89,509","93,621","93,621",58,58,29,29,"4,847","4,847","4,548","4,548",747,747,767,767,29,29,79,79,294,294,"1,987","1,987","10,589","10,589",1,100,"125,754","125,754","89,509","89,509","93,621","93,621",58,58,29,29,"4,847","4,847","4,548","4,548",747,747,767,767,29,29,79,79,294,294,"1,987","1,987","10,589","10,589",1,100,"125,754","125,754","89,509","89,509","93,621","93,621",58,58,29,29,"4,847","4,847","4,548","4,548",747,747,767,767,29,29,79,79,294,294,"1,987","1,987","10,589","10,589",1,100,"125,754","125,754","89,509","89,509","93,621","93,621",58,58,29,29,"4,847","4,847","4,548","4,548",747,747,767,767,29,29,79,79,294,294,"1,987","1,987","10,589","10,589",1,100,"125,754","125,754","89,509","89,509","93,621","93,621",58,58,29,29,"4,847","4,847","4,548","4,548",747,747,767,767,29,29,79,79,294,294,"1,987","1,987","10,589","10,589",1,100,"125,754","125,754","89,509","89,509","93,621","93,621",58,58,29,29,"4,847","4,847","4,548","4,548",747,747,767,767,29,29,79,79,294,294,"1,987","1,987","10,589","10,589",1,100,"125,754","125,754","89,509","89,509","93,621","93,621",58,58,29,29,"4,847","4,847","4,548","4,548",747,747,767,767,29,29,79,79,294,294,"1,987","1,987","10,589","10,589",1,100,"125,754","125,754","89,509","89,509","93,621","93,621",58,58,29,29,"4,847","4,847","4,548","4,548",747,747,767,767,29,29,79,79,294,294,"1,987","1,987","10,589","10,589"
A10,1,,"78,079","78,079","87,981","87,981","115,116","115,116",280,280,90,90,"3,850","3,850",598,598,918,918,667,667,73,73,76,76,408,408,"1,363","1,363","10,921","10,921",1,100,"78,079","78,079","87,981","87,981","115,116","115,116",280,280,90,90,"3,850","3,850",598,598,918,918,667,667,73,73,76,76,408,408,"1,363","1,363","10,921","10,921",1,100,"78,079","78,079","87,981","87,981","115,116","115,116",280,280,90,90,"3,850","3,850",598,598,918,918,667,667,73,73,76,76,408,408,"1,363","1,363","10,921","10,921",1,100,"78,079","78,079","87,981","87,981","115,116","115,116",280,280,90,90,"3,850","3,850",598,598,918,918,667,667,73,73,76,76,408,408,"1,363","1,363","10,921","10,921",1,100,"78,079","78,079","87,981","87,981","115,116","115,116",280,280,90,90,"3,850","3,850",598,598,918,918,667,667,73,73,76,76,408,408,"1,363","1,363","10,921","10,921",1,100,"78,079","78,079","87,981","87,981","115,116","115,116",280,280,90,90,"3,850","3,850",598,598,918,918,667,667,73,73,76,76,408,408,"1,363","1,363","10,921","10,921",1,100,"78,079","78,079","87,981","87,981","115,116","115,116",280,280,90,90,"3,850","3,850",598,598,918,918,667,667,73,73,76,76,408,408,"1,363","1,363","10,921","10,921",1,100,"78,079","78,079","87,981","87,981","115,116","115,116",280,280,90,90,"3,850","3,850",598,598,918,918,667,667,73,73,76,76,408,408,"1,363","1,363","10,921","10,921",1,100,"78,079","78,079","87,981","87,981","115,116","115,116",280,280,90,90,"3,850","3,850",598,598,918,918,667,667,73,73,76,76,408,408,"1,363","1,363","10,921","10,921"
