"Plate_well","exp","fcs.name","SingleCells.count","NonEry.count","CD56neg.count","CD14neg.count","IntermediateNeut.count","IntermediateNeut.freq.of.CD14neg","MatureNeut.count","MatureNeut.freq.of.CD14neg","MatureNeut.FSC.A","MatureNeut.SSC.A","EarlyNeut.count","EarlyNeut.freq.of.CD14neg","Mono.count","Mono.freq.of.NonEry","Mono.freq.of.CD56neg","Mono.CD11b.Median","Mono.CD14.Median","Mono.FSC.A","Mono.SSC.A","Mono2.count","Mono2.freq.of.NonEry","Mono2.freq.of.CD56neg","Mono2.CD11b.Median","Mono2.CD14.Median","Mono2.FSC.A","Mono2.SSC.A","Ery.count","IntermediateNeut.FSC.A","IntermediateNeut.SSC.A","EarlyNeut.FSC.A","EarlyNeut.SSC.A","TrueFalse"
"plate2_E07","ARCH1","LEUK4_plate2_FACS_E7_E07_055.fcs",7785,5560,5538,5531,NA,NA,NA,NA,NA,NA,NA,NA,6,0.11,0.11,2040,2500,109632,129792,6,0.11,0.11,2040,2500,109632,129792,2067,NA,NA,NA,NA,"TRUE"
"plate2_E08","ARCH1","LEUK4_plate2_FACS_E8_E08_056.fcs",20629,20621,20582,13757,NA,NA,NA,NA,NA,NA,NA,NA,6613,32.1,32.1,2544,6080,109184,56384,6610,32.1,32.1,2544,6080,109120,56320,0,NA,NA,NA,NA,"TRUE"
"plate2_E09","ARCH1","LEUK4_plate2_FACS_E9_E09_057.fcs",20021,20017,19810,17085,NA,NA,NA,NA,NA,NA,NA,NA,2664,13.3,13.4,4361,4955,121984,79936,2663,13.3,13.4,4361,4955,121984,79936,0,NA,NA,NA,NA,"TRUE"
"plate2_E10","ARCH1","LEUK4_plate2_FACS_E10_E10_058.fcs",22948,22947,22896,16412,NA,NA,NA,NA,NA,NA,NA,NA,6292,27.4,27.5,1863,7430,97856,55232,6289,27.4,27.5,1863,7446,97856,55232,0,NA,NA,NA,NA,"TRUE"
"plate2_E11","ARCH1","LEUK4_plate2_FACS_E11_E11_059.fcs",14143,14142,14108,13726,NA,NA,NA,NA,NA,NA,NA,NA,336,2.38,2.38,2219,2428,101504,64192,331,2.34,2.35,2227,2452,100608,64000,0,NA,NA,NA,NA,"TRUE"
"plate2_E12","ARCH1","LEUK4_plate2_FACS_E12_E12_060.fcs",27302,27298,27064,24492,NA,NA,NA,NA,NA,NA,NA,NA,2465,9.03,9.11,3656,3332,116864,73408,2461,9.02,9.09,3656,3332,116800,73344,0,NA,NA,NA,NA,"TRUE"
"plate2_F01","ARCH1","LEUK4_plate2_FACS_F1_F01_061.fcs",13756,13756,13718,13510,NA,NA,NA,NA,NA,NA,NA,NA,196,1.42,1.43,2928,3113,121152,71296,193,1.4,1.41,2987,3138,119104,70848,0,NA,NA,NA,NA,"TRUE"
"plate2_F02","ARCH1","LEUK4_plate2_FACS_F2_F02_062.fcs",4500,3972,3954,3760,NA,NA,NA,NA,NA,NA,NA,NA,187,4.71,4.73,2132,5462,111872,72320,185,4.66,4.68,2132,5521,111872,72000,425,NA,NA,NA,NA,"TRUE"
"plate2_F03","ARCH1","LEUK4_plate2_FACS_F3_F03_063.fcs",5246,5246,5092,2187,NA,NA,NA,NA,NA,NA,NA,NA,2823,53.8,55.4,2609,5060,119168,81664,2823,53.8,55.4,2609,5060,119168,81664,0,NA,NA,NA,NA,"TRUE"
"plate2_F04","ARCH1","LEUK4_plate2_FACS_F4_F04_064.fcs",37680,37672,36991,33415,NA,NA,NA,NA,NA,NA,NA,NA,3457,9.18,9.35,3983,4934,109568,62336,3457,9.18,9.35,3983,4934,109568,62336,0,NA,NA,NA,NA,"TRUE"
"plate2_F05","ARCH1","LEUK4_plate2_FACS_F5_F05_065.fcs",23580,23557,23417,19892,NA,NA,NA,NA,NA,NA,NA,NA,3444,14.6,14.7,4246,5887,117056,68288,3442,14.6,14.7,4246,5900,116928,68160,0,NA,NA,NA,NA,"TRUE"
"plate2_F06","ARCH1","LEUK4_plate2_FACS_F6_F06_066.fcs",30380,30374,30143,14128,NA,NA,NA,NA,NA,NA,NA,NA,15691,51.7,52.1,3345,7529,118784,58048,15689,51.7,52,3345,7529,118784,58048,0,NA,NA,NA,NA,"TRUE"
"plate2_F07","ARCH1","LEUK4_plate2_FACS_F7_F07_067.fcs",13199,13198,13179,12809,NA,NA,NA,NA,NA,NA,NA,NA,342,2.59,2.6,1946,3120,118208,75392,337,2.55,2.56,1910,3151,117760,75136,0,NA,NA,NA,NA,"TRUE"
"plate2_F08","ARCH1","LEUK4_plate2_FACS_F8_F08_068.fcs",5279,5278,5236,4428,NA,NA,NA,NA,NA,NA,NA,NA,778,14.7,14.9,5592,3777,135552,88832,778,14.7,14.9,5592,3777,135552,88832,0,NA,NA,NA,NA,"TRUE"
"plate2_F09","ARCH1","LEUK4_plate2_FACS_F9_F09_069.fcs",49786,49769,48798,21240,NA,NA,NA,NA,NA,NA,NA,NA,26709,53.7,54.7,2355,5628,108736,44928,26706,53.7,54.7,2355,5628,108736,44928,0,NA,NA,NA,NA,"TRUE"
"plate2_F10","ARCH1","LEUK4_plate2_FACS_F10_F10_070.fcs",5475,5475,5370,4821,NA,NA,NA,NA,NA,NA,NA,NA,525,9.59,9.78,4185,3132,144704,98496,523,9.55,9.74,4167,3151,144704,98496,0,NA,NA,NA,NA,"TRUE"
"plate2_F11","ARCH1","LEUK4_plate2_FACS_F11_F11_071.fcs",10894,10890,10832,10398,NA,NA,NA,NA,NA,NA,NA,NA,399,3.66,3.68,2341,2480,113408,73536,393,3.61,3.63,2355,2480,113600,73216,0,NA,NA,NA,NA,"TRUE"
"plate2_F12","ARCH1","LEUK4_plate2_FACS_F12_F12_072.fcs",18978,18971,17904,16644,NA,NA,NA,NA,NA,NA,NA,NA,1181,6.23,6.6,2119,5787,112768,68736,1180,6.22,6.59,2115,5774,112704,68672,0,NA,NA,NA,NA,"TRUE"
"plate2_G01","ARCH1","LEUK4_plate2_FACS_G1_G01_073.fcs",6694,6693,6568,5795,NA,NA,NA,NA,NA,NA,NA,NA,725,10.8,11,3312,3413,109184,74944,724,10.8,11,3312,3413,109184,74944,0,NA,NA,NA,NA,"TRUE"
"plate2_G02","ARCH1","LEUK4_plate2_FACS_G2_G02_074.fcs",31569,31566,31419,15047,NA,NA,NA,NA,NA,NA,NA,NA,15850,50.2,50.4,2529,5544,118464,51008,15846,50.2,50.4,2529,5544,118464,51008,0,NA,NA,NA,NA,"TRUE"
"plate2_G03","ARCH1","LEUK4_plate2_FACS_G3_G03_075.fcs",12490,12489,11946,10989,NA,NA,NA,NA,NA,NA,NA,NA,926,7.41,7.75,2761,6957,145728,115136,926,7.41,7.75,2761,6957,145728,115136,0,NA,NA,NA,NA,"TRUE"
"plate2_G04","ARCH1","LEUK4_plate2_FACS_G4_G04_076.fcs",29246,28843,28257,26440,NA,NA,NA,NA,NA,NA,NA,NA,1776,6.16,6.29,5486,4831,123264,76160,1774,6.15,6.28,5486,4831,123264,76096,281,NA,NA,NA,NA,"TRUE"
"plate2_G05","ARCH1","LEUK4_plate2_FACS_G5_G05_077.fcs",8211,8211,8056,7228,NA,NA,NA,NA,NA,NA,NA,NA,770,9.38,9.56,4008,2905,119936,81600,769,9.37,9.55,4008,2911,119936,81600,0,NA,NA,NA,NA,"TRUE"
"plate2_G06","ARCH1","LEUK4_plate2_FACS_G6_G06_078.fcs",49454,49313,47084,44775,NA,NA,NA,NA,NA,NA,NA,NA,2248,4.56,4.77,2804,5799,101824,64576,2247,4.56,4.77,2804,5812,101824,64576,25,NA,NA,NA,NA,"TRUE"
"plate2_G07","ARCH1","LEUK4_plate2_FACS_G7_G07_079.fcs",28378,28372,28318,10402,NA,NA,NA,NA,NA,NA,NA,NA,17249,60.8,60.9,1674,7080,114688,49216,17249,60.8,60.9,1674,7080,114688,49216,0,NA,NA,NA,NA,"TRUE"
"plate2_G08","ARCH1","LEUK4_plate2_FACS_G8_G08_080.fcs",4942,3756,3731,2181,NA,NA,NA,NA,NA,NA,NA,NA,1527,40.7,40.9,2476,16344,114624,73024,1527,40.7,40.9,2476,16344,114624,73024,941,NA,NA,NA,NA,"TRUE"
"plate2_G09","ARCH1","LEUK4_plate2_FACS_G9_G09_081.fcs",9601,9601,9302,4870,NA,NA,NA,NA,NA,NA,NA,NA,4322,45,46.5,3716,3716,132864,93760,4320,45,46.4,3716,3716,132864,93760,0,NA,NA,NA,NA,"TRUE"
"plate2_G10","ARCH1","LEUK4_plate2_FACS_G10_G10_082.fcs",5433,5433,5271,4198,NA,NA,NA,NA,NA,NA,NA,NA,972,17.9,18.4,2279,2558,190784,114304,968,17.8,18.4,2279,2558,191040,114304,0,NA,NA,NA,NA,"TRUE"
"plate2_G11","ARCH1","LEUK4_plate2_FACS_G11_G11_083.fcs",3793,3791,3723,2983,NA,NA,NA,NA,NA,NA,NA,NA,704,18.6,18.9,3101,2981,134528,99968,703,18.5,18.9,3101,2987,134592,99968,0,NA,NA,NA,NA,"TRUE"
"plate2_G12","ARCH1","LEUK4_plate2_FACS_G12_G12_084.fcs",3926,3925,3887,3769,NA,NA,NA,NA,NA,NA,NA,NA,108,2.75,2.78,2037,2771,119616,83712,108,2.75,2.78,2037,2771,119616,83712,0,NA,NA,NA,NA,"TRUE"
"plate2_H01","ARCH1","LEUK4_plate2_FACS_H1_H01_085.fcs",27549,27543,27401,22073,NA,NA,NA,NA,NA,NA,NA,NA,5201,18.9,19,4334,4566,115264,63232,5199,18.9,19,4334,4566,115264,63168,0,NA,NA,NA,NA,"TRUE"
"plate2_H02","ARCH1","LEUK4_plate2_FACS_H2_H02_086.fcs",5252,5198,4988,4059,NA,NA,NA,NA,NA,NA,NA,NA,908,17.5,18.2,3386,8189,119296,83008,906,17.4,18.2,3386,8226,119104,82944,29,NA,NA,NA,NA,"TRUE"
"plate2_H03","ARCH1","LEUK4_plate2_FACS_H3_H03_087.fcs",13878,13876,13861,13560,NA,NA,NA,NA,NA,NA,NA,NA,292,2.1,2.11,2723,7697,136832,89216,287,2.07,2.07,2723,7921,137280,88640,0,NA,NA,NA,NA,"TRUE"
"plate2_H04","ARCH1","LEUK4_plate2_FACS_H4_H04_088.fcs",46133,46130,45787,44786,NA,NA,NA,NA,NA,NA,NA,NA,966,2.09,2.11,3975,4672,113024,65408,963,2.09,2.1,3983,4711,113024,65344,0,NA,NA,NA,NA,"TRUE"
"plate2_H05","ARCH1","LEUK4_plate2_FACS_H5_H05_089.fcs",16554,16551,16431,14644,NA,NA,NA,NA,NA,NA,NA,NA,1737,10.5,10.6,3575,5147,112704,69888,1733,10.5,10.5,3583,5158,112640,69888,0,NA,NA,NA,NA,"TRUE"
"plate2_H06","ARCH1","LEUK4_plate2_FACS_H6_H06_090.fcs",24193,24189,24058,23047,NA,NA,NA,NA,NA,NA,NA,NA,984,4.07,4.09,4380,5989,124736,82304,983,4.06,4.09,4380,6015,124736,82304,0,NA,NA,NA,NA,"TRUE"
"plate2_H07","ARCH1","LEUK4_plate2_FACS_H7_H07_091.fcs",23002,22999,22973,9688,NA,NA,NA,NA,NA,NA,NA,NA,12651,55,55.1,2021,6173,124224,50496,12651,55,55.1,2021,6173,124224,50496,0,NA,NA,NA,NA,"TRUE"
"plate2_H08","ARCH1","LEUK4_plate2_FACS_H8_H08_092.fcs",39448,30312,30253,24228,NA,NA,NA,NA,NA,NA,NA,NA,5879,19.4,19.4,3052,10920,110016,62848,5877,19.4,19.4,3052,10920,110016,62848,7300,NA,NA,NA,NA,"TRUE"
"plate2_H09","ARCH1","LEUK4_plate2_FACS_H9_H09_093.fcs",12794,12791,12783,12742,NA,NA,NA,NA,NA,NA,NA,NA,39,0.3,0.31,1509,3511,134784,77696,39,0.3,0.31,1509,3511,134784,77696,1,NA,NA,NA,NA,"TRUE"
"plate2_H10","ARCH1","LEUK4_plate2_FACS_H10_H10_094.fcs",13881,13877,13441,10791,NA,NA,NA,NA,NA,NA,NA,NA,2563,18.5,19.1,4211,5544,135040,93760,2563,18.5,19.1,4211,5544,135040,93760,0,NA,NA,NA,NA,"TRUE"
"plate2_H11","ARCH1","LEUK4_plate2_FACS_H11_H11_095.fcs",20569,20565,20532,10577,NA,NA,NA,NA,NA,NA,NA,NA,9556,46.5,46.5,1709,7562,114496,48192,9555,46.5,46.5,1709,7562,114496,48192,0,NA,NA,NA,NA,"TRUE"
"plate2_H12","ARCH1","LEUK4_plate2_FACS_H12_H12_096.fcs",28406,28398,27999,22169,NA,NA,NA,NA,NA,NA,NA,NA,5643,19.9,20.2,2782,4176,114496,62784,5639,19.9,20.1,2782,4176,114496,62720,0,NA,NA,NA,NA,"TRUE"
"plate3_A01","ARCH1","LEUK4_plate3_FACS_A1_A01_001.fcs",4456,4452,4401,4022,NA,NA,NA,NA,NA,NA,NA,NA,349,7.84,7.93,1366,5737,101184,57088,349,7.84,7.93,1366,5737,101184,57088,3,NA,NA,NA,NA,"TRUE"
"plate3_A02","ARCH1","LEUK4_plate3_FACS_A2_A02_002.fcs",21554,21551,21370,20666,NA,NA,NA,NA,NA,NA,NA,NA,652,3.03,3.05,3372,2849,111360,64960,652,3.03,3.05,3372,2849,111360,64960,0,NA,NA,NA,NA,"TRUE"
"plate3_A03","ARCH1","LEUK4_plate3_FACS_A3_A03_003.fcs",17720,17717,17546,10603,NA,NA,NA,NA,NA,NA,NA,NA,6622,37.4,37.7,1846,6107,119552,49920,6622,37.4,37.7,1846,6107,119552,49920,0,NA,NA,NA,NA,"TRUE"
"plate3_A04","ARCH1","LEUK4_plate3_FACS_A4_A04_004.fcs",12660,12659,12389,12084,NA,NA,NA,NA,NA,NA,NA,NA,273,2.16,2.2,2782,1979,112384,62592,270,2.13,2.18,2766,1987,111872,62400,0,NA,NA,NA,NA,"TRUE"
"plate3_A05","ARCH1","LEUK4_plate3_FACS_A5_A05_005.fcs",41099,41082,40545,15391,NA,NA,NA,NA,NA,NA,NA,NA,24483,59.6,60.4,2490,5862,112448,51072,24478,59.6,60.4,2490,5862,112448,51072,1,NA,NA,NA,NA,"TRUE"
"plate3_A06","ARCH1","LEUK4_plate3_FACS_A6_A06_006.fcs",47472,47455,45280,31879,NA,NA,NA,NA,NA,NA,NA,NA,12899,27.2,28.5,2549,5018,104576,48768,12898,27.2,28.5,2549,5018,104576,48768,1,NA,NA,NA,NA,"TRUE"
"plate3_A07","ARCH1","LEUK4_plate3_FACS_A7_A07_007.fcs",21995,21903,21325,14964,NA,NA,NA,NA,NA,NA,NA,NA,6241,28.5,29.3,3561,6474,114880,69760,6241,28.5,29.3,3561,6474,114880,69760,0,NA,NA,NA,NA,"TRUE"
"plate3_A08","ARCH1","LEUK4_plate3_FACS_A8_A08_008.fcs",39407,21056,20995,13396,NA,NA,NA,NA,NA,NA,NA,NA,7341,34.9,35,2744,8448,110528,55360,7341,34.9,35,2744,8448,110528,55360,16619,NA,NA,NA,NA,"TRUE"
"plate3_A09","ARCH1","LEUK4_plate3_FACS_A9_A09_009.fcs",10219,10213,10189,2911,NA,NA,NA,NA,NA,NA,NA,NA,7147,70,70.1,2899,9951,122944,58048,7147,70,70.1,2899,9951,122944,58048,4,NA,NA,NA,NA,"TRUE"
"plate3_A10","ARCH1","LEUK4_plate3_FACS_A10_A10_010.fcs",18465,18458,17724,16247,NA,NA,NA,NA,NA,NA,NA,NA,1387,7.51,7.83,2946,2368,116032,67008,1384,7.5,7.81,2946,2359,115904,66816,1,NA,NA,NA,NA,"TRUE"
"plate3_A11","ARCH1","LEUK4_plate3_FACS_A11_A11_011.fcs",15229,15222,14277,12022,NA,NA,NA,NA,NA,NA,NA,NA,2166,14.2,15.2,4159,5302,133696,81728,2166,14.2,15.2,4159,5302,133696,81728,0,NA,NA,NA,NA,"TRUE"
"plate3_A12","ARCH1","LEUK4_plate3_FACS_A12_A12_012.fcs",18472,18471,18395,18132,NA,NA,NA,NA,NA,NA,NA,NA,237,1.28,1.29,2119,2554,118400,72768,227,1.23,1.23,2164,2568,118336,71488,0,NA,NA,NA,NA,"TRUE"
"plate3_B01","ARCH1","LEUK4_plate3_FACS_B1_B01_013.fcs",27122,27112,26728,20288,NA,NA,NA,NA,NA,NA,NA,NA,6210,22.9,23.2,2928,5381,118464,56448,6210,22.9,23.2,2928,5381,118464,56448,0,NA,NA,NA,NA,"TRUE"
"plate3_B02","ARCH1","LEUK4_plate3_FACS_B2_B02_014.fcs",39191,39183,39010,36799,NA,NA,NA,NA,NA,NA,NA,NA,2129,5.43,5.46,3292,4308,111232,63488,2128,5.43,5.46,3292,4308,111232,63488,1,NA,NA,NA,NA,"TRUE"
"plate3_B03","ARCH1","LEUK4_plate3_FACS_B3_B03_015.fcs",52620,52613,52546,21515,NA,NA,NA,NA,NA,NA,NA,NA,29518,56.1,56.2,1337,5462,110336,44608,29515,56.1,56.2,1337,5462,110336,44608,0,NA,NA,NA,NA,"TRUE"
"plate3_B04","ARCH1","LEUK4_plate3_FACS_B4_B04_016.fcs",7143,7139,6992,6411,NA,NA,NA,NA,NA,NA,NA,NA,543,7.61,7.77,1218,4416,100416,62976,542,7.59,7.75,1211,4416,100416,62912,0,NA,NA,NA,NA,"TRUE"
"plate3_B05","ARCH1","LEUK4_plate3_FACS_B5_B05_017.fcs",11974,8553,8526,6273,NA,NA,NA,NA,NA,NA,NA,NA,2193,25.6,25.7,2240,10179,115200,59584,2192,25.6,25.7,2240,10179,115136,59584,3173,NA,NA,NA,NA,"TRUE"
"plate3_B06","ARCH1","LEUK4_plate3_FACS_B6_B06_018.fcs",20444,20435,20206,18423,NA,NA,NA,NA,NA,NA,NA,NA,1731,8.47,8.57,4099,4116,128960,81664,1731,8.47,8.57,4099,4116,128960,81664,1,NA,NA,NA,NA,"TRUE"
"plate3_B07","ARCH1","LEUK4_plate3_FACS_B7_B07_019.fcs",9084,9083,9043,7114,NA,NA,NA,NA,NA,NA,NA,NA,1895,20.9,21,4801,7731,140928,94656,1895,20.9,21,4801,7731,140928,94656,0,NA,NA,NA,NA,"TRUE"
"plate3_B08","ARCH1","LEUK4_plate3_FACS_B8_B08_020.fcs",8971,8969,8843,8445,NA,NA,NA,NA,NA,NA,NA,NA,357,3.98,4.04,2799,2442,111360,73984,352,3.92,3.98,2799,2442,111232,73920,0,NA,NA,NA,NA,"TRUE"
"plate3_B09","ARCH1","LEUK4_plate3_FACS_B9_B09_021.fcs",12516,12514,12487,12249,NA,NA,NA,NA,NA,NA,NA,NA,215,1.72,1.72,1649,3151,136448,54720,215,1.72,1.72,1649,3151,136448,54720,0,NA,NA,NA,NA,"TRUE"
"plate3_B10","ARCH1","LEUK4_plate3_FACS_B10_B10_022.fcs",13294,13291,13222,10035,NA,NA,NA,NA,NA,NA,NA,NA,3119,23.5,23.6,4125,5604,128256,76096,3119,23.5,23.6,4125,5604,128256,76096,0,NA,NA,NA,NA,"TRUE"
"plate3_B11","ARCH1","LEUK4_plate3_FACS_B11_B11_023.fcs",25087,25085,25052,10085,NA,NA,NA,NA,NA,NA,NA,NA,14619,58.3,58.4,3959,4604,123904,61568,14614,58.3,58.3,3959,4604,123904,61568,0,NA,NA,NA,NA,"TRUE"
